9:52:21 AM,6/10/2026,260610-095140-182.bin,182,0,1.811,2.535,1.789,27.69,0.76,4.65,737.8,0.87,1.52,179.7,170.9,111,0.08,169.9,129.7,10.2,133.3,,,187.1,190.6,8.5,-105.5,12.1,0
9:52:20 AM,6/10/2026,260610-095140-182.bin,182,0,1.761,2.488,1.756,27.744,0.86,4.28,737.9,0.84,1.42,179.6,170.7,111,0.08,169.7,129.9,10.21,133.5,,,187.2,190.7,8.5,-105.5,12.1,0
9:52:19 AM,6/10/2026,260610-095140-182.bin,182,0,1.735,2.451,1.729,27.759,0.69,4.49,737.9,0.76,1.41,179.8,170.8,111,0.08,169.8,130.1,10.22,133.7,,,187.3,190.8,8.5,-105.4,12.1,0
9:52:18 AM,6/10/2026,260610-095140-182.bin,182,0,1.709,2.408,1.699,27.777,0.56,4.38,737.9,0.72,1.41,179.9,170.8,111,0.08,169.8,130.1,10.22,133.7,,,187.3,190.7,8.5,-105.6,12.1,0
9:52:17 AM,6/10/2026,260610-095140-182.bin,182,0,1.679,2.326,1.641,27.809,0.63,3.98,737.9,0.69,1.52,179.9,170.7,111,0.08,169.7,130.2,10.22,133.8,,,187.3,190.4,8.51,-106.3,12.1,0
9:52:16 AM,6/10/2026,260610-095140-182.bin,182,0,1.613,2.278,1.607,27.814,0.7,4.19,737.9,0.67,1.56,179.9,170.7,111,0.08,169.7,130.5,10.24,134.1,,,187.4,190.3,8.51,-106.4,12.1,0
9:52:15 AM,6/10/2026,260610-095140-182.bin,182,0,1.597,2.235,1.577,27.817,0.7,4.57,737.9,0.63,1.42,179.9,170.7,111,0.08,169.7,130.5,10.25,134.1,,,187.4,190.2,8.51,-106.6,12.1,0
9:52:14 AM,6/10/2026,260610-095140-182.bin,182,0,1.555,2.186,1.543,27.817,0.66,4.36,737.9,0.68,1.32,179.9,170.7,111,0.08,169.7,130.4,10.24,134,,,187.4,190.2,8.52,-106.6,12.1,0
9:52:13 AM,6/10/2026,260610-095140-182.bin,182,0,1.515,2.141,1.511,27.818,0.68,4.49,737.9,0.77,1.36,179.9,170.7,111,0.08,169.8,130.5,10.24,134.1,,,187.4,190.2,8.51,-106.5,12.1,0
9:52:12 AM,6/10/2026,260610-095140-182.bin,182,0,1.51,2.135,1.506,27.819,0.68,4.34,737.9,0.74,1.55,179.9,170.7,111,0.08,169.7,130.6,10.25,134.1,,,187.5,190.3,8.51,-106.3,12.1,0
9:52:11 AM,6/10/2026,260610-095140-182.bin,182,0,1.51,2.107,1.487,27.819,0.52,4.04,738,0.64,1.57,179.9,170.7,111,0.08,169.7,130.7,10.26,134.2,,,187.5,190.5,8.51,-106.1,12.1,0
9:52:10 AM,6/10/2026,260610-095140-182.bin,182,0,1.477,2.091,1.476,27.819,0.46,4.35,737.9,0.66,1.41,179.7,170.6,111,0.08,169.6,130.8,10.26,134.3,,,187.4,190.6,8.5,-106,12.1,0
9:52:09 AM,6/10/2026,260610-095140-182.bin,182,0,1.444,2.051,1.447,27.82,0.56,4.62,737.9,0.71,1.29,179.8,170.6,111,0.08,169.6,130.9,10.27,134.4,,,187.6,190.8,8.5,-105.7,12.1,0
9:52:08 AM,6/10/2026,260610-095140-182.bin,182,0,1.448,2.038,1.438,27.824,0.69,4.81,737.9,0.78,1.32,179.9,170.7,111,0.08,169.7,131,10.28,134.6,,,187.7,191,8.5,-105.6,12.1,0
9:52:07 AM,6/10/2026,260610-095140-182.bin,182,0,1.42,1.961,1.384,27.828,0.81,5.08,737.9,0.79,1.31,179.8,170.6,111,0.08,169.6,131.1,10.29,134.7,,,187.6,190.9,8.5,-105.6,12.1,0
9:52:06 AM,6/10/2026,260610-095140-182.bin,182,0,1.337,1.876,1.324,27.829,0.72,4.53,737.9,0.77,1.48,179.9,170.7,111,0.08,169.7,131.2,10.3,134.8,,,187.6,190.9,8.5,-105.6,12.1,0
9:52:05 AM,6/10/2026,260610-095140-182.bin,182,0,1.297,1.852,1.307,27.829,0.67,4.28,737.9,0.77,1.49,179.9,170.7,111,0.08,169.7,131.3,10.3,134.9,,,187.6,191,8.5,-105.5,12.1,0
9:52:04 AM,6/10/2026,260610-095140-182.bin,182,0,1.311,1.83,1.291,27.829,0.77,4.41,737.9,0.75,1.28,179.9,170.7,111,0.08,169.7,131.4,10.31,135,,,187.6,191.1,8.5,-105.5,12.1,0
9:52:03 AM,6/10/2026,260610-095140-182.bin,182,0,1.266,1.752,1.236,27.83,0.7,4.35,737.9,0.74,1.37,179.9,170.6,111,0.08,169.7,131.4,10.31,135,,,187.6,191.1,8.5,-105.4,12.1,0
9:52:02 AM,6/10/2026,260610-095140-182.bin,182,0,1.21,1.712,1.208,27.829,0.68,4.18,737.9,0.7,1.41,179.8,170.5,111,0.08,169.5,131.5,10.32,135.1,,,187.6,191.2,8.49,-105.2,12.1,0
9:52:01 AM,6/10/2026,260610-095140-182.bin,182,0,1.181,1.672,1.18,27.833,0.72,3.89,737.9,0.7,1.29,179.6,170.4,111,0.08,169.4,131.6,10.33,135.2,,,187.6,191.3,8.49,-105.2,12.1,0
9:52:00 AM,6/10/2026,260610-095140-182.bin,182,0,1.17,1.629,1.15,27.837,0.73,3.96,737.9,0.69,1.38,179.6,170.3,111,0.08,169.3,131.6,10.33,135.2,,,187.6,191.3,8.49,-105.2,12.1,0
9:51:59 AM,6/10/2026,260610-095140-182.bin,182,0,1.131,1.57,1.108,27.844,0.75,4.16,737.9,0.67,1.44,179.7,170.4,111,0.08,169.4,131.7,10.33,135.3,,,187.4,191.4,8.49,-105.1,12.1,0
9:51:58 AM,6/10/2026,260610-095140-182.bin,182,0,1.074,1.498,1.057,27.85,0.82,4.25,737.9,0.71,1.38,179.8,170.6,111,0.08,169.6,131.6,10.33,135.2,,,187.5,191.6,8.49,-104.9,12.1,0
9:51:57 AM,6/10/2026,260610-095140-182.bin,182,0,1.026,1.429,1.008,27.851,0.79,4.49,737.9,0.76,1.32,179.8,170.5,111,0.08,169.5,131.6,10.32,135.2,,,187.4,192,8.48,-104.5,12.1,0
9:51:56 AM,6/10/2026,260610-095140-182.bin,182,0,0.982,1.39,0.981,27.851,0.68,4.3,737.9,0.75,1.24,179.8,170.5,111,0.08,169.5,131.6,10.32,135.2,,,187.3,192.5,8.47,-103.9,12.1,0
9:51:55 AM,6/10/2026,260610-095140-182.bin,182,0,0.929,1.255,0.885,27.855,0.61,4.16,737.9,0.69,1.26,179.9,170.6,111,0.08,169.6,131.6,10.32,135.2,,,187,192,8.48,-104.3,12.1,0
9:51:54 AM,6/10/2026,260610-095140-182.bin,182,0,0.747,0.877,0.619,27.857,0.57,3.98,737.9,0.62,1.22,180,170.7,111,0.08,169.7,131.6,10.32,135.2,,,187.2,190.9,8.49,-105.4,12.1,0
9:51:53 AM,6/10/2026,260610-095140-182.bin,182,0,0.548,0.693,0.489,27.854,0.53,3.62,737.9,0.6,1.17,179.9,170.6,111,0.08,169.6,131.5,10.32,135.1,,,187.6,190.4,8.5,-105.7,12.1,0
9:51:52 AM,6/10/2026,260610-095140-182.bin,182,0,0.396,0.558,0.394,27.854,0.61,3.73,737.9,0.56,1.21,179.7,170.5,111,0.08,169.5,131.6,10.33,135.2,,,187.9,190.3,8.5,-105.9,12.1,0
9:51:51 AM,6/10/2026,260610-095140-182.bin,182,0,0.386,0.547,0.386,27.853,0.63,4,737.9,0.55,1.12,179.7,170.4,111,0.08,169.4,131.5,10.32,135.1,,,188.4,190.5,8.5,-105.6,12.1,0
9:51:50 AM,6/10/2026,260610-095140-182.bin,182,0,0.376,0.5,0.353,27.854,0.52,3.9,737.9,0.55,1.13,179.8,170.5,111,0.08,169.5,131.5,10.32,135.1,,,188.6,190.6,8.5,-105.5,12.1,0
9:51:49 AM,6/10/2026,260610-095140-182.bin,182,0,0.318,0.423,0.299,27.855,0.58,3.82,737.8,0.59,1.22,179.9,170.6,111,0.08,169.6,131.4,10.31,135,,,189.5,190.6,8.49,-105.4,12.1,0
9:51:48 AM,6/10/2026,260610-095140-182.bin,182,0,0.241,0.324,0.229,27.854,0.63,3.77,737.8,0.62,1.17,179.8,170.5,111,0.08,169.5,131.4,10.31,135,,,189.7,190.9,8.49,-105.1,12.1,0
9:51:47 AM,6/10/2026,260610-095140-182.bin,182,0,0.216,0.292,0.206,27.855,0.64,3.34,737.9,0.6,1.19,179.8,170.5,111,0.08,169.5,131.4,10.31,135,,,188.9,190.8,8.49,-105.2,12.1,0
9:51:46 AM,6/10/2026,260610-095140-182.bin,182,0,0.176,0.204,0.144,27.856,0.64,3.36,737.9,0.61,1.16,179.7,170.5,111,0.08,169.4,131.3,10.3,134.9,,,189.1,190.1,8.5,-105.8,12.1,0
9:51:45 AM,6/10/2026,260610-095140-182.bin,182,0,0.112,0.146,0.103,27.855,0.61,3.46,737.9,0.55,1.11,179.8,170.5,111,0.08,169.5,131.4,10.3,134.9,,,188.8,189.9,8.5,-105.9,12.1,0
9:51:44 AM,6/10/2026,260610-095140-182.bin,182,0,0.059,0.079,0.055,27.855,0.49,3.13,737.9,0.51,1.11,179.9,170.6,111,0.08,169.6,131.4,10.31,135,,,188.9,190,8.5,-105.8,12.1,0
9:51:43 AM,6/10/2026,260610-095140-182.bin,182,0,0.055,0.042,0.029,27.854,0.51,3.16,737.9,0.54,1.07,179.8,170.5,111,0.08,169.5,131.4,10.31,135,,,188.7,190.2,8.5,-105.5,12.1,0
9:51:42 AM,6/10/2026,260610-095140-182.bin,182,0,0,-0.021,-0.015,27.854,0.51,3.27,737.9,0.6,1.03,179.8,170.5,111,0.08,169.5,131.4,10.31,135,,,189,190.4,8.49,-105.3,12.1,0
9:51:41 AM,6/10/2026,260610-095140-182.bin,182,0,-0.023,-0.025,-0.018,27.855,0.53,3.23,737.9,0.59,1,179.9,170.6,111,0.08,169.6,131.3,10.31,134.9,,,188.8,190.5,8.49,-105.2,12.1,0
9:51:40 AM,6/10/2026,260610-095140-182.bin,182,0,-0.026,-0.027,-0.019,27.853,0.59,3.4,737.9,0.56,0.99,179.9,170.6,111,0.08,169.6,131.4,10.31,135,,,188.5,190.3,8.5,-105.4,12.1,0
