MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,phycoerythrinTAL_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
111-DA-05-00,2025-06-09,2025-06-09T12:26:16Z,0.057,0.07,25.044,9.51,115.2,0.41,1.25,3.13,NA,8.51,235.5,119.8,0.06,78,0.005511703864997278,38.10812,-91.45461,269,978.4
111-DA-05-00,2025-06-09,2025-06-09T12:26:17Z,0.175,0.195,25.037,9.62,116.5,0.39,1.24,3.27,NA,8.51,235.7,119.8,0.06,78,0.016875340228633642,38.10812,-91.45461,269.1,978.4
111-DA-05-00,2025-06-09,2025-06-09T12:26:18Z,0.227,0.288,25.027,9.73,117.8,0.41,1.34,3.24,NA,8.51,235.6,119.9,0.06,78,0.021842678279804028,38.10812,-91.4546,269,978.4
111-DA-05-00,2025-06-09,2025-06-09T12:26:19Z,0.375,0.387,25,9.81,118.7,0.46,1.43,3.57,NA,8.51,235.5,119.9,0.06,78,0.0362003266194883,38.10812,-91.45459,269,978.2666666666668
111-DA-05-00,2025-06-09,2025-06-09T12:26:20Z,0.452,0.535,24.979,9.87,119.5,0.57,1.44,4.07,NA,8.51,235.1,119.8,0.06,78,0.043617310832879695,38.10812,-91.454580000000007,269.2,978.4
111-DA-05-00,2025-06-09,2025-06-09T12:26:21Z,0.762,0.829,24.941,9.92,120,0.67,1.55,4.6,NA,8.52,234.6,119.7,0.06,78,0.07348938486663038,38.10812,-91.454580000000007,269.3,978.5333333333333
111-DA-05-00,2025-06-09,2025-06-09T12:26:22Z,0.901,1.01,24.884,9.97,120.5,0.68,1.68,5.04,NA,8.53,234.5,119.7,0.06,78,0.08696243875884595,38.10812,-91.45457,269.3,978.4
111-DA-05-00,2025-06-09,2025-06-09T12:26:23Z,1.097,1.114,24.827,10.03,121,0.72,1.78,5.31,NA,8.53,234.4,119.7,0.06,78,0.10587915078933044,38.10813,-91.45457,269.3,978.4
111-DA-05-00,2025-06-09,2025-06-09T12:26:24Z,1.2,1.294,24.784,10.08,121.6,0.78,1.87,5.42,NA,8.54,234.2,119.7,0.06,78,0.11574578116494284,38.10813,-91.45457,269.2,978.4
111-DA-05-00,2025-06-09,2025-06-09T12:26:25Z,1.422,1.507,24.744,10.12,121.9,0.72,2.02,5.55,NA,8.54,233.9,119.7,0.06,78,0.13724823081110507,38.10813,-91.45456,269.2,978.4
111-DA-05-00,2025-06-09,2025-06-09T12:26:26Z,1.646,1.713,24.738,10.15,122.3,0.63,2.13,5.74,NA,8.54,233.8,119.7,0.06,78,0.158886771910724,38.10813,-91.45455,269.1,978.4
111-DA-05-00,2025-06-09,2025-06-09T12:26:27Z,1.813,1.899,24.719,10.17,122.4,0.6,2.16,5.68,NA,8.54,233.7,119.7,0.06,78,0.17494556341861733,38.10813,-91.45455,269.1,978.4
111-DA-05-00,2025-06-09,2025-06-09T12:26:28Z,1.958,1.953,24.683,10.18,122.5,0.59,2.19,5.69,NA,8.54,233.8,119.6,0.06,78,0.18896298312465978,38.10813,-91.45454,269,978.4
111-DA-05-00,2025-06-09,2025-06-09T12:26:29Z,2.046,2.138,24.614,10.17,122.3,0.59,2.18,5.73,NA,8.53,234,119.6,0.06,78,0.19740065323897657,38.10814,-91.45454,268.8,978.4
111-DA-05-00,2025-06-09,2025-06-09T12:26:30Z,2.239,2.293,24.481,10.12,121.5,0.6,2.14,5.99,NA,8.51,234.4,119.7,0.06,78,0.21611322808927602,38.10814,-91.45454,268.7,978.4
111-DA-05-00,2025-06-09,2025-06-09T12:26:31Z,2.383,2.416,24.301,10.06,120.5,0.59,2.13,6.14,NA,8.49,234.9,119.6,0.06,78,0.22999455634186172,38.10814,-91.45453,268.7,978.4
111-DA-05-00,2025-06-09,2025-06-09T12:26:32Z,2.461,2.482,24.075,10.02,119.4,0.59,2.16,5.7,NA,8.45,235.7,119.8,0.06,78,0.23754763200870987,38.10814,-91.45452,268.7,978.4
111-DA-05-00,2025-06-09,2025-06-09T12:26:33Z,2.583,2.631,23.944,9.97,118.4,0.57,2.15,5.21,NA,8.43,236.1,119.8,0.06,78,0.2493195427327164,38.10814,-91.45452,268.8,978.4
111-DA-05-00,2025-06-09,2025-06-09T12:26:41Z,2.67,2.664,23.766,9.52,112.6,2.34,3.77,20.12,NA,8.2,242.9,120,0.06,78,0.2577572128470332,38.10814,-91.45448,269,978.4
111-DA-05-00,2025-06-09,2025-06-09T12:26:34Z,2.701,2.743,23.879,9.91,117.5,0.53,2,5.26,NA,8.4,236.9,119.8,0.06,78,0.26068317909635275,38.10814,-91.45451,268.8,978.4
111-DA-05-00,2025-06-09,2025-06-09T12:26:38Z,2.723,2.726,23.804,9.68,114.6,1.04,2.22,9.25,NA,8.28,240.4,120,0.06,78,0.26286064235166035,38.10814,-91.45449,268.8,978.4
111-DA-05-00,2025-06-09,2025-06-09T12:26:36Z,2.741,2.75,23.843,9.79,116,0.68,2.02,5.58,NA,8.34,238.6,119.6,0.06,78,0.26456178551986936,38.10814,-91.45451,268.7,978.4
