MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,phycoerythrinTAL_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
111-DA-11-00,2025-06-09,2025-06-09T12:40:23Z,0.052,0.085,24.905,8.4,101.4,1.72,1.46,2.85,NA,7.87,33.2,113,0.05,73,0.0049673380511703865,38.10606,-91.45619,273.2,978.2666666666668
111-DA-11-00,2025-06-09,2025-06-09T12:40:24Z,0.121,0.13,24.928,8.64,104.4,0.48,1.19,2.88,NA,7.91,35,118.9,0.05,77,0.01163581927054981,38.10606,-91.45619,273,978.2666666666668
111-DA-11-00,2025-06-09,2025-06-09T12:40:25Z,0.152,0.225,24.934,8.82,106.6,0.39,1.36,2.97,NA,7.97,36.6,119.4,0.06,78,0.014697876973326075,38.10606,-91.45619,272.8,978.2666666666668
111-DA-11-00,2025-06-09,2025-06-09T12:40:26Z,0.35,0.451,24.922,8.89,107.4,0.42,1.36,2.91,NA,7.99,37,119.6,0.06,78,0.033750680457267285,38.10606,-91.4562,272.7,978.1333333333333
111-DA-11-00,2025-06-09,2025-06-09T12:40:27Z,0.61,0.689,24.907,9.04,109.2,0.47,1.34,3.34,NA,8.03,37.8,119.6,0.06,78,0.05885955362003266,38.10606,-91.4562,272.7,978.2666666666668
111-DA-11-00,2025-06-09,2025-06-09T12:40:28Z,0.815,0.85,24.894,9.17,110.8,0.5,1.43,3.85,NA,8.07,39.2,119.7,0.06,78,0.07866086009798584,38.10606,-91.45621,272.8,978.2666666666668
111-DA-11-00,2025-06-09,2025-06-09T12:40:29Z,0.932,0.991,24.83,9.28,112,0.57,1.61,4.36,NA,8.1,41,119.7,0.06,78,0.08988840500816549,38.10607,-91.45621,272.8,978.1333333333333
111-DA-11-00,2025-06-09,2025-06-09T12:40:30Z,1.112,1.211,24.675,9.34,112.6,0.6,1.8,5.14,NA,8.13,42.7,119.7,0.06,78,0.10730811105062601,38.10606,-91.45621,272.9,978.4
111-DA-11-00,2025-06-09,2025-06-09T12:40:31Z,1.338,1.396,24.542,9.39,112.9,0.61,1.99,5.56,NA,8.13,44.8,119.6,0.06,78,0.1290827436037017,38.10606,-91.45621,272.9,978.1333333333333
111-DA-11-00,2025-06-09,2025-06-09T12:40:32Z,1.511,1.585,24.408,9.44,113.1,0.59,1.99,5.26,NA,8.14,46.7,119.6,0.06,78,0.14575394665215025,38.10606,-91.45622,273,978.1333333333333
111-DA-11-00,2025-06-09,2025-06-09T12:40:33Z,1.696,1.775,24.317,9.46,113.2,0.55,1.84,5.02,NA,8.13,48.9,119.5,0.06,78,0.16364997278170929,38.10606,-91.45622,272.9,978.2666666666668
