MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,phycoerythrinTAL_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
111-C5-0095,2026-08-04,2026-08-04T12:26:09Z,0.0020000000000000005,0.0020000000000000005,28.028,8.173333333333334,104.53333333333333,0.9833333333333334,0.84,3.6766666666666667,NA,7.87,89.5,127.13333333333333,0.06,83,2.0413718018508434e-4,38.09303,-91.45686,268.5,983.8666666666667
111-C5-0095,2026-08-04,2026-08-04T12:26:12Z,0.06866666666666667,0.06866666666666667,27.917666666666666,8.23,105.03333333333333,1.2166666666666666,1.0533333333333335,3.9466666666666668,NA,7.876666666666667,90.46666666666667,127.16666666666667,0.06,83,0.006623117401560515,38.09303,-91.45686,268.5,983.8666666666667
111-C5-0095,2026-08-04,2026-08-04T12:26:15Z,0.13233333333333333,0.13233333333333333,27.693333333333335,8.296666666666667,105.56666666666666,1.2233333333333334,0.92,4.5633333333333335,NA,7.913333333333333,90.76666666666667,127.23333333333333,0.06,83,0.012792596624931953,38.09303,-91.45686,268.1333333333333,983.8666666666667
111-C5-0095,2026-08-04,2026-08-04T12:26:21Z,0.17733333333333334,0.17733333333333334,27.597333333333335,8.540000000000001,108.33333333333333,1.1966666666666668,0.8233333333333334,4.68,NA,8,91.46666666666667,126.53333333333333,0.06,82,0.017056795499909273,38.09303,-91.45685666666667,268.3666666666667,983.8666666666667
111-C5-0095,2026-08-04,2026-08-04T12:26:24Z,0.208,0.208,27.65,8.62,109.5,1.4366666666666668,1.2166666666666668,4.656666666666666,NA,8.01,92.13333333333333,126.63333333333333,0.06,82,0.020028125567047722,38.093023333333335,-91.45684333333334,268.46666666666664,983.8222222222222
111-C5-0095,2026-08-04,2026-08-04T12:26:27Z,0.25466666666666665,0.25466666666666665,27.482,8.73,110.63333333333333,1.5533333333333335,1.23,5.553333333333333,NA,8.03,92.9,126.8,0.06,82,0.024541825440029034,38.09302,-91.45683666666666,268.43333333333334,983.8666666666667
111-C5-0095,2026-08-04,2026-08-04T12:26:30Z,0.2796666666666667,0.2796666666666667,27.346666666666668,8.803333333333333,111.26666666666667,1.47,0.8666666666666667,5.53,NA,8.046666666666667,93.1,126.56666666666666,0.06,82,0.0270141535111595,38.09302,-91.45683,268.76666666666665,983.8666666666667
111-C5-0095,2026-08-04,2026-08-04T12:26:33Z,0.326,0.326,27.268666666666668,8.86,111.76666666666667,1.4233333333333333,0.8366666666666667,5.79,NA,8.06,93.46666666666667,126.56666666666666,0.06,82,0.03145980765741245,38.09302,-91.45683,268.8,983.8666666666667
111-C5-0095,2026-08-04,2026-08-04T12:26:36Z,0.37933333333333336,0.37933333333333336,27.215666666666667,8.88,111.9,1.6133333333333333,1.21,5.866666666666666,NA,8.066666666666666,93.93333333333334,126.53333333333333,0.06,82,0.03658591907094901,38.09302,-91.45683,268.76666666666665,983.8222222222222
111-C5-0095,2026-08-04,2026-08-04T12:26:39Z,0.422,0.422,27.186333333333334,8.866666666666665,111.7,1.6633333333333333,1.3533333333333333,5.92,NA,8.07,94.6,126.53333333333333,0.06,82,0.04071402649246961,38.09302,-91.45683,269,983.8666666666667
111-C5-0095,2026-08-04,2026-08-04T12:26:42Z,0.46599999999999997,0.46599999999999997,27.158,8.843333333333334,111.33333333333333,1.4433333333333334,0.8533333333333333,5.46,NA,8.07,95.23333333333333,126.46666666666667,0.06,82,0.04495554345853747,38.09301333333333,-91.45682,268.76666666666665,983.8666666666667
111-C5-0095,2026-08-04,2026-08-04T12:26:45Z,0.506,0.506,27.122666666666667,8.82,110.96666666666667,1.5733333333333335,1.3533333333333333,5.3933333333333335,NA,8.066666666666666,95.93333333333334,126.56666666666666,0.06,82,0.048834149882054076,38.09301,-91.45682,268.56666666666666,983.7777777777777
111-C5-0095,2026-08-04,2026-08-04T12:26:48Z,0.5323333333333333,0.5323333333333333,27.135,8.783333333333333,110.53333333333333,1.3733333333333333,0.8933333333333333,5.326666666666667,NA,8.06,96.6,126.46666666666667,0.06,82,0.0513745236799129,38.09300666666667,-91.45682,268.23333333333335,983.8666666666667
111-C5-0095,2026-08-04,2026-08-04T12:26:51Z,0.5753333333333334,0.5753333333333334,27.104666666666667,8.763333333333334,110.2,1.5133333333333334,1.2033333333333334,5.573333333333333,NA,8.05,97.33333333333333,126.46666666666667,0.06,82,0.0555026311014335,38.093,-91.45682,267.6666666666667,983.8666666666667
111-C5-0095,2026-08-04,2026-08-04T12:26:54Z,0.6293333333333333,0.6293333333333333,27.078333333333333,8.74,109.9,1.3466666666666667,1.0933333333333333,5.553333333333333,NA,8.033333333333333,98.2,126.4,0.06,82,0.06071947015060788,38.093,-91.45682,267.26666666666665,983.8666666666667
111-C5-0095,2026-08-04,2026-08-04T12:26:57Z,0.6696666666666667,0.6696666666666667,27.064,8.71,109.46666666666667,1.3,1.11,5.233333333333333,NA,8.02,98.8,126.46666666666667,0.06,82,0.06457539466521503,38.093,-91.45682666666666,267.23333333333335,983.8666666666667
111-C5-0095,2026-08-04,2026-08-04T12:27:00Z,0.7013333333333333,0.7013333333333333,27.046,8.673333333333334,108.96666666666667,1.2733333333333332,1.1833333333333333,5.3533333333333335,NA,8.006666666666666,99.53333333333333,126.36666666666667,0.06,82,0.06763745236799129,38.093,-91.45683,267,983.8666666666667
