MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,phycoerythrinTAL_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
111-C2-0042,2026-01-22,2026-01-22T11:16:41Z,0.273,0.273,3.441,12.76,95.9,0.51,0.12,0.88,NA,7.84,162.6,156.4,0.07,102,0.026401741970604246,38.10186,-91.4545,270.6,993.6
111-C2-0042,2026-01-22,2026-01-22T11:16:46Z,0.349,0.349,3.417,12.77,96,0.42,0.11,0.69,NA,7.83,162.7,156.7,0.07,102,0.033818726183995645,38.10187,-91.4545,270.5,993.7333333333332
111-C2-0042,2026-01-22,2026-01-22T11:16:47Z,0.504,0.504,3.391,12.77,95.9,0.43,0.12,0.7,NA,7.84,162.8,156.7,0.07,102,0.048788786064235166,38.10187,-91.4545,270.5,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:16:48Z,0.56,0.56,3.385,12.77,95.9,0.44,0.13,0.57,NA,7.83,162.8,156.7,0.07,102,0.05423244420250409,38.10187,-91.4545,270.6,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:16:49Z,0.631,0.631,3.359,12.76,95.8,0.44,0.05,0.41,NA,7.83,162.9,156.8,0.07,102,0.06103701687534023,38.10187,-91.4545,270.6,993.7333333333332
111-C2-0042,2026-01-22,2026-01-22T11:16:50Z,0.765,0.765,3.328,12.78,95.8,0.47,0.14,0.64,NA,7.83,162.9,157,0.07,102,0.07410179640718563,38.10187,-91.4545,270.8,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:16:51Z,0.88,0.88,3.316,12.78,95.8,0.51,0.09,0.91,NA,7.83,162.9,156.9,0.07,102,0.08512520413718018,38.10187,-91.4545,270.9,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:16:52Z,0.917,0.917,3.316,12.78,95.8,0.62,0.08,0.86,NA,7.83,162.9,156.6,0.07,102,0.08873162765378334,38.10187,-91.4545,271,993.7333333333332
111-C2-0042,2026-01-22,2026-01-22T11:16:53Z,0.973,0.973,3.315,12.78,95.8,0.7,0.13,0.87,NA,7.83,163,156.6,0.07,102,0.09417528579205225,38.10187,-91.4545,271,993.6
111-C2-0042,2026-01-22,2026-01-22T11:16:54Z,1.053,1.053,3.311,12.78,95.8,0.76,0.27,1.13,NA,7.83,163,156.6,0.07,102,0.10186445291235711,38.10187,-91.4545,270.8,993.6
111-C2-0042,2026-01-22,2026-01-22T11:16:55Z,1.108,1.108,3.311,12.78,95.7,0.87,0.27,1.44,NA,7.83,163,156.7,0.07,102,0.10724006532389767,38.10187,-91.4545,270.8,993.7333333333332
111-C2-0042,2026-01-22,2026-01-22T11:16:56Z,1.16,1.16,3.309,12.77,95.7,0.96,0.19,1.64,NA,7.83,163.1,156.7,0.07,102,0.11220740337506804,38.10187,-91.4545,270.9,993.7333333333332
111-C2-0042,2026-01-22,2026-01-22T11:16:57Z,1.292,1.292,3.301,12.76,95.6,1.03,0.24,1.78,NA,7.83,163.1,156.7,0.07,102,0.12506804572672836,38.10187,-91.4545,271.1,993.7333333333332
111-C2-0042,2026-01-22,2026-01-22T11:16:58Z,1.333,1.333,3.296,12.76,95.6,1.19,0.19,1.85,NA,7.83,163.1,156.6,0.07,102,0.12894665215024498,38.10187,-91.45451,271.2,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:16:59Z,1.411,1.411,3.295,12.76,95.5,1.31,0.17,2.09,NA,7.83,163.1,156.7,0.07,102,0.13656777354382146,38.10187,-91.45451,271.2,993.7333333333332
111-C2-0042,2026-01-22,2026-01-22T11:17:00Z,1.459,1.459,3.288,12.76,95.6,1.41,0.18,2.26,NA,7.83,163.2,156.8,0.07,102,0.14119488296135005,38.10187,-91.45451,271.3,993.7333333333332
111-C2-0042,2026-01-22,2026-01-22T11:17:02Z,1.505,1.505,3.294,12.76,95.6,1.6,0.19,2.28,NA,7.83,163.2,156.5,0.07,102,0.14568590092542189,38.10188,-91.45451,271.5,993.7333333333332
111-C2-0042,2026-01-22,2026-01-22T11:17:03Z,1.586,1.586,3.303,12.76,95.6,1.62,0.2,2.33,NA,7.83,163.2,156.5,0.07,102,0.1534431137724551,38.10188,-91.45452,271.6,993.7333333333332
111-C2-0042,2026-01-22,2026-01-22T11:17:06Z,1.657,1.657,3.3,12.75,95.5,1.86,0.25,2.78,NA,7.82,163.3,156.8,0.07,102,0.16038377789874797,38.10188,-91.45453,271.8,993.7333333333332
111-C2-0042,2026-01-22,2026-01-22T11:17:07Z,1.739,1.739,3.297,12.75,95.5,1.92,0.35,2.84,NA,7.82,163.3,156.7,0.07,102,0.16834512792596626,38.10188,-91.45453,271.8,993.6
111-C2-0042,2026-01-22,2026-01-22T11:17:08Z,1.814,1.814,3.304,12.74,95.5,1.87,0.32,3.04,NA,7.82,163.3,156.7,0.07,102,0.1756260206859009,38.10189,-91.45453,271.8,993.7333333333332
111-C2-0042,2026-01-22,2026-01-22T11:17:09Z,1.922,1.922,3.309,12.74,95.5,1.9,0.4,3.12,NA,7.82,163.3,156.7,0.07,102,0.18596897114861188,38.10189,-91.45454,271.9,993.7333333333332
111-C2-0042,2026-01-22,2026-01-22T11:17:10Z,2.008,2.008,3.293,12.74,95.4,2,0.4,3.17,NA,7.82,163.4,156.8,0.07,102,0.1944066412629287,38.10189,-91.45454,272,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:17:11Z,2.105,2.105,3.285,12.74,95.4,2.07,0.34,3.14,NA,7.82,163.5,156.7,0.07,102,0.20372890582471423,38.10189,-91.45454,272,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:17:12Z,2.205,2.205,3.28,12.74,95.4,2.1,0.34,3.28,NA,7.82,163.5,156.8,0.07,102,0.2134594447468699,38.10189,-91.45454,272.1,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:17:13Z,2.292,2.292,3.268,12.74,95.4,2.06,0.38,3.29,NA,7.82,163.6,156.9,0.07,102,0.22182906913445835,38.10189,-91.45454,272.1,993.7333333333332
111-C2-0042,2026-01-22,2026-01-22T11:17:14Z,2.342,2.342,3.265,12.74,95.4,2.07,0.37,3.24,NA,7.82,163.6,156.7,0.07,102,0.22672836145890038,38.10189,-91.45454,272.2,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:17:15Z,2.429,2.429,3.262,12.74,95.3,2.1,0.32,3.25,NA,7.82,163.6,156.8,0.07,102,0.23509798584648886,38.10189,-91.45454,272.3,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:17:16Z,2.504,2.504,3.256,12.74,95.3,2.16,0.33,3.52,NA,7.82,163.6,156.9,0.07,102,0.24231083287969515,38.10189,-91.45454,272.3,993.7333333333332
111-C2-0042,2026-01-22,2026-01-22T11:17:17Z,2.606,2.606,3.256,12.73,95.3,2.2,0.3,3.59,NA,7.82,163.6,156.7,0.07,102,0.25217746325530754,38.1019,-91.45454,272.3,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:17:18Z,2.702,2.702,3.261,12.73,95.3,2.1,0.24,3.58,NA,7.82,163.6,156.6,0.07,102,0.2614997278170931,38.1019,-91.45455,272.2,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:17:19Z,2.789,2.789,3.267,12.72,95.2,2.06,0.31,3.62,NA,7.82,163.6,156.6,0.07,102,0.2699373979314099,38.1019,-91.45455,272.1,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:17:20Z,2.853,2.853,3.268,12.73,95.3,2.16,0.32,3.6,NA,7.82,163.6,156.7,0.07,102,0.2761295590636908,38.1019,-91.45455,271.9,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:17:21Z,2.969,2.969,3.268,12.73,95.3,2.18,0.28,3.41,NA,7.82,163.6,156.7,0.07,102,0.28735710397387043,38.1019,-91.45455,271.9,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:17:22Z,3.025,3.025,3.269,12.73,95.3,2.16,0.34,3.36,NA,7.82,163.7,156.7,0.07,102,0.292732716385411,38.1019,-91.45455,271.9,994
111-C2-0042,2026-01-22,2026-01-22T11:17:23Z,3.096,3.096,3.268,12.72,95.2,2.21,0.37,3.55,NA,7.82,163.7,156.7,0.07,102,0.2996733805117039,38.1019,-91.45456,271.8,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:17:24Z,3.166,3.166,3.262,12.72,95.2,2.25,0.4,3.8,NA,7.82,163.8,156.7,0.07,102,0.30640990745781166,38.1019,-91.45456,271.9,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:17:25Z,3.276,3.276,3.256,12.72,95.2,2.26,0.38,3.69,NA,7.82,163.8,156.6,0.07,102,0.31702504082743604,38.1019,-91.45456,271.8,994
111-C2-0042,2026-01-22,2026-01-22T11:17:26Z,3.338,3.338,3.249,12.72,95.2,2.22,0.37,3.66,NA,7.82,163.8,156.9,0.07,102,0.32301306477953184,38.1019,-91.45456,271.9,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:17:27Z,3.41,3.41,3.245,12.72,95.2,2.19,0.42,3.77,NA,7.82,163.8,157,0.07,102,0.3300898203592814,38.1019,-91.45456,271.8,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:17:28Z,3.511,3.511,3.244,12.72,95.2,2.2,0.43,3.78,NA,7.82,163.9,156.8,0.07,102,0.3398203592814371,38.10191,-91.45456,271.8,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:17:29Z,3.598,3.598,3.244,12.72,95.2,2.24,0.39,3.71,NA,7.82,163.9,156.7,0.07,102,0.3481899836690256,38.10191,-91.45456,271.8,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:17:30Z,3.637,3.637,3.245,12.72,95.2,2.33,0.48,3.41,NA,7.82,163.9,156.8,0.07,102,0.35200054436581385,38.10191,-91.45456,271.8,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:17:31Z,3.7,3.7,3.248,12.72,95.2,2.39,0.44,3.58,NA,7.82,164,156.7,0.07,102,0.35805661404463796,38.10191,-91.45456,271.8,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:17:32Z,3.808,3.808,3.258,12.72,95.2,2.31,0.4,3.76,NA,7.81,164,156.7,0.07,102,0.3685356559608057,38.10191,-91.45456,271.8,993.8666666666667
111-C2-0042,2026-01-22,2026-01-22T11:17:33Z,3.877,3.877,3.263,12.71,95.1,2.29,0.41,3.61,NA,7.81,164.1,156.6,0.07,102,0.3752041371801851,38.10191,-91.45456,271.8,993.8666666666667
