MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,phycoerythrinTAL_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
438,2026-02-02,2026-02-02T11:17:45Z,0.07,0.07,1.816,12.63,91.1,0.33,-0.08,0.05,NA,7.8,170.7,247.1,0.12,161,0.006804572672836146,38.90139,-92.34224,220.6,994.5333333333333
438,2026-02-02,2026-02-02T11:17:47Z,0.106,0.106,2.486,12.62,91.9,0.38,-0.08,0.23,NA,7.79,170.4,244.3,0.12,159,0.01027490473598258,38.90139,-92.34225,220.4,994.5333333333333
438,2026-02-02,2026-02-02T11:17:48Z,0.17,0.17,2.639,12.43,91.4,0.41,-0.08,0.37,NA,7.78,170.4,244.1,0.12,159,0.016467065868263474,38.90139,-92.34224,220.3,994.5333333333333
438,2026-02-02,2026-02-02T11:17:49Z,0.208,0.208,2.836,12.45,91.9,0.58,-0.09,0.74,NA,7.77,170.3,243.3,0.12,158,0.020141535111594992,38.90139,-92.34224,220.3,994.5333333333333
438,2026-02-02,2026-02-02T11:17:50Z,0.239,0.239,3.137,12.45,92.5,0.7,-0.09,0.87,NA,7.77,170.3,242.4,0.11,158,0.0231355470876429,38.90139,-92.34224,220,994.5333333333333
438,2026-02-02,2026-02-02T11:17:51Z,0.276,0.276,3.566,12.39,93,0.73,-0.06,0.76,NA,7.76,170.3,239.5,0.11,156,0.026741970604246056,38.90139,-92.34224,220.3,994.5333333333333
438,2026-02-02,2026-02-02T11:17:52Z,0.411,0.411,3.857,12.28,93.2,0.84,-0.02,1.12,NA,7.75,170.3,240.3,0.11,156,0.03973870440936309,38.90139,-92.34224,220.2,994.4
438,2026-02-02,2026-02-02T11:17:53Z,0.544,0.544,3.945,12.21,93,1.04,-0.01,1.45,NA,7.75,170.3,242.3,0.11,157,0.05266739248775177,38.90139,-92.34224,220.2,994.4
438,2026-02-02,2026-02-02T11:17:54Z,0.663,0.663,4.038,12.15,92.8,1.17,0.02,1.85,NA,7.74,170.3,242.7,0.12,158,0.06423516603157321,38.90139,-92.34224,220.1,994.4
438,2026-02-02,2026-02-02T11:17:55Z,0.751,0.751,4.05,12.13,92.7,1.22,0,2.14,NA,7.74,170.4,242.9,0.12,158,0.07267283614589004,38.90139,-92.34224,220.2,994.4
438,2026-02-02,2026-02-02T11:17:56Z,0.868,0.868,4.063,12.11,92.6,1.3,-0.04,2.23,NA,7.73,170.5,243.1,0.12,158,0.08403647250952641,38.90139,-92.34224,220.2,994.5333333333333
