MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,phycoerythrinTAL_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
088,2026-07-14,2026-07-14T09:57:05Z,0.819,0.819,29.685,6.01,79,4.88,2.99,7.31,NA,8.19,-115.9,174.9,0.08,114,0.07886499727817094,39.66324,-92.99502,228.6,995.0666666666666
088,2026-07-14,2026-07-14T09:57:09Z,0.856,0.856,29.87,7.6,100.4,5.35,3.45,7.52,NA,8.32,-97.9,174,0.08,113,0.08247142079477408,39.66324,-92.99502,228.7,994.9333333333334
088,2026-07-14,2026-07-14T09:57:02Z,0.955,0.955,29.412,4.57,59.8,4.95,3.72,7.62,NA,7.83,-126.8,175.9,0.08,114,0.0919978225367447,39.66324,-92.99502,228.7,994.8000000000001
088,2026-07-14,2026-07-14T09:57:01Z,1.113,1.113,29.428,4.05,53.1,4.65,3.52,7.43,NA,7.68,-129,176,0.08,114,0.10730811105062601,39.66324,-92.99502,228.6,994.9333333333334
088,2026-07-14,2026-07-14T09:57:00Z,1.148,1.148,29.446,3.48,45.6,4.46,2.91,6.71,NA,7.64,-132.4,176.1,0.08,114,0.11064235166031573,39.66323,-92.99501,228.6,994.9333333333334
088,2026-07-14,2026-07-14T09:56:59Z,1.18,1.18,29.444,2.64,34.6,4.25,2.69,6.08,NA,7.54,-135.9,176.5,0.08,115,0.11377245508982035,39.66323,-92.99501,228.6,994.9333333333334
088,2026-07-14,2026-07-14T09:56:57Z,1.651,1.651,28.968,1.18,15.4,3.14,2.09,0.88,NA,6.73,-124.1,178.4,0.08,116,0.15915895481763745,39.66323,-92.99501,228.6,994.9333333333334
088,2026-07-14,2026-07-14T09:56:56Z,1.767,1.767,28.852,0.7,9.1,2.68,1.72,-0.48,NA,6.68,-128.6,178.6,0.08,116,0.1703864997278171,39.66323,-92.99501,228.7,994.9333333333334
088,2026-07-14,2026-07-14T09:56:55Z,1.82,1.82,28.602,0.14,1.7,2.35,1.23,-1.6,NA,6.64,-131.6,178.9,0.08,116,0.17542188350571583,39.66323,-92.99501,228.6,994.9333333333334
088,2026-07-14,2026-07-14T09:56:54Z,2.343,2.343,28.339,0.08,1,2.04,0.76,-2.61,NA,6.62,-133.4,179.6,0.08,117,0.22591181273816005,39.66323,-92.99501,228.6,994.9333333333334
088,2026-07-14,2026-07-14T09:56:53Z,2.608,2.608,27.971,0.07,0.9,1.85,0.7,-3.67,NA,6.59,-134.5,181.3,0.08,118,0.251497005988024,39.66323,-92.99501,228.7,995.0666666666666
088,2026-07-14,2026-07-14T09:56:52Z,3.032,3.032,27.42,0.07,0.8,1.6,0.76,-4.39,NA,6.57,-134.9,183.4,0.09,119,0.29246053347849754,39.66323,-92.99501,228.6,994.9333333333334
088,2026-07-14,2026-07-14T09:56:51Z,3.197,3.197,27.167,0.06,0.8,1.23,0.57,-5.53,NA,6.55,-134.9,183.7,0.09,119,0.3083832335329341,39.66323,-92.99501,228.4,995.1999999999999
088,2026-07-14,2026-07-14T09:56:50Z,3.634,3.634,26.454,0.06,0.7,0.94,0.23,-6.06,NA,6.55,-134.7,184.8,0.09,120,0.3506396298312466,39.66323,-92.99501,228.4,994.9333333333334
088,2026-07-14,2026-07-14T09:56:49Z,3.755,3.755,25.563,0.06,0.7,0.93,0.02,-6.23,NA,6.57,-135.1,185.1,0.09,120,0.3622754491017964,39.66323,-92.99501,228.3,995.0666666666666
088,2026-07-14,2026-07-14T09:56:48Z,4.17,4.17,24.237,0.05,0.6,0.94,0.06,-6.42,NA,6.58,-135.3,188.5,0.09,123,0.40269461077844315,39.66323,-92.995,228.2,995.0666666666666
088,2026-07-14,2026-07-14T09:56:47Z,4.389,4.389,21.913,0.04,0.5,0.87,0.15,-6.45,NA,6.59,-135.4,199.5,0.09,130,0.42385683179096356,39.66323,-92.995,228.2,995.0666666666666
088,2026-07-14,2026-07-14T09:56:46Z,4.795,4.795,21.381,0.04,0.4,0.81,0.21,-6.42,NA,6.58,-135.3,204.8,0.1,133,0.4631192161132281,39.66323,-92.995,228.3,994.9333333333334
088,2026-07-14,2026-07-14T09:56:45Z,4.92,4.92,20.737,0.04,0.4,0.77,0.25,-6.41,NA,6.57,-134.8,214.9,0.1,140,0.47529940119760483,39.66323,-92.995,228.3,994.9333333333334
088,2026-07-14,2026-07-14T09:56:44Z,5.374,5.374,20.156,0.03,0.4,0.68,0.17,-6.67,NA,6.56,-134.7,223.3,0.11,145,0.519188894937398,39.66323,-92.995,228.4,994.9333333333334
088,2026-07-14,2026-07-14T09:56:43Z,5.506,5.506,19.521,0.03,0.3,0.63,0.1,-6.84,NA,6.55,-134.4,232,0.11,151,0.5319814915623299,39.66323,-92.995,228.3,994.9333333333334
088,2026-07-14,2026-07-14T09:56:42Z,5.827,5.827,18.885,0.03,0.3,0.64,0.08,-6.92,NA,6.54,-134,242.1,0.12,157,0.5631464344039194,39.66323,-92.995,228.5,995.0666666666666
