MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,phycoerythrinTAL_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
270,2026-07-13,2026-07-13T16:28:38Z,0.044,0.044,30.261,9.08,120.7,2.23,NA,2.73,NA,8.95,131.8,251.6,0.12,164,0.004286880783886772,39.37737,-91.40868,201.9,996.1333333333333
270,2026-07-13,2026-07-13T16:28:56Z,0.16,0.16,30.258,9.12,121.2,2.35,NA,2.83,NA,8.95,130.7,251.4,0.12,163,0.015446379967338051,39.37737,-91.40866,202,996.1333333333333
270,2026-07-13,2026-07-13T16:28:57Z,0.229,0.229,30.21,9.11,121.1,2.64,NA,3.69,NA,8.95,130.6,251.6,0.12,164,0.022114861186717474,39.37737,-91.40866,202,996.1333333333333
270,2026-07-13,2026-07-13T16:28:58Z,0.45,0.45,29.95,9.08,120.4,3.23,NA,4.67,NA,8.97,130.6,251.2,0.12,163,0.04341317365269461,39.37737,-91.40866,201.8,996.1333333333333
270,2026-07-13,2026-07-13T16:28:59Z,0.553,0.553,29.841,9.15,120.8,3.52,NA,4.88,NA,8.98,130.5,251.2,0.12,163,0.053347849755035384,39.37737,-91.40866,202,996.1333333333333
270,2026-07-13,2026-07-13T16:29:00Z,0.582,0.582,29.786,9.28,122.4,3.75,NA,5.13,NA,8.99,130.3,251.2,0.12,163,0.0561377245508982,39.37737,-91.40866,202.1,996.1333333333333
270,2026-07-13,2026-07-13T16:29:01Z,0.613,0.613,29.538,9.34,122.9,4.09,NA,5.53,NA,9,130,251.6,0.12,164,0.05913173652694611,39.37737,-91.40865,202.1,996.1333333333333
270,2026-07-13,2026-07-13T16:29:02Z,0.665,0.665,29.294,9.48,124.1,4.25,NA,5.85,NA,9.01,129.9,251.8,0.12,164,0.06409907457811649,39.37737,-91.40865,202,996.1333333333333
270,2026-07-13,2026-07-13T16:29:04Z,0.742,0.742,29.241,9.55,124.9,4.36,NA,6.18,NA,9,129.9,251.1,0.12,163,0.0715160587915079,39.37737,-91.40865,201.7,996
270,2026-07-13,2026-07-13T16:29:05Z,0.788,0.788,29.154,9.56,124.8,4.35,NA,5.97,NA,8.99,130,250.8,0.12,163,0.07600707675557974,39.37737,-91.40865,201.5,996.1333333333333
270,2026-07-13,2026-07-13T16:29:06Z,0.823,0.823,29.092,9.58,124.9,4.4,NA,6.07,NA,8.99,130,251,0.12,163,0.07934131736526946,39.37737,-91.40865,201.5,996.1333333333333
270,2026-07-13,2026-07-13T16:29:08Z,0.875,0.875,29.123,9.55,124.5,4.46,NA,6.31,NA,8.98,130,250.9,0.12,163,0.08430865541643985,39.37737,-91.40865,201.5,996.1333333333333
270,2026-07-13,2026-07-13T16:29:10Z,0.923,0.923,29.103,9.49,123.7,4.13,NA,5.6,NA,8.97,129.9,250.9,0.12,163,0.08893576483396842,39.37737,-91.40865,201.4,996.1333333333333
270,2026-07-13,2026-07-13T16:29:12Z,0.967,0.967,28.989,9.44,122.7,4.41,NA,5.89,NA,8.96,130,250.9,0.12,163,0.0932226456178552,39.37737,-91.40865,201.2,996.1333333333333
270,2026-07-13,2026-07-13T16:29:13Z,1.01,1.01,28.997,9.41,122.4,4.27,NA,5.73,NA,8.95,130,250.9,0.12,163,0.09737343494828525,39.37737,-91.40865,201.1,996.1333333333333
270,2026-07-13,2026-07-13T16:29:16Z,1.101,1.101,28.824,9.31,120.7,4.11,NA,5.55,NA,8.93,130.2,251.4,0.12,163,0.10615133369624388,39.37737,-91.40865,200.8,996.1333333333333
270,2026-07-13,2026-07-13T16:29:17Z,1.145,1.145,28.775,9.25,119.9,4.25,NA,5.66,NA,8.93,130.2,251.5,0.12,163,0.11037016875340229,39.37737,-91.40865,200.8,996.1333333333333
270,2026-07-13,2026-07-13T16:29:18Z,1.182,1.182,28.735,9.18,119,4.33,NA,5.67,NA,8.92,130.3,251.5,0.12,163,0.11390854654327708,39.37737,-91.40865,200.7,996.1333333333333
270,2026-07-13,2026-07-13T16:29:19Z,1.209,1.209,28.654,9.13,118.1,4.35,NA,5.89,NA,8.92,130.4,251.8,0.12,164,0.11649428415895481,39.37737,-91.40865,200.6,996.1333333333333
270,2026-07-13,2026-07-13T16:29:20Z,1.236,1.236,28.629,9.07,117.2,4.41,NA,5.98,NA,8.92,130.4,251.8,0.12,164,0.11914806750136091,39.37737,-91.40866,200.6,996
270,2026-07-13,2026-07-13T16:29:21Z,1.281,1.281,28.615,9.01,116.5,4.42,NA,6,NA,8.93,130.3,251.6,0.12,164,0.12350299401197605,39.37737,-91.40866,200.6,996.1333333333333
270,2026-07-13,2026-07-13T16:29:22Z,1.31,1.31,28.573,8.98,116,4.44,NA,6.07,NA,8.93,130.3,251.6,0.12,164,0.12629286880783888,39.37737,-91.40866,200.6,996.1333333333333
270,2026-07-13,2026-07-13T16:29:23Z,1.339,1.339,28.568,8.97,115.8,4.52,NA,5.96,NA,8.93,130.3,251.5,0.12,163,0.12915078933043003,39.37737,-91.40866,200.6,996.1333333333333
270,2026-07-13,2026-07-13T16:29:24Z,1.363,1.363,28.567,8.95,115.6,4.49,NA,5.95,NA,8.93,130.3,251.4,0.12,163,0.13146434403919433,39.37737,-91.40866,200.7,996.1333333333333
270,2026-07-13,2026-07-13T16:29:25Z,1.389,1.389,28.535,8.92,115.1,4.42,NA,6.08,NA,8.92,130.4,251.5,0.12,163,0.13391399020141534,39.37737,-91.40866,200.8,996
270,2026-07-13,2026-07-13T16:29:26Z,1.429,1.429,28.485,8.88,114.6,4.54,NA,6.19,NA,8.9,130.7,251.8,0.12,164,0.1377245508982036,39.37737,-91.40866,200.8,996
270,2026-07-13,2026-07-13T16:29:27Z,1.477,1.477,28.463,8.85,114.1,4.66,NA,6.33,NA,8.88,130.9,251.8,0.12,164,0.14235166031573218,39.37737,-91.40866,200.7,996
270,2026-07-13,2026-07-13T16:29:28Z,1.504,1.504,28.41,8.82,113.6,4.68,NA,6.35,NA,8.87,131.3,252,0.12,164,0.14500544365813825,39.37737,-91.40866,200.7,996.1333333333333
270,2026-07-13,2026-07-13T16:29:29Z,1.542,1.542,28.377,8.77,112.9,4.73,NA,6.32,NA,8.86,131.4,252.3,0.12,164,0.14861186717474145,39.37737,-91.40866,200.6,996.1333333333333
270,2026-07-13,2026-07-13T16:29:30Z,1.574,1.574,28.348,8.68,111.7,4.88,NA,6.8,NA,8.84,131.9,252.6,0.12,164,0.15174197060424605,39.37737,-91.40867,200.4,996
270,2026-07-13,2026-07-13T16:29:31Z,1.617,1.617,28.296,8.53,109.6,5.07,NA,7.97,NA,8.82,132,253.2,0.12,165,0.1558927599346761,39.37737,-91.40867,200.4,996.1333333333333
270,2026-07-13,2026-07-13T16:29:33Z,1.67,1.67,27.859,7.82,100,5.41,NA,10.42,NA,8.77,133.3,257,0.12,167,0.16106423516603158,39.37737,-91.40867,200.4,996.1333333333333
270,2026-07-13,2026-07-13T16:29:34Z,1.708,1.708,27.614,7.68,97.7,5.47,NA,10.49,NA,8.6,134.3,259.2,0.12,169,0.16467065868263472,39.37737,-91.40867,200.4,996.1333333333333
270,2026-07-13,2026-07-13T16:29:35Z,1.748,1.748,27.553,7.47,94.7,5.95,NA,17.72,NA,8.55,135,260.7,0.12,169,0.16854926510615134,39.37737,-91.40867,200.4,996.1333333333333
270,2026-07-13,2026-07-13T16:29:37Z,1.797,1.797,27.153,6.84,86.3,5.91,NA,26.39,NA,8.45,137.5,266.7,0.13,173,0.173380511703865,39.37737,-91.40867,200.5,996.1333333333333
270,2026-07-13,2026-07-13T16:29:38Z,1.855,1.855,26.911,6.5,81.7,5.41,NA,27.72,NA,8.42,139.2,270.8,0.13,176,0.17889221556886228,39.37737,-91.40867,200.5,996
270,2026-07-13,2026-07-13T16:29:39Z,1.914,1.914,26.368,6.31,78.8,4.22,NA,29.06,NA,8.26,141.2,275.6,0.13,179,0.18460805661404464,39.37737,-91.40867,200.5,996
270,2026-07-13,2026-07-13T16:29:41Z,1.959,1.959,24.868,6.03,72.9,3.35,NA,31.32,NA,8.09,144.4,287,0.14,187,0.18903102885138814,39.37737,-91.40868,200.4,996.1333333333333
270,2026-07-13,2026-07-13T16:29:42Z,2.034,2.034,24.355,5.33,64.1,2.99,NA,26.55,NA,8.08,145,290.6,0.14,189,0.1963119216113228,39.37737,-91.40868,200.4,996
270,2026-07-13,2026-07-13T16:29:43Z,2.095,2.095,24.104,5.11,60.9,2.54,NA,21.03,NA,8.01,146.6,292.6,0.14,190,0.20223189983669027,39.37737,-91.40868,200.4,996.1333333333333
270,2026-07-13,2026-07-13T16:29:44Z,2.12,2.12,23.798,4.67,55.5,2.24,NA,18.34,NA,7.95,147.2,294,0.14,191,0.20468154599891128,39.37737,-91.40868,200.4,996.1333333333333
270,2026-07-13,2026-07-13T16:29:45Z,2.17,2.17,23.48,4.56,53.9,2.01,NA,16.16,NA,7.9,148,295.3,0.14,192,0.20951279259662495,39.37737,-91.40868,200.4,996.1333333333333
270,2026-07-13,2026-07-13T16:29:46Z,2.218,2.218,23.228,4.03,47.3,1.94,NA,15.64,NA,7.87,148.8,297.1,0.14,193,0.2141399020141535,39.37737,-91.40868,200.5,996.1333333333333
270,2026-07-13,2026-07-13T16:29:47Z,2.261,2.261,22.961,3.78,44.2,1.94,NA,14.82,NA,7.84,149.5,298.1,0.14,194,0.21829069134458357,39.37737,-91.40868,200.6,996
270,2026-07-13,2026-07-13T16:29:48Z,2.304,2.304,22.592,3.54,41.2,1.88,NA,14.26,NA,7.81,151.2,299.4,0.14,195,0.22244148067501363,39.37737,-91.40868,200.6,996.1333333333333
270,2026-07-13,2026-07-13T16:29:49Z,2.364,2.364,22.058,3.35,38.7,1.63,NA,12.61,NA,7.77,151.6,301.5,0.14,196,0.22822536744692434,39.37737,-91.40868,200.7,996.1333333333333
270,2026-07-13,2026-07-13T16:29:50Z,2.442,2.442,21.477,3.26,37.1,1.64,NA,10.64,NA,7.74,147.6,303.3,0.14,197,0.23584648884050083,39.37737,-91.40868,200.7,996
270,2026-07-13,2026-07-13T16:29:51Z,2.523,2.523,21.098,2.76,31.1,1.47,NA,9.65,NA,7.7,144.5,304.5,0.15,198,0.24373979314099073,39.37737,-91.40868,200.8,996.1333333333333
270,2026-07-13,2026-07-13T16:29:52Z,2.63,2.63,20.594,2.56,28.7,1.42,NA,8.25,NA,7.67,138.4,306.4,0.15,199,0.25401469787697334,39.37737,-91.40867,200.8,996
270,2026-07-13,2026-07-13T16:29:53Z,2.702,2.702,20.225,2.41,26.8,1.38,NA,7.68,NA,7.65,109.9,308.8,0.15,201,0.26102340772999455,39.37737,-91.40867,200.8,996
270,2026-07-13,2026-07-13T16:29:54Z,2.749,2.749,19.96,2.35,25.9,1.15,NA,7.3,NA,7.62,93,310.5,0.15,202,0.2655824714207948,39.37737,-91.40867,200.8,996
270,2026-07-13,2026-07-13T16:29:55Z,2.798,2.798,19.937,2.24,24.7,1.01,NA,6.32,NA,7.58,74.6,310.3,0.15,202,0.2703456722917801,39.37737,-91.40867,200.8,996.1333333333333
270,2026-07-13,2026-07-13T16:29:56Z,2.861,2.861,19.541,2.06,22.6,0.85,NA,5.5,NA,7.55,60.5,312.3,0.15,203,0.2764697876973326,39.37737,-91.40867,200.9,996.1333333333333
270,2026-07-13,2026-07-13T16:29:57Z,2.892,2.892,18.4,1.97,20.9,0.81,NA,5.24,NA,7.53,42.7,320.9,0.15,209,0.27946379967338053,39.37737,-91.40867,200.9,996
270,2026-07-13,2026-07-13T16:29:58Z,2.946,2.946,18.568,1.85,19.8,0.83,NA,5.51,NA,7.49,17.9,319.9,0.15,208,0.28477136635819267,39.37737,-91.40867,200.9,996
270,2026-07-13,2026-07-13T16:29:59Z,2.983,2.983,18.375,1.74,18.6,0.84,NA,5.3,NA,7.44,4.8,321.5,0.15,209,0.28830974414806754,39.37737,-91.40867,201,996.1333333333333
270,2026-07-13,2026-07-13T16:30:00Z,3.026,3.026,18.356,1.63,17.4,0.75,NA,5.38,NA,7.4,-9.7,321.3,0.15,209,0.29246053347849754,39.37737,-91.40867,201,996
270,2026-07-13,2026-07-13T16:30:01Z,3.057,3.057,18.105,1.54,16.4,0.65,NA,5.26,NA,7.37,-20.7,322.7,0.15,210,0.2954545454545454,39.37737,-91.40867,201,996.1333333333333
270,2026-07-13,2026-07-13T16:30:02Z,3.097,3.097,17.539,1.47,15.5,0.62,NA,4.82,NA,7.33,-30.6,325.5,0.16,212,0.2993331518780621,39.37737,-91.40867,201,996.1333333333333
