MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,phycoerythrinTAL_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
111-C5-0095,2026-01-22,2026-01-22T11:42:26Z,0.046,0.046,3.538,12.79,96.4,0.47,0.05,0.65,NA,7.76,190.2,156.8,0.07,102,0.004422972237343495,38.09286,-91.45673,268.6,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:30Z,0.079,0.079,3.561,12.81,96.6,0.47,0,0.67,NA,7.76,190.2,156.6,0.07,102,0.007689167120304845,38.09286,-91.45673,268.3,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:31Z,0.12,0.12,3.576,12.81,96.6,0.48,0.03,0.68,NA,7.77,190.2,156.6,0.07,102,0.01156777354382145,38.09286,-91.45673,268.4,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:32Z,0.316,0.316,3.576,12.81,96.7,0.5,0.05,0.69,NA,7.77,190.2,156.7,0.07,102,0.030620577027762656,38.09286,-91.45673,268.4,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:33Z,0.427,0.427,3.576,12.81,96.7,0.54,0.04,0.72,NA,7.77,190.2,156.7,0.07,102,0.0413037561241154,38.09286,-91.45673,268.4,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:34Z,0.535,0.535,3.574,12.81,96.7,0.66,0.09,0.95,NA,7.78,190.2,156.8,0.07,102,0.051850843767011434,38.09286,-91.45674,268.5,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:35Z,0.711,0.711,3.553,12.81,96.7,0.77,0.07,1.02,NA,7.78,190.2,157,0.07,102,0.0688622754491018,38.09286,-91.45674,268.5,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:36Z,0.824,0.824,3.548,12.81,96.6,0.85,0.04,1.18,NA,7.78,190.2,156.9,0.07,102,0.07974959172563963,38.09286,-91.45674,268.5,993.3333333333334
111-C5-0095,2026-01-22,2026-01-22T11:42:37Z,1.038,1.038,3.514,12.81,96.6,1.05,0.14,1.42,NA,7.79,190.2,157,0.07,102,0.10043549265106151,38.09286,-91.45674,268.5,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:38Z,1.12,1.12,3.485,12.83,96.6,1.25,0.21,1.57,NA,7.79,190.3,156.9,0.07,102,0.10832879695155145,38.09286,-91.45674,268.6,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:39Z,1.215,1.215,3.473,12.84,96.7,1.36,0.17,1.72,NA,7.79,190.3,156.9,0.07,102,0.1175830157866086,38.09286,-91.45674,268.9,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:40Z,1.323,1.323,3.464,12.85,96.7,1.48,0.21,1.79,NA,7.79,190.3,156.9,0.07,102,0.1279940119760479,38.09286,-91.45674,268.8,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:41Z,1.359,1.359,3.46,12.85,96.7,1.58,0.19,1.88,NA,7.79,190.3,156.7,0.07,102,0.1315323897659227,38.09286,-91.45674,269.1,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:42Z,1.434,1.434,3.454,12.85,96.7,1.63,0.2,2.31,NA,7.79,190.3,156.7,0.07,102,0.13874523679912903,38.09286,-91.45674,269.1,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:43Z,1.526,1.526,3.453,12.85,96.7,1.66,0.23,2.47,NA,7.8,190.4,156.6,0.07,102,0.1477272727272727,38.09286,-91.45674,269,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:44Z,1.677,1.677,3.456,12.85,96.7,1.73,0.24,2.33,NA,7.8,190.4,156.6,0.07,102,0.16228905824714207,38.09286,-91.45674,269.1,993.1999999999999
111-C5-0095,2026-01-22,2026-01-22T11:42:45Z,1.704,1.704,3.458,12.85,96.7,1.78,0.24,2.6,NA,7.8,190.4,156.5,0.07,102,0.16494284158954817,38.09286,-91.45674,269.1,993.3333333333334
111-C5-0095,2026-01-22,2026-01-22T11:42:46Z,1.731,1.731,3.458,12.85,96.7,1.83,0.3,2.58,NA,7.8,190.4,156.6,0.07,102,0.16752857920522593,38.09286,-91.45674,269.2,993.3333333333334
111-C5-0095,2026-01-22,2026-01-22T11:42:47Z,1.808,1.808,3.461,12.86,96.7,1.87,0.29,2.57,NA,7.8,190.4,156.5,0.07,102,0.17501360914534567,38.09286,-91.45674,269.3,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:48Z,1.863,1.863,3.462,12.86,96.8,1.88,0.2,2.53,NA,7.8,190.4,156.5,0.07,102,0.1802531301034295,38.09286,-91.45674,269.3,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:49Z,1.949,1.949,3.464,12.86,96.8,1.92,0.24,2.47,NA,7.8,190.4,156.6,0.07,102,0.18862275449101795,38.09286,-91.45675,269.4,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:50Z,2.036,2.036,3.472,12.86,96.8,1.98,0.31,2.68,NA,7.8,190.4,156.7,0.07,102,0.1970604246053348,38.09286,-91.45675,269.5,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:51Z,2.092,2.092,3.473,12.86,96.8,1.99,0.31,2.93,NA,7.8,190.4,156.8,0.07,102,0.2025040827436037,38.09286,-91.45675,269.6,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:52Z,2.132,2.132,3.473,12.86,96.8,2,0.29,2.98,NA,7.81,190.4,156.8,0.07,102,0.2063826891671203,38.09286,-91.45675,269.6,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:57Z,2.199,2.199,3.485,12.86,96.8,2.06,0.21,2.98,NA,7.81,190.4,156.7,0.07,102,0.21284703320631465,38.09286,-91.45675,269.7,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:58Z,2.226,2.226,3.484,12.86,96.9,2.12,0.3,3.04,NA,7.81,190.4,156.7,0.07,102,0.21536472509526403,38.09286,-91.45676,269.4,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:42:59Z,2.304,2.304,3.485,12.87,96.8,2.11,0.27,2.96,NA,7.81,190.4,156.6,0.07,102,0.2229858464888405,38.09286,-91.45676,269.2,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:43:00Z,2.359,2.359,3.485,12.86,96.8,2.06,0.36,2.75,NA,7.81,190.4,156.8,0.07,102,0.2282934131736527,38.09286,-91.45676,269.2,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:43:01Z,2.388,2.388,3.484,12.86,96.8,2.12,0.41,3,NA,7.81,190.4,156.8,0.07,102,0.23108328796951552,38.09286,-91.45676,269.5,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:43:02Z,2.418,2.418,3.484,12.86,96.8,2.18,0.38,3.21,NA,7.81,190.4,156.7,0.07,102,0.23400925421883506,38.09286,-91.45676,269.6,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:43:03Z,2.485,2.485,3.483,12.86,96.8,2.11,0.34,3.16,NA,7.81,190.4,156.9,0.07,102,0.2404735982580294,38.09286,-91.45676,269.6,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:43:04Z,2.541,2.541,3.487,12.86,96.9,2.06,0.22,3.05,NA,7.81,190.4,156.9,0.07,102,0.2459172563962983,38.09286,-91.45676,269.7,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:43:05Z,2.635,2.635,3.485,12.87,96.9,2.09,0.33,3.26,NA,7.81,190.4,156.9,0.07,102,0.25503538377789875,38.09286,-91.45676,269.8,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:43:06Z,2.691,2.691,3.482,12.87,96.9,2.13,0.4,3.17,NA,7.82,190.4,156.9,0.07,102,0.26047904191616766,38.09286,-91.45676,269.9,993.3333333333334
111-C5-0095,2026-01-22,2026-01-22T11:43:08Z,2.729,2.729,3.487,12.87,96.9,2.16,0.32,3.25,NA,7.82,190.3,156.8,0.07,102,0.2641535111594992,38.09286,-91.45676,269.8,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:43:09Z,2.805,2.805,3.496,12.87,96.9,2.18,0.22,3.06,NA,7.82,190.3,156.7,0.07,102,0.2715024496461622,38.09286,-91.45676,269.8,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:43:10Z,2.863,2.863,3.506,12.87,96.9,2.23,0.28,3.12,NA,7.82,190.3,156.6,0.07,102,0.27715024496461627,38.09286,-91.45676,269.9,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:43:11Z,2.916,2.916,3.51,12.87,96.9,2.25,0.24,3.29,NA,7.82,190.3,156.7,0.07,102,0.2822536744692433,38.09286,-91.45676,269.9,993.3333333333334
111-C5-0095,2026-01-22,2026-01-22T11:43:14Z,2.945,2.945,3.508,12.87,97,2.26,0.25,3.39,NA,7.82,190.3,156.8,0.07,102,0.28504354926510617,38.09286,-91.45676,270,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:43:15Z,2.974,2.974,3.515,12.87,96.9,2.43,0.32,3.43,NA,7.82,190.3,156.7,0.07,102,0.287833424060969,38.09286,-91.45676,270.1,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:43:16Z,3.022,3.022,3.519,12.86,96.9,2.4,0.31,3.33,NA,7.82,190.3,156.8,0.07,102,0.29246053347849754,38.09286,-91.45676,270,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:43:17Z,3.116,3.116,3.519,12.86,96.9,2.29,0.39,3.23,NA,7.82,190.3,157,0.07,102,0.301578660860098,38.09285,-91.45676,270,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:43:21Z,3.145,3.145,3.531,12.85,96.9,2.35,0.46,3.64,NA,7.82,190.3,156.6,0.07,102,0.3043685356559608,38.09285,-91.45676,269.9,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:43:22Z,3.179,3.179,3.542,12.85,96.9,2.39,0.37,3.73,NA,7.82,190.2,156.6,0.07,102,0.3077027762656505,38.09285,-91.45676,269.9,993.4666666666667
111-C5-0095,2026-01-22,2026-01-22T11:43:23Z,3.279,3.279,3.554,12.86,97,2.47,0.44,3.44,NA,7.82,190.2,156.8,0.07,102,0.31736526946107785,38.09285,-91.45676,270,993.4666666666667
