MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,phycoerythrinTAL_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
438,2026-05-11,2026-05-11T15:53:20Z,0.068,0.068,22.259,9.13,105,0.41,0.24,0.5,NA,7.76,96.9,181.7,0.09,118,0.006600435492651061,38.90139,-92.34228,218.1,992.9333333333334
438,2026-05-11,2026-05-11T15:53:21Z,0.118,0.118,22.267,9.14,105.1,0.42,0.23,0.39,NA,7.75,97.8,181.7,0.09,118,0.011363636363636364,38.90139,-92.34228,217.8,992.9333333333334
438,2026-05-11,2026-05-11T15:53:22Z,0.161,0.161,22.267,9.14,105.1,0.44,0.21,0.5,NA,7.75,98.5,181.8,0.09,118,0.015514425694066414,38.90139,-92.34228,217.8,992.9333333333334
438,2026-05-11,2026-05-11T15:53:23Z,0.263,0.263,22.257,9.14,105.1,0.48,0.21,0.6,NA,7.75,99.2,181.8,0.09,118,0.025381056069678824,38.90139,-92.34228,217.8,992.9333333333334
438,2026-05-11,2026-05-11T15:53:24Z,0.386,0.386,22.193,9.14,105,0.53,0.17,0.65,NA,7.75,99.8,181.9,0.09,118,0.037289058247142085,38.90139,-92.34228,217.9,992.9333333333334
438,2026-05-11,2026-05-11T15:53:25Z,0.492,0.492,22.048,9.1,104.5,0.56,0.18,0.75,NA,7.75,100.5,181.9,0.09,118,0.0474959172563963,38.90139,-92.34228,217.9,992.9333333333334
438,2026-05-11,2026-05-11T15:53:26Z,0.65,0.65,21.786,9.13,104.1,0.58,0.17,0.77,NA,7.75,101.4,182.3,0.09,118,0.06273816004354926,38.90139,-92.34228,217.9,992.9333333333334
438,2026-05-11,2026-05-11T15:53:27Z,0.72,0.72,21.681,9.2,104.8,0.66,0.23,0.85,NA,7.75,102.2,182.5,0.09,119,0.06954273271638542,38.90139,-92.34228,217.8,992.9333333333334
438,2026-05-11,2026-05-11T15:53:28Z,0.762,0.762,21.468,9.21,104.7,0.69,0.27,1.06,NA,7.75,103.2,182.6,0.09,119,0.07355743059335873,38.90139,-92.34228,217.9,992.9333333333334
438,2026-05-11,2026-05-11T15:53:39Z,0.787,0.787,20.414,9.17,101.8,0.84,0.18,1.12,NA,7.68,110.6,181.9,0.09,118,0.07600707675557974,38.90139,-92.34228,217.1,992.9333333333334
438,2026-05-11,2026-05-11T15:53:31Z,0.904,0.904,20.767,9.17,102.6,0.85,0.27,1.26,NA,7.72,105.6,182.6,0.09,119,0.08737071311921611,38.90139,-92.34228,217.5,992.9333333333334
438,2026-05-11,2026-05-11T15:54:36Z,0.99,0.99,20.289,9.11,100.9,0.99,0.18,1.57,NA,7.64,131.9,180.9,0.09,118,0.09560424605334786,38.90142,-92.34229,216.6,992.9333333333334
438,2026-05-11,2026-05-11T15:54:37Z,1.272,1.272,19.885,9.05,99.8,1.01,0.16,1.75,NA,7.64,132.5,181.3,0.09,118,0.1228905824714208,38.90142,-92.34229,216.9,992.9333333333334
438,2026-05-11,2026-05-11T15:54:38Z,1.513,1.513,19.6,9.08,99.4,1.08,0.23,1.89,NA,7.64,133,181.6,0.09,118,0.14616222101252044,38.90142,-92.34229,217,992.9333333333334
438,2026-05-11,2026-05-11T15:54:39Z,1.864,1.864,19.212,8.97,97.6,1.25,0.33,2.73,NA,7.61,134,181.3,0.09,118,0.18011703864997278,38.90142,-92.34229,217.1,992.9333333333334
438,2026-05-11,2026-05-11T15:54:40Z,2.083,2.083,18.649,8.93,96.1,1.48,0.37,3.79,NA,7.58,134.9,181.3,0.09,118,0.20127925966249322,38.90142,-92.34229,217.1,992.9333333333334
438,2026-05-11,2026-05-11T15:54:41Z,2.234,2.234,18.455,8.86,94.6,1.65,0.37,4.15,NA,7.53,136.1,180.8,0.09,118,0.2159090909090909,38.90142,-92.3423,217.4,992.9333333333334
438,2026-05-11,2026-05-11T15:54:42Z,2.414,2.414,18.201,8.66,92.2,1.66,0.42,4.31,NA,7.48,137.2,180.6,0.09,117,0.2332607512248231,38.90142,-92.3423,217.5,992.9333333333334
438,2026-05-11,2026-05-11T15:54:43Z,2.571,2.571,17.893,8.11,85.9,1.6,0.36,4.49,NA,7.44,138.3,182,0.09,118,0.24850299401197606,38.90142,-92.3423,217.6,992.9333333333334
438,2026-05-11,2026-05-11T15:54:44Z,2.735,2.735,17.424,7.76,81.5,1.7,0.34,5.38,NA,7.36,139.7,185.6,0.09,121,0.2642896026129559,38.90142,-92.3423,217.7,992.9333333333334
438,2026-05-11,2026-05-11T15:54:45Z,2.884,2.884,16.938,7.28,75.7,1.8,0.77,6.96,NA,7.3,140.8,193.1,0.09,126,0.2787833424060969,38.90142,-92.3423,217.8,992.9333333333334
438,2026-05-11,2026-05-11T15:54:46Z,2.986,2.986,16.277,6.97,71.6,1.74,3.24,9.1,NA,7.24,142.4,201.8,0.1,131,0.28864997278170934,38.90143,-92.3423,217.9,992.9333333333334
438,2026-05-11,2026-05-11T15:55:45Z,3.05,3.05,14.77,0.59,5.8,2.04,7.39,18.91,NA,6.81,159.5,228.3,0.11,148,0.29497822536744694,38.90141,-92.34232,220.5,992.9333333333334
438,2026-05-11,2026-05-11T15:55:41Z,3.162,3.162,14.168,0.66,6.4,2.54,4.15,16.27,NA,6.79,161.4,233.2,0.11,152,0.3057974959172564,38.90141,-92.34232,220.8,992.8000000000001
438,2026-05-11,2026-05-11T15:54:49Z,3.224,3.224,15.251,5.68,56.9,2.17,4.42,17.24,NA,7.07,160.4,216.1,0.1,140,0.3117855198693522,38.90142,-92.3423,217.8,992.9333333333334
