MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
120,2024-06-21,2024-06-21T11:23:03Z,0.004,0.0036666666666666666,28.53066666666667,8.763333333333334,113.10000000000001,0.9066666666666667,0.69,NA,8.17,216.86666666666667,378,0.18,246,4.3095626927962255e-4,38.814323333333334,-94.35287,276.8,988.4444444444445
120,2024-06-21,2024-06-21T11:23:06Z,0.01633333333333333,0.025666666666666667,28.576666666666668,8.903333333333332,115,0.8766666666666667,0.65,NA,8.23,216.96666666666667,378.1333333333333,0.18,246,0.0015423698058428597,38.81432,-94.35287,276.7,988.4
120,2024-06-21,2024-06-21T11:23:09Z,0.03933333333333333,0.049,28.591,8.986666666666666,116.16666666666667,0.7933333333333333,0.6066666666666667,NA,8.273333333333333,217.1,378.1666666666667,0.18,246,0.003787878787878788,38.81432,-94.35287,276.53333333333336,988.4444444444445
120,2024-06-21,2024-06-21T11:23:12Z,0.08566666666666667,0.09533333333333334,28.593333333333334,9.06,117.1,0.8866666666666667,0.5933333333333333,NA,8.31,217.33333333333334,378.06666666666666,0.18,246,0.008233532934131737,38.814323333333334,-94.35287,276.3,988.4
120,2024-06-21,2024-06-21T11:23:27Z,0.143,0.14966666666666667,28.601666666666667,9.213333333333335,119.03333333333333,0.9533333333333333,0.5566666666666666,NA,8.4,217.8,378.26666666666665,0.18,246,0.013790600616947922,38.81432,-94.35287,276.3,988.4
120,2024-06-21,2024-06-21T11:23:30Z,0.20133333333333334,0.20833333333333334,28.6,9.223333333333334,119.13333333333333,1.05,0.6333333333333333,NA,8.41,217.86666666666667,378.3,0.18,246,0.019393032117583017,38.81432,-94.35287,276.1666666666667,988.4
120,2024-06-21,2024-06-21T11:23:33Z,0.23500000000000001,0.246,28.596333333333334,9.23,119.3,1.0833333333333335,0.7366666666666667,NA,8.416666666666666,217.93333333333334,377.93333333333334,0.18,246,0.022636545091634912,38.81432,-94.35287,276.1666666666667,988.4
120,2024-06-21,2024-06-21T11:23:36Z,0.307,0.30966666666666665,28.595333333333333,9.24,119.4,1.07,0.6233333333333333,NA,8.42,218.13333333333333,378.1333333333333,0.18,246,0.029599891126837235,38.81432,-94.35287,276.2,988.3555555555556
120,2024-06-21,2024-06-21T11:23:39Z,0.331,0.333,28.580666666666666,9.25,119.5,1.0866666666666667,0.6166666666666667,NA,8.43,218.26666666666668,378.3,0.18,246,0.031890763926692066,38.81431333333333,-94.35287,276.23333333333335,988.4888888888888
120,2024-06-21,2024-06-21T11:23:42Z,0.38866666666666666,0.4076666666666667,28.567,9.253333333333334,119.5,1.1333333333333333,0.6333333333333333,NA,8.44,218.3,378.3333333333333,0.18,246,0.03747051351841771,38.81431,-94.35287,276.26666666666665,988.4
120,2024-06-21,2024-06-21T11:23:45Z,0.4906666666666667,0.5076666666666667,28.566333333333333,9.27,119.7,1.16,0.7166666666666667,NA,8.45,218.33333333333334,378.43333333333334,0.18,246,0.047291780076211216,38.81431,-94.35287,276.5,988.2666666666668
120,2024-06-21,2024-06-21T11:23:48Z,0.6513333333333333,0.6673333333333333,28.533,9.263333333333334,119.56666666666666,1.27,0.6666666666666667,NA,8.45,218.6,378.4,0.18,246,0.06280620577027762,38.81431,-94.35286,276.7,988.3555555555556
120,2024-06-21,2024-06-21T11:23:54Z,0.7776666666666667,0.779,28.44366666666667,9.31,119.9,1.2833333333333334,0.7866666666666667,NA,8.46,219.23333333333332,378.3333333333333,0.18,246,0.07496370894574488,38.8143,-94.35285,276.6666666666667,988.4444444444445
120,2024-06-21,2024-06-21T11:23:57Z,0.8426666666666667,0.854,28.397333333333332,9.313333333333334,119.93333333333334,1.41,0.8233333333333334,NA,8.46,219.43333333333334,378.2,0.18,246,0.08124659771366358,38.8143,-94.35284,276.8,988.4444444444445
120,2024-06-21,2024-06-21T11:24:00Z,0.992,1.0123333333333333,28.316333333333333,9.33,119.96666666666667,1.39,0.7533333333333333,NA,8.47,219.6,378.4,0.18,246,0.0956722917800762,38.8143,-94.35284,277.1333333333333,988.4
120,2024-06-21,2024-06-21T11:24:03Z,1.0306666666666666,1.0396666666666667,28.288333333333334,9.34,120.03333333333333,1.3866666666666667,0.7966666666666666,NA,8.47,219.73333333333332,378.1333333333333,0.18,246,0.09939212484122664,38.8143,-94.35284,277.5,988.4444444444445
120,2024-06-21,2024-06-21T11:24:06Z,1.1773333333333333,1.2106666666666666,28.234333333333332,9.34,119.96666666666667,1.4233333333333333,0.87,NA,8.47,220,378.1333333333333,0.18,246,0.11356831790963527,38.8143,-94.35284,277.6333333333333,988.4888888888888
120,2024-06-21,2024-06-21T11:24:09Z,1.347,1.3573333333333333,28.180666666666667,9.35,119.93333333333334,1.4466666666666665,0.8533333333333333,NA,8.47,220.13333333333333,378.26666666666665,0.18,246,0.12989929232444203,38.8143,-94.35284666666666,277.8,988.4444444444445
120,2024-06-21,2024-06-21T11:24:12Z,1.4326666666666665,1.438,28.146333333333335,9.346666666666666,119.83333333333333,1.3933333333333333,0.8066666666666666,NA,8.47,220.36666666666667,378.3,0.18,246,0.13813282525857376,38.8143,-94.35285,277.8666666666667,988.4444444444445
120,2024-06-21,2024-06-21T11:24:15Z,1.5266666666666666,1.5423333333333333,28.129,9.336666666666666,119.63333333333333,1.4766666666666666,0.8233333333333334,NA,8.47,220.56666666666666,378.26666666666665,0.18,246,0.14718290691344582,38.8143,-94.35285,277.8333333333333,988.4
120,2024-06-21,2024-06-21T11:24:18Z,1.6546666666666667,1.6726666666666667,28.116333333333333,9.32,119.4,1.42,0.87,NA,8.47,220.76666666666668,378.1,0.18,246,0.15958991108691709,38.8143,-94.35285,277.96666666666664,988.4444444444445
120,2024-06-21,2024-06-21T11:24:21Z,1.7913333333333334,1.811,28.103,9.3,119.2,1.4566666666666666,0.7933333333333333,NA,8.47,220.9,378.1333333333333,0.18,246,0.17272273634549085,38.8143,-94.35284333333334,277.96666666666664,988.4444444444445
120,2024-06-21,2024-06-21T11:24:24Z,1.9426666666666668,1.9693333333333332,28.087999999999997,9.28,118.83333333333334,1.4066666666666665,0.7333333333333333,NA,8.47,221.13333333333333,378.23333333333335,0.18,246,0.1873298856831791,38.81430666666667,-94.35284,277.5333333333333,988.4
120,2024-06-21,2024-06-21T11:24:27Z,2.1283333333333334,2.1470000000000002,28.056,9.26,118.5,1.4566666666666666,0.8566666666666667,NA,8.47,221.4,378.23333333333335,0.18,246,0.20522591181273817,38.81431,-94.35284,277.26666666666665,988.4888888888888
120,2024-06-21,2024-06-21T11:24:30Z,2.307,2.324333333333333,28.048333333333332,9.24,118.23333333333333,1.4633333333333334,0.8333333333333334,NA,8.47,221.66666666666666,378.46666666666664,0.18,246,0.22244148067501363,38.81431,-94.35284,277.2,988.4
120,2024-06-21,2024-06-21T11:24:33Z,2.473666666666667,2.5033333333333334,28.03633333333333,9.22,117.93333333333334,1.46,0.7133333333333333,NA,8.46,221.96666666666667,378.43333333333334,0.18,246,0.23854563600072584,38.81431,-94.35284,277.1333333333333,988.4
120,2024-06-21,2024-06-21T11:24:36Z,2.6713333333333336,2.699,28.008666666666667,9.193333333333333,117.6,1.61,0.8033333333333333,NA,8.456666666666667,222.4,378.5,0.18,246,0.25759843948466704,38.81431,-94.35284,276.73333333333335,988.4444444444445
120,2024-06-21,2024-06-21T11:24:39Z,2.8543333333333334,2.8796666666666666,27.856666666666666,9.11,116.36666666666666,1.6333333333333333,0.8533333333333334,NA,8.443333333333333,222.9,379.1333333333333,0.18,246.33333333333334,0.2752676465251316,38.81431,-94.35284,276.6333333333333,988.4
120,2024-06-21,2024-06-21T11:24:42Z,3.0356666666666667,3.057666666666667,27.361,8.63,109.26666666666667,1.6366666666666667,0.7,NA,8.383333333333333,224.3,381.5,0.18,248,0.29275539829432046,38.81431,-94.35284,276.73333333333335,988.4444444444445
120,2024-06-21,2024-06-21T11:24:45Z,3.111333333333333,3.124,27.271,7.8133333333333335,98.66666666666667,1.5533333333333335,0.75,NA,8.31,225.6,381.73333333333335,0.18,248,0.3000589729631646,38.81431,-94.35284,276.96666666666664,988.5333333333333
120,2024-06-21,2024-06-21T11:24:48Z,3.2533333333333334,3.265,27.082666666666668,7.36,92.63333333333334,1.5833333333333335,0.8866666666666666,NA,8.25,226.7,382.6333333333333,0.18,249,0.31378152785338415,38.81431,-94.35285,277.4666666666667,988.4444444444445
120,2024-06-21,2024-06-21T11:24:51Z,3.3566666666666665,3.365666666666667,26.999,6.673333333333333,83.83333333333333,1.4866666666666666,0.77,NA,8.19,227.5,382.9,0.18,249,0.3237615677735438,38.81431,-94.35285,277.9,988.4444444444445
