MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
014,2024-06-06,2024-06-06T08:53:51Z,0.023666666666666666,0.027,25.959333333333333,7.82,96.4,0.7366666666666667,0.14666666666666667,NA,8.39,138.9,298.73333333333335,0.14,194,0.002268190890945382,38.31643,-90.60139,168.96666666666667,990.1333333333333
014,2024-06-06,2024-06-06T08:53:54Z,0.042666666666666665,0.05466666666666667,25.963333333333335,7.816666666666666,96.36666666666667,0.7000000000000001,0.30333333333333334,NA,8.39,138.9,298.96666666666664,0.14,194,0.004082743603701687,38.31643,-90.60139,168.83333333333334,990.1333333333333
014,2024-06-06,2024-06-06T08:53:57Z,0.11366666666666667,0.11733333333333333,25.964666666666666,7.81,96.2,0.7733333333333333,0.36666666666666664,NA,8.39,139,299,0.14,194,0.010955362003266194,38.31643333333333,-90.60139,168.66666666666666,990.1333333333333
014,2024-06-06,2024-06-06T08:54:00Z,0.191,0.19933333333333333,25.960333333333335,7.793333333333333,96.06666666666666,0.6666666666666666,0.22666666666666668,NA,8.39,139.16666666666666,299,0.14,194,0.018417710034476502,38.31643,-90.60139,168.56666666666666,990.1333333333333
014,2024-06-06,2024-06-06T08:54:03Z,0.25133333333333335,0.26466666666666666,25.951666666666668,7.783333333333333,95.86666666666667,0.7466666666666667,0.09333333333333334,NA,8.39,139.2,299.33333333333337,0.14,194.66666666666666,0.024246960624206133,38.31643,-90.60139,168.63333333333333,990.1333333333333
014,2024-06-06,2024-06-06T08:54:06Z,0.3426666666666667,0.35666666666666663,25.94,7.77,95.76666666666667,1.1833333333333333,0.27,NA,8.39,139.3,299.3,0.14,194.33333333333334,0.03304754128107422,38.31643,-90.60139,168.7,990.1333333333333
014,2024-06-06,2024-06-06T08:54:09Z,0.4533333333333333,0.4676666666666667,25.938333333333333,7.77,95.7,0.9133333333333333,0.29333333333333333,NA,8.38,139.5,299.1333333333333,0.14,194,0.04375340228633642,38.31643,-90.60139,168.46666666666667,990.1333333333333
014,2024-06-06,2024-06-06T08:54:12Z,0.5886666666666667,0.6056666666666667,25.94033333333333,7.77,95.73333333333333,0.7066666666666667,0.27999999999999997,NA,8.38,139.56666666666666,299.1,0.14,194,0.05681818181818182,38.31643,-90.60139,168.2,990.1333333333333
014,2024-06-06,2024-06-06T08:54:15Z,0.7116666666666667,0.7236666666666667,25.94,7.783333333333333,95.9,0.8833333333333333,0.24666666666666667,NA,8.38,139.7,298.96666666666664,0.14,194,0.06863545636000726,38.31643,-90.60139,167.96666666666667,990.1333333333333
014,2024-06-06,2024-06-06T08:54:18Z,0.7953333333333333,0.8073333333333333,25.94633333333333,7.79,96.03333333333333,0.7866666666666666,0.25,NA,8.38,139.73333333333332,298.7,0.14,194,0.07673289784068227,38.31643,-90.60139,168.13333333333333,990.1333333333333
