MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
089,2024-09-11,2024-09-11T12:26:57Z,0.116,0.11333333333333333,25.341666666666665,8.683333333333334,105.8,2.2533333333333334,1.22,NA,8.23,240.3,247.76666666666665,0.12,161,0.011204863001270188,38.26573,-93.40696,210.36666666666667,989.9111111111112
089,2024-09-11,2024-09-11T12:27:00Z,0.22166666666666668,0.246,25.294333333333334,8.673333333333334,105.6,2.316666666666667,1.2733333333333334,NA,8.23,240.36666666666667,247.76666666666668,0.12,161,0.021389040101614954,38.265726666666666,-93.40695333333333,210.2,990
089,2024-09-11,2024-09-11T12:27:03Z,0.33,0.33666666666666667,25.194,8.673333333333334,105.4,2.3666666666666667,1.2866666666666666,NA,8.23,240.46666666666667,248.03333333333333,0.12,161,0.031868082017782615,38.26572,-93.40695,209.8,989.9555555555555
089,2024-09-11,2024-09-11T12:27:06Z,0.43866666666666665,0.467,25.112000000000002,8.64,104.86666666666667,2.4966666666666666,1.37,NA,8.23,240.56666666666666,247.96666666666667,0.12,161,0.04232444202504083,38.26572,-93.40695,209.46666666666667,989.9555555555555
089,2024-09-11,2024-09-11T12:27:09Z,0.6073333333333333,0.62,25.061666666666667,8.606666666666666,104.3,2.5466666666666664,1.33,NA,8.23,240.6,247.9,0.12,161,0.058632734530938126,38.26572,-93.40694333333333,209.43333333333334,990
089,2024-09-11,2024-09-11T12:27:12Z,0.7533333333333333,0.7743333333333333,24.983333333333334,8.553333333333333,103.6,2.6366666666666667,1.3366666666666667,NA,8.23,240.63333333333333,247.86666666666667,0.12,161,0.07271819996370894,38.26572,-93.40694,209.3,989.8666666666667
089,2024-09-11,2024-09-11T12:27:15Z,0.9156666666666666,0.9346666666666666,24.848,8.516666666666666,102.9,2.7933333333333334,1.5133333333333334,NA,8.23,240.7,248.13333333333333,0.12,161,0.08836871711123208,38.26572,-93.40694333333333,209.2,989.9555555555555
089,2024-09-11,2024-09-11T12:27:18Z,1.0583333333333333,1.076,24.730333333333334,8.463333333333333,102,2.7533333333333334,1.4766666666666666,NA,8.23,240.83333333333334,248.33333333333334,0.12,161.33333333333334,0.1021139539103611,38.26572,-93.40694666666667,209.13333333333333,989.9555555555555
089,2024-09-11,2024-09-11T12:27:21Z,1.1766666666666667,1.1936666666666667,24.701666666666668,8.343333333333334,100.46666666666667,2.6333333333333333,1.4266666666666665,NA,8.22,240.93333333333334,248.66666666666666,0.12,162,0.11354563600072583,38.26572,-93.40694666666667,209.06666666666666,989.9555555555555
089,2024-09-11,2024-09-11T12:27:24Z,1.291,1.309,24.673000000000002,8.193333333333333,98.60000000000001,2.56,1.4266666666666665,NA,8.213333333333335,241.03333333333333,248.8,0.12,162,0.12459172563962984,38.26572,-93.40694,209.33333333333334,990
