MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
163,2024-07-29,2024-07-29T14:08:32Z,0.006,0.02,32.164,10.21,140.2,5.71,2.13,NA,8.15,170.9,245,0.11,159,6.124115405552531e-4,40.02104,-94.4372,284.8,975.6
163,2024-07-29,2024-07-29T14:08:29Z,0.015,0.027,32.156,10.02,137.5,5.34,2.05,NA,8.12,172.2,244.8,0.11,159,0.0014289602612955908,40.02104,-94.43719,285.2,975.7333333333332
163,2024-07-29,2024-07-29T14:08:43Z,0.057,0.063,32.197,10.54,145,5.56,2.24,NA,8.24,166.6,244.9,0.11,159,0.005443658138268917,40.02104,-94.4372,284.8,975.6
163,2024-07-29,2024-07-29T14:08:44Z,0.091,0.116,32.148,10.55,145,5.84,2.37,NA,8.24,166.3,245.1,0.11,159,0.008777898747958628,40.02104,-94.4372,284.8,975.7333333333332
163,2024-07-29,2024-07-29T14:08:45Z,0.133,0.145,32.134,10.56,145,6.27,2.51,NA,8.25,165.9,245,0.11,159,0.012792596624931955,40.02103,-94.4372,284.8,975.7333333333332
163,2024-07-29,2024-07-29T14:08:47Z,0.185,0.192,32.106,10.51,144.3,6.39,2.32,NA,8.26,165.7,245.1,0.11,159,0.017827980402830703,40.02104,-94.4372,284.8,975.7333333333332
163,2024-07-29,2024-07-29T14:08:48Z,0.23,0.262,31.844,10.51,144,5.48,2.02,NA,8.27,165.6,246.1,0.11,160,0.022182906913445835,40.02104,-94.4372,284.7,975.6
163,2024-07-29,2024-07-29T14:08:49Z,0.28,0.295,31.177,10.51,142.8,4.8,1.76,NA,8.27,165.6,248.3,0.12,161,0.02694610778443114,40.02104,-94.4372,284.6,975.6
163,2024-07-29,2024-07-29T14:08:51Z,0.329,0.335,30.68,10.44,140.3,3.91,1.37,NA,8.27,165.4,249.5,0.12,162,0.03170930865541644,40.02104,-94.4372,284.7,975.7333333333332
163,2024-07-29,2024-07-29T14:08:52Z,0.363,0.387,30.006,10.39,138.2,3.1,1.15,NA,8.27,165.5,251.9,0.12,164,0.03504354926510615,40.02104,-94.4372,284.8,975.7333333333332
163,2024-07-29,2024-07-29T14:08:53Z,0.399,0.414,29.795,10.34,136.4,2.9,1.18,NA,8.27,165.5,252.5,0.12,164,0.038445835601524224,40.02104,-94.4372,284.7,975.7333333333332
163,2024-07-29,2024-07-29T14:08:55Z,0.444,0.452,29.986,9.83,130.1,3.05,1.24,NA,8.25,165.7,250.7,0.12,163,0.04280076211213936,40.02103,-94.4372,284.3,975.8666666666667
163,2024-07-29,2024-07-29T14:08:56Z,0.484,0.506,29.993,9.57,126.7,3.38,1.18,NA,8.24,165.6,250.4,0.12,163,0.04667936853565596,40.02103,-94.4372,284.2,975.8666666666667
163,2024-07-29,2024-07-29T14:08:59Z,0.538,0.549,29.678,8.85,116.6,2.27,0.7,NA,8.22,165.5,250.5,0.12,163,0.051850843767011434,40.02103,-94.4372,284,975.7333333333332
163,2024-07-29,2024-07-29T14:09:00Z,0.575,0.586,29.554,8.62,113.4,2.2,0.76,NA,8.22,165.5,250.7,0.12,163,0.05545726728361459,40.02103,-94.43719,284.1,975.7333333333332
163,2024-07-29,2024-07-29T14:09:03Z,0.603,0.611,29.435,8.06,105.6,1.96,0.54,NA,8.2,165.3,250.4,0.12,163,0.058179096352749045,40.02103,-94.43719,284.2,975.6
163,2024-07-29,2024-07-29T14:09:04Z,0.639,0.653,29.453,7.82,102.5,1.88,0.71,NA,8.19,165.2,250.3,0.12,163,0.06158138268916712,40.02103,-94.43719,284.2,975.7333333333332
163,2024-07-29,2024-07-29T14:09:07Z,0.671,0.683,29.438,7.25,95.1,1.67,0.69,NA,8.17,165.1,249.8,0.12,162,0.06464344039194339,40.02104,-94.43719,285.1,975.6
163,2024-07-29,2024-07-29T14:09:08Z,0.71,0.724,29.428,7.1,93,1.64,0.66,NA,8.16,165.4,249.8,0.12,162,0.06845400108873163,40.02104,-94.43719,285,975.8666666666667
163,2024-07-29,2024-07-29T14:09:11Z,0.733,0.741,29.476,6.79,89,1.52,0.68,NA,8.12,166.1,249.5,0.12,162,0.0706314643440392,40.02104,-94.43719,284.7,975.7333333333332
