MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
112,2024-06-25,2024-06-25T14:59:57Z,0.0026666666666666666,0.006666666666666667,30.278666666666666,7.78,103.5,0.05333333333333334,0.03333333333333333,NA,8.39,129.83333333333334,245.63333333333333,0.11,160,2.4950099800399205e-4,37.89843666666667,-90.64294,269.96666666666664,979.5111111111112
112,2024-06-25,2024-06-25T15:00:00Z,0.11866666666666666,0.139,30.278333333333332,7.79,103.6,0.06,0.07,NA,8.39,129.9,245.66666666666666,0.11,160,0.011431682090364725,37.89844,-90.64294,270.6,979.5111111111112
112,2024-06-25,2024-06-25T15:00:03Z,0.26766666666666666,0.2833333333333333,30.272666666666666,7.783333333333333,103.53333333333333,0.08,0.06333333333333334,NA,8.39,130,245.66666666666666,0.11,160,0.0258346942478679,37.89844,-90.64294,271.1333333333333,979.5555555555555
112,2024-06-25,2024-06-25T15:00:06Z,0.488,0.5326666666666667,30.264666666666667,7.79,103.56666666666666,0.04666666666666667,0.03,NA,8.39,130.36666666666667,245.5,0.11,160,0.04701959716929777,37.89843666666667,-90.64294,271.26666666666665,979.5555555555555
112,2024-06-25,2024-06-25T15:00:09Z,0.8016666666666666,0.8326666666666667,30.263666666666666,7.796666666666667,103.66666666666667,0.09,0.023333333333333334,NA,8.39,130.7,245.43333333333334,0.11,160,0.07725458174559971,37.898446666666665,-90.64294666666666,271.06666666666666,979.5555555555555
112,2024-06-25,2024-06-25T15:00:12Z,1.03,1.053,30.254666666666665,7.793333333333333,103.63333333333333,0.07666666666666667,0.04,NA,8.39,130.93333333333334,245.4,0.11,159.66666666666666,0.099210669569951,37.89845,-90.64295,270.7,979.5111111111112
112,2024-06-25,2024-06-25T15:00:15Z,1.26,1.2873333333333332,30.233,7.8,103.66666666666667,0.08333333333333333,0.09666666666666666,NA,8.39,131.1,245.56666666666666,0.11,160,0.12143894030121576,37.89845,-90.64294666666666,270.8,979.5555555555555
112,2024-06-25,2024-06-25T15:00:18Z,1.4966666666666666,1.5276666666666667,30.208666666666666,7.8,103.6,0.08,0.03333333333333333,NA,8.39,131.23333333333332,245.6,0.11,160,0.14423425875521684,37.89845,-90.64295,270.56666666666666,979.4666666666667
112,2024-06-25,2024-06-25T15:00:21Z,1.7156666666666667,1.7463333333333333,30.181333333333335,7.8,103.6,0.14333333333333334,0.056666666666666664,NA,8.39,131.4,245.66666666666666,0.11,160,0.16535111594991833,37.89845,-90.64295,270.53333333333336,979.6
112,2024-06-25,2024-06-25T15:00:24Z,1.998,2.031,30.138,7.806666666666667,103.6,0.10666666666666667,0.03333333333333333,NA,8.39,131.73333333333332,245.66666666666666,0.11,160,0.19254672473235349,37.89845,-90.64295666666666,270.3666666666667,979.5555555555555
112,2024-06-25,2024-06-25T15:00:27Z,2.2716666666666665,2.304,29.956,7.79,103.13333333333333,0.11,0.02,NA,8.39,132.13333333333333,245.93333333333334,0.11,160,0.2189031028851388,37.89845,-90.64296,269.93333333333334,979.5555555555555
112,2024-06-25,2024-06-25T15:00:30Z,2.5403333333333333,2.572,29.662,7.8133333333333335,102.93333333333334,0.13,0.07,NA,8.386666666666667,133,246.36666666666667,0.11666666666666667,160,0.24485120667755397,37.89845,-90.64297,270.1333333333333,979.4666666666667
112,2024-06-25,2024-06-25T15:00:33Z,2.7783333333333333,2.8023333333333333,29.567666666666668,7.823333333333333,102.8,0.12333333333333334,0.05666666666666667,NA,8.373333333333333,133.56666666666666,246.06666666666666,0.11333333333333333,160,0.2677599346761023,37.89845333333333,-90.64297,270.3333333333333,979.4222222222222
112,2024-06-25,2024-06-25T15:00:36Z,3.0103333333333335,3.037333333333333,29.519,7.816666666666666,102.66666666666667,0.14666666666666667,0.04666666666666667,NA,8.38,133.56666666666666,245.83333333333334,0.11,160,0.2901469787697333,37.89846,-90.64297,270.73333333333335,979.3777777777779
112,2024-06-25,2024-06-25T15:00:39Z,3.2656666666666667,3.2956666666666665,29.494,7.793333333333333,102.33333333333333,0.14333333333333334,0.06666666666666667,NA,8.376666666666667,133.7,245.73333333333332,0.11,160,0.3147341680275812,37.89846,-90.64297,270.73333333333335,979.5111111111112
112,2024-06-25,2024-06-25T15:00:42Z,3.4653333333333336,3.497,29.41433333333333,7.79,102.1,0.14666666666666667,0.09,NA,8.37,133.9,245.86666666666667,0.11,160,0.3340137906006169,37.89846,-90.64297666666667,270.6666666666667,979.5111111111112
112,2024-06-25,2024-06-25T15:00:45Z,3.693,3.719333333333333,29.348,7.763333333333334,101.66666666666667,0.15666666666666668,0.03333333333333333,NA,8.373333333333333,133.86666666666667,246.03333333333333,0.11333333333333333,160,0.3559471965160588,37.89846,-90.64297666666667,270.6666666666667,979.5111111111112
112,2024-06-25,2024-06-25T15:00:48Z,3.969,3.9949999999999997,28.900333333333332,7.676666666666667,99.86666666666666,0.17,0.10666666666666667,NA,8.363333333333333,134.76666666666668,247.13333333333333,0.12,160.33333333333334,0.38257575757575757,37.89846,-90.64298333333333,270.26666666666665,979.6
112,2024-06-25,2024-06-25T15:00:51Z,4.147666666666667,4.172666666666666,27.995,7.626666666666667,97.86666666666666,0.21333333333333335,0.03,NA,8.356666666666666,135.63333333333335,248.9,0.12,161.66666666666666,0.3999047359825803,37.89847,-90.64299,270.26666666666665,979.4666666666667
112,2024-06-25,2024-06-25T15:00:54Z,4.340333333333334,4.357666666666667,26.563666666666666,7.74,96.89999999999999,0.30666666666666664,0.07666666666666667,NA,8.373333333333333,136.06666666666666,250.1,0.12,162.66666666666666,0.41863999274178915,37.89846333333333,-90.64298333333333,270.53333333333336,979.4666666666667
112,2024-06-25,2024-06-25T15:00:57Z,4.527,4.555666666666667,25.379,8.296666666666667,101.46666666666667,0.43333333333333335,0.08,NA,8.416666666666666,136.16666666666666,249.9,0.12,162.33333333333334,0.43676283796044274,37.89847,-90.64298666666666,270.7,979.4666666666667
112,2024-06-25,2024-06-25T15:01:00Z,4.807333333333333,4.841,24.102333333333334,8.709999999999999,104.13333333333334,0.4766666666666666,0.060000000000000005,NA,8.46,136.4,250.76666666666668,0.12,163.33333333333334,0.4640038105606968,37.89847,-90.64299,271.56666666666666,979.5111111111112
112,2024-06-25,2024-06-25T15:01:03Z,5.073666666666667,5.117,22.513666666666666,9.113333333333333,105.93333333333334,0.43666666666666665,0.08333333333333334,NA,8.5,136.66666666666666,253.7,0.12,165,0.48986118671747414,37.89847,-90.64299,271.8,979.5111111111112
112,2024-06-25,2024-06-25T15:01:06Z,5.397333333333333,5.429333333333333,20.996,9.433333333333334,106.26666666666667,0.46,0.043333333333333335,NA,8.516666666666666,136.6,254.86666666666667,0.12,165.66666666666666,0.5213436762837961,37.89847666666667,-90.643,271.8,979.5111111111112
