MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
139,2024-08-01,2024-08-01T15:10:50Z,0.089,0.086,30.226,16.14,214.4,1.41,9.47,NA,9.6,157.5,151.9,0.07,99,0.008573761567773544,39.72301,-92.91932,244.9,984.6666666666666
139,2024-08-01,2024-08-01T15:10:54Z,0.126,0.129,30.228,16.16,214.6,1.12,8.96,NA,9.6,157.2,152.1,0.07,99,0.012180185084376701,39.72301,-92.91932,245,984.6666666666666
139,2024-08-01,2024-08-01T15:10:55Z,0.144,0.159,30.227,16.15,214.6,1.09,8.81,NA,9.6,157.2,152.2,0.07,99,0.013813282525857378,39.72301,-92.91933,245,984.6666666666666
139,2024-08-01,2024-08-01T15:11:10Z,0.227,0.233,30.229,16.21,215.4,1.34,9.3,NA,9.61,155.5,152.4,0.07,99,0.021842678279804028,39.72299,-92.91934,245.2,984.6666666666666
139,2024-08-01,2024-08-01T15:11:11Z,0.262,0.295,30.23,16.21,215.4,1.29,9.09,NA,9.61,155.5,152.5,0.07,99,0.025313010342950464,39.72299,-92.91934,245.2,984.6666666666666
139,2024-08-01,2024-08-01T15:11:12Z,0.32,0.33,30.23,16.23,215.6,1.15,8.55,NA,9.61,155.4,152.5,0.07,99,0.030892759934676103,39.72299,-92.91934,245.2,984.8000000000001
139,2024-08-01,2024-08-01T15:11:13Z,0.354,0.388,30.229,16.24,215.8,1.09,8.31,NA,9.61,155.3,152.5,0.07,99,0.03409090909090909,39.72298,-92.91934,245.2,984.6666666666666
139,2024-08-01,2024-08-01T15:11:14Z,0.437,0.46,30.229,16.23,215.6,1.05,8.66,NA,9.61,155.4,152.6,0.07,99,0.042120304844855745,39.72298,-92.91934,244.6,984.6666666666666
139,2024-08-01,2024-08-01T15:11:15Z,0.511,0.544,30.218,16.22,215.5,1.05,8.55,NA,9.61,155.4,152.6,0.07,99,0.0492651061513337,39.72298,-92.91934,244.5,984.6666666666666
139,2024-08-01,2024-08-01T15:11:16Z,0.588,0.611,30.179,16.23,215.5,1.07,8.08,NA,9.61,155.4,152.6,0.07,99,0.056682090364725095,39.72298,-92.91934,244.7,984.6666666666666
139,2024-08-01,2024-08-01T15:11:17Z,0.634,0.645,30.153,16.24,215.5,1.06,8.09,NA,9.61,155.3,152.4,0.07,99,0.06110506260206859,39.72298,-92.91934,244.8,984.8000000000001
