MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
117,2024-08-02,2024-08-02T10:28:57Z,0.144,0.14,29.708,8.91,117.3,1.45,2.88,NA,8.52,202.5,142.8,0.07,93,0.013881328252585737,38.90597,-92.12272,250.5,987.6
117,2024-08-02,2024-08-02T10:29:00Z,0.179,0.208,29.708,8.94,117.6,1.53,3.04,NA,8.57,201.6,142.7,0.07,93,0.01721556886227545,38.90597,-92.12272,250.8,987.6
117,2024-08-02,2024-08-02T10:29:01Z,0.219,0.229,29.722,8.94,117.8,1.56,3.08,NA,8.59,201.4,142.8,0.07,93,0.021026129559063692,38.90597,-92.12272,250.9,987.6
117,2024-08-02,2024-08-02T10:29:03Z,0.289,0.312,29.723,8.96,118.1,1.64,3.17,NA,8.62,200.8,143,0.07,93,0.027898747958628196,38.90597,-92.12272,251,987.7333333333332
117,2024-08-02,2024-08-02T10:29:04Z,0.357,0.395,29.724,8.97,118.1,1.62,3.22,NA,8.64,200.5,143,0.07,93,0.03436309199782254,38.90598,-92.12272,251.1,987.6
117,2024-08-02,2024-08-02T10:29:05Z,0.433,0.449,29.726,8.96,118.1,1.59,3.19,NA,8.65,200.3,143,0.07,93,0.041712030484485574,38.90598,-92.12273,251.1,987.6
117,2024-08-02,2024-08-02T10:29:06Z,0.477,0.501,29.724,8.97,118.1,1.6,3.13,NA,8.66,199.9,143,0.07,93,0.04593086554164399,38.90598,-92.12273,251,987.6
117,2024-08-02,2024-08-02T10:29:07Z,0.537,0.562,29.721,8.97,118.2,1.58,3.2,NA,8.67,199.6,142.9,0.07,93,0.05178279804028307,38.90598,-92.12273,250.9,987.6
117,2024-08-02,2024-08-02T10:29:08Z,0.605,0.613,29.719,8.97,118.1,1.54,3.28,NA,8.68,199.4,143,0.07,93,0.058247142079477406,38.90597,-92.12273,250.8,987.6
117,2024-08-02,2024-08-02T10:29:09Z,0.634,0.643,29.715,8.96,118.1,1.53,3.12,NA,8.69,199.1,143,0.07,93,0.06110506260206859,38.90597,-92.12273,250.5,987.6
