MULakeNumber,date_yyyy-mm-dd,time_hhmmss,depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,phycoerythrinTAL_RFU,turbidity_FNU,salinity_psu,specificConductivity_uSpcm,tds_mgpL,orp_mV,pH,latitude,longitude,altitude_m,barometerAirHandheld_mbars
440,2026-03-02,13:16:21,0.029,7.094,11.65,96.2,0.55,-0.08,0.7,NA,0.04,80.8,53,118.3,6.88,38.89359,-91.73746,245.3,993.0666666666666
440,2026-03-02,13:16:20,0.068,7.086,11.72,96.8,0.54,-0.06,0.57,NA,0.04,79.9,52,118.1,6.88,38.89359,-91.73746,245.1,993.2
440,2026-03-02,13:16:24,0.102,7.117,11.56,95.5,0.57,-0.07,0.53,NA,0.04,80.8,53,118.8,6.88,38.89359,-91.73747,245.4,993.2
440,2026-03-02,13:16:25,0.151,7.118,11.52,95.2,0.57,-0.05,0.79,NA,0.04,80.7,52,119.1,6.88,38.89359,-91.73747,245.4,993.2
440,2026-03-02,13:16:28,0.182,7.111,11.45,94.6,0.59,0,0.84,NA,0.04,80.8,53,119.7,6.88,38.89359,-91.73746,245.1,993.3333333333334
440,2026-03-02,13:16:30,0.216,7.118,11.42,94.3,0.66,-0.07,0.88,NA,0.04,80.8,53,119.9,6.88,38.89359,-91.73746,244.4,993.0666666666666
440,2026-03-02,13:16:31,0.256,7.12,11.4,94.2,0.64,-0.06,0.78,NA,0.04,80.9,53,120,6.88,38.89359,-91.73746,244.4,993.2
440,2026-03-02,13:16:33,0.295,7.123,11.37,93.9,0.68,-0.07,0.72,NA,0.04,80.7,52,120.3,6.88,38.89359,-91.73746,244.3,993.2
440,2026-03-02,13:16:34,0.337,7.121,11.35,93.8,0.72,-0.08,0.88,NA,0.04,80.8,52,120.6,6.89,38.89359,-91.73746,244.3,993.2
440,2026-03-02,13:16:35,0.362,7.117,11.33,93.7,0.72,-0.07,0.89,NA,0.04,80.8,53,120.8,6.89,38.89359,-91.73746,244.2,993.2
440,2026-03-02,13:16:36,0.385,7.114,11.32,93.5,0.74,-0.05,0.88,NA,0.04,80.8,53,120.9,6.89,38.89359,-91.73746,244.1,993.2
440,2026-03-02,13:16:37,0.432,7.113,11.31,93.4,0.73,-0.05,0.7,NA,0.04,80.8,53,121.2,6.89,38.89359,-91.73746,244.1,993.2
440,2026-03-02,13:16:40,0.491,7.104,11.27,93.1,0.81,-0.04,1.15,NA,0.04,80.9,53,121.8,6.89,38.89359,-91.73746,243.6,993.2
440,2026-03-02,13:16:42,0.554,7.104,11.25,93,0.77,-0.06,1.06,NA,0.04,80.8,53,122,6.89,38.89359,-91.73746,242.9,993.2
440,2026-03-02,13:16:43,0.612,7.103,11.25,92.9,0.78,-0.08,0.89,NA,0.04,80.9,53,122.2,6.89,38.89359,-91.73746,242.6,993.2
440,2026-03-02,13:16:44,0.682,7.1,11.23,92.8,0.77,-0.06,1.14,NA,0.04,80.9,53,122.4,6.9,38.8936,-91.73746,242.4,993.2
440,2026-03-02,13:16:45,0.761,7.092,11.22,92.7,0.79,-0.02,1.3,NA,0.04,80.9,53,122.7,6.9,38.89359,-91.73746,242.1,993.2
440,2026-03-02,13:16:46,0.832,7.089,11.21,92.6,0.85,-0.02,1.13,NA,0.04,80.9,53,123,6.9,38.89359,-91.73746,242.4,993.2
440,2026-03-02,13:16:47,0.914,7.088,11.21,92.5,0.85,-0.03,1.1,NA,0.04,80.9,53,123.2,6.9,38.89359,-91.73746,242.5,993.3333333333334
440,2026-03-02,13:16:48,0.957,7.082,11.19,92.4,0.82,-0.04,1.2,NA,0.04,81,53,123.5,6.9,38.89359,-91.73746,242.3,993.2
440,2026-03-02,13:16:49,0.986,7.074,11.19,92.4,0.77,-0.02,1.24,NA,0.04,81,53,123.8,6.9,38.89359,-91.73746,242.5,993.2
