MULakeNumber,date_yyyy-mm-dd,time_hhmmss,depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,phycoerythrinTAL_RFU,turbidity_FNU,salinity_psu,specificConductivity_uSpcm,tds_mgpL,orp_mV,pH,latitude,longitude,altitude_m,barometerAirHandheld_mbars
440,2026-05-28,13:15:01,0.061,28.349,8.72,112.2,0.4,0.07,1.08,NA,0.03,72.1,47,198.5,7.82,38.89396,-91.73743,241.3,988.2666666666668
440,2026-05-28,13:15:03,0.097,28.347,8.71,112,0.47,0.13,1.06,NA,0.03,72,47,199,7.82,38.89396,-91.73743,241.7,988.4
440,2026-05-28,13:15:04,0.177,28.275,8.69,111.6,0.44,0.07,1.24,NA,0.03,72,47,199.9,7.8,38.89396,-91.73743,241.8,988.4
440,2026-05-28,13:15:05,0.304,26.492,8.67,111,0.5,0.06,1.63,NA,0.03,73.9,48,200.3,7.8,38.89396,-91.73743,241.9,988.2666666666668
440,2026-05-28,13:15:06,0.411,26.551,8.81,109.4,0.59,0.08,1.84,NA,0.03,72.8,47,201,7.8,38.89396,-91.73743,242,988.4
440,2026-05-28,13:15:07,0.492,25.971,8.79,108.7,0.68,0.09,2.11,NA,0.03,72.6,47,201.6,7.8,38.89396,-91.73743,242.2,988.2666666666668
440,2026-05-28,13:15:08,0.563,25.366,8.89,108.7,0.89,0.05,3,NA,0.03,72.9,47,202.2,7.8,38.89396,-91.73743,242.3,988.4
440,2026-05-28,13:15:09,0.704,25.205,8.95,108.9,1.6,0.18,3.99,NA,0.03,72.2,47,203.3,7.79,38.89397,-91.73743,242.5,988.4
440,2026-05-28,13:15:10,0.799,23.443,8.56,103.8,2.2,0.36,6.93,NA,0.03,74,48,204.1,7.78,38.89397,-91.73744,242.5,988.2666666666668
440,2026-05-28,13:15:11,0.888,23.504,8.85,103.3,2.09,0.31,7.62,NA,0.03,73.2,48,204.5,7.78,38.89397,-91.73744,242.5,988.2666666666668
440,2026-05-28,13:15:12,1.001,22.058,8.47,97.4,1.71,0.27,5.47,NA,0.03,74.1,48,205.1,7.77,38.89397,-91.73744,242.4,988.4
440,2026-05-28,13:15:13,1.11,21.639,8.1,92.3,1.39,0.31,5.22,NA,0.03,74.3,48,205.8,7.76,38.89397,-91.73744,242.3,988.4
440,2026-05-28,13:15:14,1.173,21.579,7.44,84.4,1.36,0.33,5.03,NA,0.03,73.6,48,206.8,7.73,38.89397,-91.73744,242.4,988.2666666666668
440,2026-05-28,13:15:15,1.303,20.939,6.88,77.7,1.33,0.29,4.39,NA,0.03,73.6,48,208,7.7,38.89397,-91.73744,242.4,988.2666666666668
440,2026-05-28,13:15:16,1.431,20.231,6.47,71.8,1.19,0.22,3.77,NA,0.03,74.1,48,209.2,7.66,38.89397,-91.73744,242.6,988.2666666666668
440,2026-05-28,13:15:17,1.485,19.976,6.27,69.1,1.18,0.21,3.72,NA,0.03,74.3,48,209.7,7.63,38.89397,-91.73744,242.7,988.1333333333332
440,2026-05-28,13:15:18,1.542,19.794,5.63,61.7,1.37,0.22,3.96,NA,0.03,74.3,48,210.2,7.6,38.89397,-91.73744,242.8,988.2666666666668
440,2026-05-28,13:15:19,1.672,19.483,5.19,56.8,1.91,0.36,5.51,NA,0.03,74.5,48,211.5,7.57,38.89397,-91.73744,242.9,988.2666666666668
440,2026-05-28,13:15:20,1.785,18.952,4.81,52.1,2.15,0.73,7.55,NA,0.03,75.2,49,212.5,7.54,38.89397,-91.73744,242.8,988.1333333333332
440,2026-05-28,13:15:21,1.883,17.374,4.66,48.6,1.86,2.78,11.41,NA,0.04,77.9,51,213.7,7.52,38.89398,-91.73744,242.7,988.1333333333332
440,2026-05-28,13:15:22,1.953,15.937,4.55,47.1,1.84,4.58,15.73,NA,0.04,80.2,52,214.8,7.49,38.89398,-91.73743,242.6,988.1333333333332
440,2026-05-28,13:15:23,2.036,15.68,4.44,44.7,2.24,3.89,16.56,NA,0.04,81.4,53,216.3,7.46,38.89398,-91.73743,242.5,988.2666666666668
440,2026-05-28,13:15:24,2.1,15.682,4.15,41.8,2.6,2.95,16.42,NA,0.04,81.7,53,217.4,7.43,38.89398,-91.73743,242.4,988.2666666666668
440,2026-05-28,13:15:25,2.144,15.76,3.45,34.7,2.75,2.51,15.13,NA,0.04,81.7,53,217.9,7.41,38.89398,-91.73743,242.2,988.1333333333332
440,2026-05-28,13:15:26,2.286,13.825,3.39,32.9,2.83,2.12,12.25,NA,0.04,86.3,56,219.3,7.38,38.89398,-91.73743,242.1,988.1333333333332
440,2026-05-28,13:15:27,2.414,14.073,3.1,29.9,2.45,1.68,10.58,NA,0.04,86.5,56,220.5,7.35,38.89398,-91.73743,242,988.2666666666668
440,2026-05-28,13:15:28,2.485,13.904,2.88,28.1,1.99,1.64,9.83,NA,0.04,87.4,57,219,7.31,38.89398,-91.73743,242,988.1333333333332
440,2026-05-28,13:15:29,2.562,13.585,2.79,27,1.79,1.86,9.43,NA,0.04,89.2,58,193.8,7.27,38.89398,-91.73743,242.1,988.1333333333332
440,2026-05-28,13:15:30,2.677,13.145,2.6,24.9,1.78,2.06,11.4,NA,0.04,93.1,61,132.6,7.21,38.89398,-91.73743,242,988.2666666666668
440,2026-05-28,13:15:31,2.715,12.93,2.44,23.1,2.24,2.51,14.82,NA,0.04,95.9,62,103.8,7.12,38.89398,-91.73743,242,988.4
440,2026-05-28,13:15:32,2.753,12.969,2.29,21.7,2.72,3.24,15.77,NA,0.05,97.4,63,85.9,7.07,38.89398,-91.73743,242,988.4
440,2026-05-28,13:15:33,2.82,12.969,2.16,20.5,3.35,3.52,19.04,NA,0.05,98.2,64,79.5,7.04,38.89398,-91.73742,242.1,988.2666666666668
440,2026-05-28,13:15:34,2.868,12.995,2.04,19.3,4.08,3.57,22.8,NA,0.05,98.1,64,73.9,7.02,38.89398,-91.73742,242.2,988.2666666666668
