MULakeNumber,date_yyyy-mm-dd,time_hhmmss,depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,phycoerythrinTAL_RFU,turbidity_FNU,salinity_psu,specificConductivity_uSpcm,tds_mgpL,orp_mV,pH,latitude,longitude,altitude_m,barometerAirHandheld_mbars
440,2026-02-13,10:25:31,0.063,5.097,11.02,86.5,0.58,0.23,-5.55,NA,0.04,84.6,55,231.8,6.92,38.89368,-91.73736,243.6,991.4666666666668
440,2026-02-13,10:25:34,0.158,5.028,10.98,86.1,0.57,0.2,-5.99,NA,0.04,84.4,55,232.6,6.92,38.89368,-91.73736,243.3,991.6
440,2026-02-13,10:25:35,0.227,4.981,10.97,85.9,0.55,0.24,-6.12,NA,0.04,84.2,55,233.5,6.91,38.89368,-91.73736,243.2,991.6
440,2026-02-13,10:25:36,0.265,5.001,10.97,85.9,0.54,0.24,-5.86,NA,0.04,84.1,55,234.4,6.89,38.89368,-91.73736,243.2,991.6
440,2026-02-13,10:25:37,0.312,5.018,10.96,85.9,0.53,0.24,-5.78,NA,0.04,84.2,55,234.8,6.88,38.89368,-91.73736,243.2,991.6
440,2026-02-13,10:25:38,0.345,5.009,10.94,85.7,0.53,0.22,-5.94,NA,0.04,84.2,55,235.1,6.88,38.89368,-91.73736,243.2,991.7333333333332
440,2026-02-13,10:25:39,0.387,5,10.93,85.6,0.56,0.26,-5.73,NA,0.04,84.3,55,235.2,6.89,38.89368,-91.73736,243.3,991.6
440,2026-02-13,10:25:41,0.444,4.963,10.92,85.4,0.55,0.15,-5.3,NA,0.04,84.3,55,235.8,6.88,38.89368,-91.73736,243.6,991.6
440,2026-02-13,10:25:43,0.491,4.947,10.91,85.4,0.56,0.21,-5.3,NA,0.04,84.3,55,236.6,6.88,38.89368,-91.73735,243.7,991.4666666666668
440,2026-02-13,10:25:44,0.546,4.915,10.9,85.2,0.54,0.25,-5.25,NA,0.04,84.4,55,236.8,6.88,38.89368,-91.73735,243.8,991.4666666666668
440,2026-02-13,10:25:45,0.577,4.906,10.9,85.2,0.58,0.27,-5.34,NA,0.04,84.4,55,237,6.88,38.89368,-91.73735,243.9,991.6
440,2026-02-13,10:25:46,0.598,4.898,10.9,85.2,0.61,0.2,-5.14,NA,0.04,84.4,55,237,6.88,38.89368,-91.73735,244.1,991.6
440,2026-02-13,10:25:47,0.631,4.895,10.9,85.1,0.57,0.19,-5.12,NA,0.04,84.5,55,237.3,6.88,38.89368,-91.73735,244.4,991.4666666666668
440,2026-02-13,10:25:48,0.665,4.897,10.89,85.1,0.56,0.21,-4.91,NA,0.04,84.4,55,237.4,6.88,38.89368,-91.73735,244.5,991.6
440,2026-02-13,10:25:51,0.713,4.889,10.88,84.9,0.68,0.24,-5.04,NA,0.04,84.3,55,237.8,6.89,38.89368,-91.73735,244.8,991.4666666666668
