MULakeNumber,date,dateTime,depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,phycoerythrinTAL_RFU,turbidity_FNU,salinity_psu,specificConductivity_uSpcm,tds_mgpL,orp_mV,pH,latitude,longitude,altitude_m,barometerAirHandheld_mbars
440,2025-09-12,2025-09-12T12:56:21Z,1.389,22.61,9.14,106,2.56,0.37,3.77,NA,0.04,88.6,58,170.6,8.27,38.89354,-91.73759,243.5,989.4666666666668
440,2025-09-12,2025-09-12T12:56:22Z,1.482,22.365,9.07,104.7,2.67,0.34,4.02,NA,0.04,88.5,58,171.2,8.27,38.89354,-91.73759,243.7,989.4666666666668
440,2025-09-12,2025-09-12T12:56:23Z,1.574,22.174,9.03,103.8,2.8,0.38,4.26,NA,0.04,88.3,57,172,8.26,38.89354,-91.73759,243.5,989.4666666666668
440,2025-09-12,2025-09-12T12:56:24Z,1.624,22.12,8.99,103.1,2.91,0.46,4.39,NA,0.04,88.2,57,172.7,8.25,38.89354,-91.73759,243.4,989.4666666666668
440,2025-09-12,2025-09-12T12:56:25Z,1.713,22.004,8.86,101.5,2.95,0.4,4.45,NA,0.04,88.4,57,173.4,8.25,38.89354,-91.73759,243.3,989.4666666666668
440,2025-09-12,2025-09-12T12:56:26Z,1.787,21.868,8.73,99.7,3.02,0.37,4.98,NA,0.04,88.6,58,174.1,8.24,38.89354,-91.73759,243.3,989.7333333333332
440,2025-09-12,2025-09-12T12:56:27Z,1.836,21.865,8.59,98.1,3.15,0.45,5.33,NA,0.04,88.4,57,174.7,8.23,38.89354,-91.73759,243.3,989.6
440,2025-09-12,2025-09-12T12:56:28Z,1.858,21.782,8.46,96.4,3.13,0.49,5.29,NA,0.04,88.4,57,175.3,8.22,38.89354,-91.73759,243.4,989.6
440,2025-09-12,2025-09-12T12:56:29Z,1.927,21.695,8.28,94.2,3.16,0.49,5.37,NA,0.04,88.4,57,175.8,8.22,38.89354,-91.73759,243.6,989.6
440,2025-09-12,2025-09-12T12:56:30Z,2.011,21.648,8.12,92.3,3.19,0.53,5.38,NA,0.04,88.3,57,176.6,8.21,38.89354,-91.73759,243.6,989.4666666666668
440,2025-09-12,2025-09-12T12:56:33Z,2.111,21.426,7.52,85.2,3.29,0.49,5.29,NA,0.04,88.5,58,178.1,8.19,38.89354,-91.73759,243.9,989.4666666666668
440,2025-09-12,2025-09-12T12:56:34Z,2.235,21.373,7.3,82.6,3.27,0.5,5.11,NA,0.04,88.4,57,178.7,8.18,38.89354,-91.73759,243.9,989.4666666666668
440,2025-09-12,2025-09-12T12:56:35Z,2.303,21.323,6.7,75.7,3.14,0.57,5.25,NA,0.04,88.4,57,179.5,8.17,38.89354,-91.73759,244.1,989.6
440,2025-09-12,2025-09-12T12:56:36Z,2.407,21.29,6.32,71.3,3.22,0.66,7.06,NA,0.04,88.3,57,179.9,8.16,38.89354,-91.73759,244.2,989.4666666666668
440,2025-09-12,2025-09-12T12:56:37Z,2.5,21.177,5.81,65.5,3.61,0.89,41.3,NA,0.04,88.3,57,180.5,8.16,38.89354,-91.73759,244.7,989.6
440,2025-09-12,2025-09-12T12:56:38Z,2.586,21.151,5.61,63.1,6.54,2.03,NA,NA,0.04,88.3,57,181.1,8.14,38.89354,-91.73759,245,989.6
440,2025-09-12,2025-09-12T12:56:39Z,2.633,21.107,5,56.2,13.89,5.4,NA,NA,0.04,88.4,57,181.7,8.13,38.89354,-91.73759,245.2,989.6
440,2025-09-12,2025-09-12T12:56:40Z,2.674,20.972,4.68,52.5,17.78,7.43,NA,NA,0.04,88.8,58,182.3,8.12,38.89354,-91.73759,245.3,989.4666666666668
440,2025-09-12,2025-09-12T12:56:41Z,2.756,20.949,4.33,48.6,16.66,6.84,NA,NA,0.04,89,58,182.8,8.11,38.89354,-91.73759,245.3,989.6
440,2025-09-12,2025-09-12T12:56:42Z,2.838,20.843,4.15,46.5,13.45,5.34,77.55,NA,0.04,89.9,58,185,8.08,38.89354,-91.73759,245.3,989.6
440,2025-09-12,2025-09-12T12:56:43Z,2.881,20.619,3.97,44.4,11.36,4.14,54.23,NA,0.04,91.2,59,190.8,8.01,38.89354,-91.73759,245.2,989.4666666666668
440,2025-09-12,2025-09-12T12:56:44Z,2.934,20.276,3.67,40.6,8.95,2.93,39.9,NA,0.04,97.2,63,194.1,7.93,38.89354,-91.73759,245.2,989.4666666666668
440,2025-09-12,2025-09-12T12:56:45Z,2.999,20.195,3.41,37.7,5.76,1.78,37.55,NA,0.05,107.9,70,195.6,7.86,38.89354,-91.73759,245.2,989.7333333333332
440,2025-09-12,2025-09-12T12:56:46Z,3.052,20.053,3.19,35.2,5.75,1.81,29.5,NA,0.05,114.1,74,196.3,7.78,38.89355,-91.73759,245.1,989.4666666666668
440,2025-09-12,2025-09-12T12:56:47Z,3.1,19.884,2.94,32.3,6.08,1.93,19.92,NA,0.05,117.9,77,193.3,7.7,38.89355,-91.73759,245.1,989.6
440,2025-09-12,2025-09-12T12:56:48Z,3.153,19.812,2.75,30.1,5.53,1.64,16.57,NA,0.06,124.3,81,188.8,7.62,38.89355,-91.73759,244.9,989.6
440,2025-09-12,2025-09-12T12:56:49Z,3.21,19.567,2.56,28,4.23,1.14,13.57,NA,0.06,132.4,86,171.5,7.56,38.89355,-91.73759,244.9,989.6
440,2025-09-12,2025-09-12T12:56:50Z,3.25,19.222,2.43,26.4,3.29,0.81,13.16,NA,0.07,144.8,94,158.3,7.52,38.89355,-91.73759,244.6,989.6
440,2025-09-12,2025-09-12T12:56:51Z,3.297,19.097,2.26,24.5,3.33,0.77,11.57,NA,0.08,167,109,143.7,7.46,38.89355,-91.73759,244.6,989.6
440,2025-09-12,2025-09-12T12:56:52Z,3.361,18.834,2.13,23,3.11,0.7,8.31,NA,0.09,184.4,120,121.9,7.39,38.89355,-91.73759,244.6,989.6
440,2025-09-12,2025-09-12T12:56:53Z,3.422,18.649,1.99,21.3,2.8,0.64,7.31,NA,0.09,190.4,124,94,7.24,38.89355,-91.73759,244.5,989.7333333333332
440,2025-09-12,2025-09-12T12:56:54Z,3.456,18.549,1.89,20.2,2.74,0.63,7.34,NA,0.09,197.6,128,61.3,7.16,38.89355,-91.73759,244.6,989.6
440,2025-09-12,2025-09-12T12:56:55Z,3.502,18.449,1.79,19.1,2.83,0.62,7.65,NA,0.1,205.3,133,32,7.11,38.89355,-91.73759,244.7,989.4666666666668
440,2025-09-12,2025-09-12T12:56:56Z,3.559,18.267,1.7,18.1,2.91,0.64,7.67,NA,0.1,218.5,142,16.2,7.07,38.89355,-91.73759,244.9,989.6
440,2025-09-12,2025-09-12T12:56:57Z,3.612,17.796,1.59,16.9,2.99,0.68,7.05,NA,0.11,235.6,153,-5,7.05,38.89355,-91.73759,244.9,989.4666666666668
440,2025-09-12,2025-09-12T12:56:58Z,3.685,17.445,1.51,15.8,2.97,0.69,7.28,NA,0.12,249.9,162,-20.1,6.99,38.89355,-91.73759,244.7,989.6
440,2025-09-12,2025-09-12T12:56:59Z,3.72,17.064,1.47,15.3,2.97,0.69,7.48,NA,0.12,255.5,166,-33.6,6.95,38.89355,-91.73759,244.5,989.4666666666668
440,2025-09-12,2025-09-12T12:57:00Z,3.754,16.684,1.43,14.7,3.05,0.68,7.62,NA,0.12,261.8,170,-46.9,6.9,38.89355,-91.73759,244.3,989.4666666666668
440,2025-09-12,2025-09-12T12:57:01Z,3.783,16.742,1.34,13.8,3.03,0.65,6.97,NA,0.13,266.3,173,-61,6.87,38.89355,-91.73759,244.1,989.4666666666668
440,2025-09-12,2025-09-12T12:57:02Z,3.838,16.668,1.27,13.1,3.28,0.79,7.75,NA,0.13,271.2,176,-65.6,6.84,38.89355,-91.73759,244,989.4666666666668
440,2025-09-12,2025-09-12T12:57:03Z,3.87,16.093,1.23,12.6,3.64,1.18,10.5,NA,0.13,276.7,180,-71.3,6.82,38.89355,-91.73759,244,989.6
440,2025-09-12,2025-09-12T12:57:04Z,3.89,15.943,1.21,12.3,3.87,1.47,10.91,NA,0.13,279,181,-75.3,6.79,38.89354,-91.73759,244,989.6
440,2025-09-12,2025-09-12T12:57:05Z,3.91,16.039,1.17,11.9,4.39,1.62,9.39,NA,0.13,279.8,182,-76.5,6.77,38.89354,-91.73759,243.9,989.4666666666668
440,2025-09-12,2025-09-12T12:57:06Z,3.931,16.041,1.12,11.4,4.79,1.59,10.08,NA,0.14,286.4,186,-79.7,6.75,38.89354,-91.73759,243.7,989.6
440,2025-09-12,2025-09-12T12:57:08Z,3.961,16.123,1.03,10.4,5.25,1.61,14.73,NA,0.15,303.3,197,-85.2,6.73,38.89354,-91.7376,243.3,989.4666666666668
