MULakeNumber,date_yyyy-mm-dd,time_hhmmss,depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,phycoerythrinTAL_RFU,turbidity_FNU,salinity_psu,specificConductivity_uSpcm,tds_mgpL,orp_mV,pH,latitude,longitude,altitude_m,barometerAirHandheld_mbars
219,2025-10-06,11:53:48,0.126,24.011,7.53,89.5,3.69,1.5,2.31,NA,0.09,197.8,129,-31.4,7.02,38.9942,-92.48838,234.6,990.4
219,2025-10-06,11:53:49,0.152,24.013,7.54,89.6,3.98,1.51,2.4,NA,0.09,197.9,129,-30.6,7.03,38.9942,-92.48838,234.5,990.4
219,2025-10-06,11:53:50,0.204,24.015,7.54,89.6,4.1,1.54,2.43,NA,0.09,197.9,129,-29.8,7.04,38.9942,-92.48838,234.5,990.4
219,2025-10-06,11:53:51,0.249,24.013,7.54,89.7,3.93,1.6,2.64,NA,0.09,197.8,129,-29,7.05,38.9942,-92.48838,234.5,990.4
219,2025-10-06,11:53:52,0.277,24.01,7.55,89.7,3.89,1.69,2.73,NA,0.09,197.8,129,-28.1,7.06,38.9942,-92.48838,234.5,990.4
219,2025-10-06,11:53:53,0.324,24.009,7.55,89.8,4.05,1.68,2.71,NA,0.09,197.9,129,-27.3,7.07,38.9942,-92.48838,234.4,990.4
219,2025-10-06,11:53:54,0.392,24.006,7.55,89.8,4.09,1.63,2.59,NA,0.09,198,129,-26.3,7.08,38.9942,-92.48838,234.3,990.5333333333332
219,2025-10-06,11:53:55,0.497,23.995,7.56,89.8,4.08,1.65,2.84,NA,0.09,198,129,-25.5,7.09,38.9942,-92.48838,234.2,990.4
219,2025-10-06,11:53:56,0.613,23.97,7.56,89.9,4.2,1.65,3.05,NA,0.09,198,129,-24.8,7.1,38.9942,-92.48838,234.3,990.5333333333332
219,2025-10-06,11:53:57,0.708,23.946,7.56,89.8,4.25,1.62,2.91,NA,0.09,198,129,-24.1,7.11,38.9942,-92.48838,234.2,990.5333333333332
219,2025-10-06,11:53:58,0.789,23.936,7.55,89.6,4.05,1.61,3.02,NA,0.09,198.1,129,-23.3,7.12,38.9942,-92.48838,234.2,990.5333333333332
219,2025-10-06,11:53:59,0.847,23.927,7.52,89.3,3.88,1.62,3.09,NA,0.09,198.1,129,-22.5,7.13,38.9942,-92.48838,234.1,990.4
219,2025-10-06,11:54:00,0.873,23.92,7.5,89,4.13,1.65,3.03,NA,0.09,198.1,129,-21.7,7.13,38.9942,-92.48838,234.1,990.4
219,2025-10-06,11:54:01,0.955,23.901,7.48,88.8,4.29,1.66,2.94,NA,0.09,198.2,129,-20.7,7.14,38.9942,-92.48838,234.1,990.5333333333332
219,2025-10-06,11:54:02,1.021,23.887,7.46,88.5,4.23,1.64,2.84,NA,0.09,198.2,129,-19.9,7.14,38.99419,-92.48838,234.3,990.4
219,2025-10-06,11:54:03,1.079,23.88,7.44,88.3,4.27,1.69,2.94,NA,0.09,198.1,129,-19.1,7.15,38.99419,-92.48838,234.3,990.2666666666668
219,2025-10-06,11:54:04,1.126,23.871,7.43,88.1,4.39,1.72,3.04,NA,0.09,198.1,129,-18.3,7.15,38.99419,-92.48837,234.6,990.4
219,2025-10-06,11:54:05,1.178,23.87,7.42,87.9,4.4,1.63,3.16,NA,0.09,198.1,129,-17.4,7.16,38.99419,-92.48837,234.8,990.2666666666668
219,2025-10-06,11:54:06,1.234,23.869,7.41,87.8,4.41,1.6,3.22,NA,0.09,198.1,129,-16.6,7.17,38.99419,-92.48837,235,990.4
219,2025-10-06,11:54:07,1.258,23.867,7.39,87.6,4.5,1.59,3.34,NA,0.09,198.1,129,-15.8,7.17,38.99419,-92.48837,235.2,990.5333333333332
219,2025-10-06,11:54:08,1.311,23.866,7.38,87.5,4.35,1.56,3.23,NA,0.09,198.1,129,-14.9,7.18,38.99419,-92.48837,235.3,990.4
219,2025-10-06,11:54:09,1.343,23.864,7.38,87.4,4.32,1.62,3.19,NA,0.09,198.1,129,-14.1,7.18,38.99419,-92.48837,235.3,990.2666666666668
219,2025-10-06,11:54:10,1.39,23.861,7.36,87.3,4.43,1.62,3.58,NA,0.09,198.1,129,-13.2,7.18,38.99419,-92.48837,235.3,990.4
