KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,10/24/2023 22:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,2.08,10.97,143.2,4.174,174.6,87.2,89.5,8.56,276.5,5.93,0.08,172.2,0.74,0.54,112,107.63,0,NA,-53.1,16.195,4.201,39.6633,-92.9962,229.8,0,12,740.7
,,,STANDARD DEVIATION:,0.75,3.96,0.8,2.304,0.9,9.9,10.1,0.91,12.1,3.274,0,0.8,0.19,0.22,1,478.05,0,0.3,17.5,0.372,2.299,0,0.00001,0.3,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,17F103116,17F103116,18D101260,18F101461,18D101260,18D104463,18D104463,18D104463,17E101062,18F101461,18D101260,18D101260,17F103116,17F103116,18D101260,17F102796,17F102796,17E101062,17E101062,18D101260,18F101461,18F101544,18F101544,18F101544,18F101544,18F101544,18F101544
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,ORP mV,Pressure psi a,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
10/24/2023,12:47:37,0,139,1.89,9.99,145.2,0.229,174,98.9,101.6,9.57,258.2,0.325,0.08,171.7,0.72,0.53,112,2.33,0,7.95,-79.4,16.91,0.227,39.66331,-92.99619,229.9,0,12,740.8
10/24/2023,12:47:38,0,139,1.87,9.88,145.2,0.221,174,98.9,101.6,9.58,258.3,0.314,0.08,171.7,0.66,0.45,112,2.37,0,7.95,-79.4,16.917,0.223,39.66331,-92.99619,229.9,0,12,740.7
10/24/2023,12:47:39,0,139,1.88,9.94,145.2,0.232,174,98.9,101.6,9.58,258.3,0.329,0.08,171.7,0.71,0.51,112,2.49,0,7.95,-79.3,16.92,0.239,39.66331,-92.99619,230.1,0,12,740.8
10/24/2023,12:47:40,0,139,1.84,9.74,145.1,0.283,173.9,98.9,101.5,9.57,258.3,0.402,0.08,171.6,0.78,0.59,112,2.56,0,7.95,-79.1,16.9,0.3,39.66331,-92.99619,230.1,0,12,740.8
10/24/2023,12:47:41,0,139,1.93,10.22,145,0.329,173.9,98.9,101.6,9.58,258.4,0.467,0.08,171.7,0.61,0.39,112,2.56,0,7.95,-79,16.882,0.355,39.6633,-92.99619,230,0,12,740.8
