MULakeNumber,date_yyyy-mm-dd,time_hhmmss,depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,phycoerythrinTAL_RFU,turbidity_FNU,salinity_psu,specificConductivity_uSpcm,tds_mgpL,orp_mV,pH,latitude,longitude,altitude_m,barometerAirHandheld_mbars
112,2025-02-03,12:05:54,0.16333333333333333,5.321666666666666,12.776666666666666,100.93333333333334,0.16,-0.10666666666666667,0.58,NA,0.11333333333333331,241.66666666666663,157,254.93333333333337,7.92,37.89866,-90.64285,273.06666666666666,977.6888888888888
112,2025-02-03,12:05:57,0.44366666666666665,5.318666666666666,12.776666666666666,100.96666666666668,0.14666666666666667,-0.03,0.64,NA,0.12,241.8,157,255.03333333333333,7.923333333333333,37.89866,-90.64285,273.03333333333336,977.7777777777776
112,2025-02-03,12:06:00,0.8353333333333333,5.267333333333333,12.783333333333331,100.83333333333331,0.17,-0.05666666666666666,0.7233333333333333,NA,0.12,242.03333333333333,157,255.2,7.93,37.89866,-90.64284,272.9,977.7333333333332
112,2025-02-03,12:06:03,1.1436666666666666,5.252,12.8,100.96666666666668,0.17,-0.06333333333333334,0.6666666666666666,NA,0.11666666666666668,241.7,157,255,7.936666666666667,37.89865666666667,-90.64284,273.03333333333336,977.7333333333332
112,2025-02-03,12:06:06,1.290333333333333,5.187333333333333,12.806666666666668,100.86666666666667,0.17333333333333334,-0.04,0.7966666666666666,NA,0.11333333333333331,241.63333333333333,157,254.56666666666663,7.953333333333333,37.89866,-90.64283,273,977.7777777777776
112,2025-02-03,12:06:09,1.4186666666666667,5.178333333333333,12.813333333333334,100.86666666666667,0.16666666666666666,-0.05,0.7866666666666666,NA,0.11,241.56666666666663,157,254.4,7.96,37.89866,-90.64283,272.93333333333334,977.7333333333332
112,2025-02-03,12:06:12,1.5773333333333333,5.184,12.82,100.93333333333334,0.21,-0.03333333333333333,0.7433333333333333,NA,0.11666666666666668,241.76666666666668,157,254.36666666666667,7.966666666666667,37.89866,-90.64282,272.8,977.7777777777776
112,2025-02-03,12:06:15,1.736,5.184,12.826666666666666,101,0.19333333333333333,-0.04666666666666667,0.7966666666666666,NA,0.12,241.96666666666667,157,254.2,7.97,37.89865,-90.64282,272.8,977.5555555555557
112,2025-02-03,12:06:18,1.848666666666667,5.1899999999999995,12.833333333333334,101.03333333333332,0.18666666666666668,-0.01,0.7566666666666667,NA,0.12,241.9,157,254.2,7.976666666666667,37.89865,-90.64282,272.46666666666664,977.7333333333332
112,2025-02-03,12:06:21,1.943,5.223,12.836666666666666,101.16666666666669,0.2,-0.02333333333333333,0.7566666666666667,NA,0.11666666666666668,241.7,157,254.13333333333333,7.98,37.89865,-90.64282,272.2,977.7333333333332
112,2025-02-03,12:06:24,2.117,5.245,12.826666666666666,101.16666666666669,0.21,0.01333333333333333,0.7466666666666667,NA,0.11,241.4,157,254.33333333333337,7.98,37.89865,-90.64282,272.26666666666665,977.7333333333332
112,2025-02-03,12:06:27,2.285,5.248,12.833333333333334,101.2,0.21333333333333335,-0.07,0.8866666666666667,NA,0.11333333333333331,241.7,157,254.46666666666667,7.98,37.89865,-90.64282,272.3666666666667,977.6888888888888
112,2025-02-03,12:06:30,2.4586666666666668,5.246,12.836666666666666,101.2,0.23666666666666664,-0.08333333333333334,0.74,NA,0.12,242.06666666666663,157,254.56666666666663,7.98,37.89865,-90.64282,272.3333333333333,977.7777777777776
112,2025-02-03,12:06:33,2.606,5.200666666666667,12.84,101.16666666666669,0.25666666666666665,-0.07,0.8633333333333333,NA,0.12,242.3,157.33333333333334,254.66666666666663,7.983333333333333,37.89865,-90.64282,272.3,977.8222222222222
112,2025-02-03,12:06:36,2.774,5.135,12.863333333333332,101.2,0.29333333333333333,-0.10333333333333332,0.8833333333333333,NA,0.12,242.4,158,254.8,7.99,37.89865,-90.64282,272.4,977.7333333333332
112,2025-02-03,12:06:39,2.947,5.117333333333334,12.86,101.1,0.4066666666666667,-0.09,1.12,NA,0.12,242.1,157.33333333333334,254.7,7.99,37.89865,-90.64282,272.6,977.6
112,2025-02-03,12:06:42,3.056666666666666,5.1113333333333335,12.856666666666666,101.03333333333332,0.31,-0.05333333333333334,1.0033333333333334,NA,0.12,241.93333333333337,157,254.63333333333333,8,37.89865,-90.64281666666666,272.6,977.7777777777776
112,2025-02-03,12:06:45,3.183,5.078,12.86,101,0.35333333333333333,-0.03666666666666667,1.0933333333333335,NA,0.12,242.2,157.33333333333334,254.73333333333332,8,37.89865,-90.64281,272.6,977.7333333333332
112,2025-02-03,12:06:48,3.343,5.053,12.873333333333331,101,0.36,-0.03666666666666667,1.2266666666666666,NA,0.12,242.2,157,254.93333333333337,8,37.89865,-90.64281,272.93333333333334,977.6
112,2025-02-03,12:06:51,3.538333333333333,5.052666666666667,12.89,101.1,0.44666666666666666,-0.03,1.22,NA,0.11666666666666668,241.9,157,254.96666666666667,8,37.89864333333333,-90.64281,273,977.6
112,2025-02-03,12:06:54,3.7296666666666662,5.063000000000001,12.883333333333336,101.13333333333333,0.5333333333333333,-0.01333333333333333,1.2533333333333334,NA,0.11,241.6,157,255,8,37.89865,-90.64281,273.1333333333333,977.6444444444444
112,2025-02-03,12:06:57,3.881,5.056666666666667,12.873333333333331,101,0.5733333333333334,-0.01333333333333333,1.6733333333333331,NA,0.11,241.63333333333333,157,255.2,8,37.89865,-90.64281,273.3333333333333,977.6888888888888
112,2025-02-03,12:07:00,4.037333333333334,5.054666666666667,12.88,101.03333333333332,0.65,-0.01,1.63,NA,0.12,241.9,157,255.2,8.01,37.89864333333333,-90.64281,273.3,977.6444444444444
112,2025-02-03,12:07:03,4.217666666666667,5.040666666666667,12.88,101.03333333333332,0.8133333333333334,0.03333333333333333,1.96,NA,0.12,242.06666666666663,157,255.2,8.01,37.89865,-90.64281,273.3333333333333,977.6444444444444
112,2025-02-03,12:07:06,4.364333333333334,5.022666666666667,12.883333333333336,101,1.06,0.02666666666666666,2.013333333333333,NA,0.12,242,157,255.23333333333332,8.01,37.89865,-90.64281,273.59999999999997,977.7333333333332
112,2025-02-03,12:07:09,4.491333333333333,5.018,12.88,101,1.163333333333333,0.04333333333333333,2.3666666666666667,NA,0.11333333333333331,241.8,157,255.3,8.01,37.89865,-90.64281333333334,273.9,977.6888888888888
112,2025-02-03,12:07:12,4.62,5.018,12.88,101,1.2533333333333334,-0.02,2.53,NA,0.11,241.7,157,255.3,8.016666666666666,37.89865,-90.64282,273.6666666666667,977.6444444444444
112,2025-02-03,12:07:15,4.738333333333333,5.017666666666667,12.88,101,1.39,-0.03333333333333333,2.8266666666666667,NA,0.11666666666666668,241.86666666666667,157,255.3,8.02,37.89864333333333,-90.64282,273.56666666666666,977.7333333333332
112,2025-02-03,12:07:18,4.872,5.015,12.876666666666669,100.93333333333334,1.45,-0.04333333333333333,3.15,NA,0.12,241.9,157,255.33333333333337,8.02,37.89864,-90.64282,273.6333333333333,977.6
112,2025-02-03,12:07:21,4.9879999999999995,5.007666666666666,12.886666666666668,101,1.5266666666666666,-0.10333333333333332,3.3,NA,0.12,241.93333333333337,157,255.4,8.02,37.89864,-90.64282,274,977.6888888888888
112,2025-02-03,12:07:24,5.081333333333333,5.003666666666667,12.883333333333336,101,1.48,-0.03333333333333333,3.2266666666666666,NA,0.11333333333333331,241.83333333333337,157,255.46666666666667,8.02,37.89864,-90.64282,274.03333333333336,977.7333333333332
112,2025-02-03,12:07:27,5.161333333333333,4.995666666666667,12.88,100.93333333333334,1.6033333333333333,-0.08333333333333333,3.376666666666667,NA,0.11,241.7,157,255.53333333333333,8.02,37.89865,-90.64282,274,977.7333333333332
112,2025-02-03,12:07:30,5.275666666666667,4.990666666666667,12.88,100.9,1.65,-0.06,3.45,NA,0.11,241.8,157,255.6,8.02,37.89865,-90.64282,273.8666666666667,977.7777777777776
112,2025-02-03,12:07:33,5.402333333333333,4.975666666666667,12.886666666666668,100.9,1.85,-0.05666666666666666,3.65,NA,0.12,242,157,255.6,8.026666666666666,37.89865,-90.64282,273.53333333333336,977.7333333333332
112,2025-02-03,12:07:36,5.532333333333333,4.973333333333334,12.893333333333334,100.96666666666668,1.7,-0.08,3.77,NA,0.12,242.2,157,255.7,8.03,37.89865,-90.64282,273.26666666666665,977.6888888888888
112,2025-02-03,12:07:39,5.649333333333334,4.966,12.893333333333334,100.93333333333334,1.72,0.00333333333333333,3.643333333333333,NA,0.11666666666666668,241.9,157,255.7,8.03,37.89865,-90.64282,273.1666666666667,977.6
112,2025-02-03,12:07:42,5.769,4.961,12.893333333333334,100.93333333333334,1.8633333333333333,-0.04666666666666667,3.53,NA,0.11,241.76666666666668,157,255.7,8.03,37.89865,-90.64282333333334,273.1666666666667,977.6
112,2025-02-03,12:07:45,5.904333333333333,4.959333333333333,12.893333333333334,100.9,1.8966666666666667,0.02333333333333333,3.6566666666666663,NA,0.11,241.66666666666663,157,255.73333333333332,8.03,37.89865,-90.64283,273.4,977.6444444444444
112,2025-02-03,12:07:48,6.058666666666666,4.9526666666666666,12.89,100.86666666666667,1.98,0.06,3.6566666666666663,NA,0.11333333333333331,241.83333333333337,157,255.8,8.03,37.89865,-90.64283666666668,273.4,977.5555555555557
112,2025-02-03,12:07:51,6.143,4.905666666666667,12.89,100.8,1.9933333333333336,0.03,3.77,NA,0.12,242.2,157,255.66666666666663,8.036666666666665,37.89866,-90.64284,273.23333333333335,977.7333333333332
112,2025-02-03,12:07:54,6.254333333333333,4.900333333333333,12.9,100.8,1.95,0.04333333333333333,3.786666666666666,NA,0.12,242.1,157,255.4,8.043333333333333,37.89866,-90.64284,273,977.6888888888888
112,2025-02-03,12:07:57,6.374666666666666,4.896,12.893333333333334,100.76666666666668,1.9666666666666663,0.03333333333333333,4.1000000000000005,NA,0.11333333333333331,241.8,157,255.46666666666667,8.043333333333333,37.89866,-90.64285,273.1666666666667,977.6
112,2025-02-03,12:08:00,6.479333333333333,4.902333333333333,12.886666666666668,100.73333333333332,1.9733333333333332,0.00333333333333333,3.776666666666667,NA,0.11,241.5,157,255.43333333333337,8.05,37.89866,-90.64285,273.26666666666665,977.6444444444444
112,2025-02-03,12:08:03,6.576666666666666,4.9013333333333335,12.88,100.7,1.9066666666666665,-0.02666666666666667,3.8333333333333335,NA,0.11,241.66666666666663,157,255.56666666666663,8.05,37.89866,-90.64285,273.3666666666667,977.6888888888888
112,2025-02-03,12:08:06,6.689666666666667,4.885666666666666,12.886666666666668,100.7,1.9566666666666663,-0.05333333333333334,4.013333333333334,NA,0.11666666666666668,242.06666666666663,157,255.83333333333337,8.043333333333333,37.89866,-90.64286,273.23333333333335,977.5555555555557
112,2025-02-03,12:08:09,6.817666666666667,4.867333333333334,12.88,100.6,1.9733333333333336,-0.07333333333333333,3.88,NA,0.12,242.06666666666663,157,256.03333333333336,8.04,37.89866,-90.64286333333334,273.46666666666664,977.6444444444444
112,2025-02-03,12:08:12,6.956333333333333,4.851666666666667,12.873333333333331,100.5,1.93,-0.04,3.7733333333333334,NA,0.11,241.76666666666668,157,256.1666666666667,8.04,37.89866,-90.64287,273.4,977.6444444444444
112,2025-02-03,12:08:15,7.078666666666667,4.829666666666666,12.883333333333336,100.53333333333332,1.903333333333333,-0.07333333333333333,3.74,NA,0.11,241.73333333333332,157,256.1,8.046666666666667,37.89866,-90.64287,273.3333333333333,977.6444444444444
112,2025-02-03,12:08:18,7.198333333333333,4.816666666666666,12.876666666666669,100.43333333333334,1.9533333333333336,-0.06,3.8533333333333335,NA,0.11,241.76666666666668,157,255.93333333333337,8.05,37.89866,-90.64287333333334,273.4,977.6444444444444
112,2025-02-03,12:08:21,7.335666666666667,4.786333333333333,12.88,100.4,1.98,-0.03666666666666667,3.78,NA,0.12,242.06666666666663,157,255.93333333333337,8.05,37.89866,-90.64288,273.2,977.6888888888888
112,2025-02-03,12:08:24,7.456333333333333,4.7683333333333335,12.886666666666668,100.36666666666667,2.01,-0.00666666666666666,4.053333333333333,NA,0.12,242.26666666666668,157.33333333333334,256.1,8.05,37.89866,-90.64288,273.23333333333335,977.6444444444444
112,2025-02-03,12:08:27,7.58,4.770333333333333,12.88,100.3,2.04,-0.01666666666666666,3.81,NA,0.12,242.1,157,256.2,8.05,37.89866,-90.64288,272.9,977.7333333333332
112,2025-02-03,12:08:30,7.714666666666667,4.77,12.873333333333331,100.3,2.1733333333333333,0.01,3.73,NA,0.11666666666666668,241.96666666666667,157,256.2,8.05,37.89867,-90.64288,272.43333333333334,977.6444444444444
112,2025-02-03,12:08:33,7.830666666666667,4.746666666666667,12.876666666666669,100.26666666666668,2.0166666666666666,-0.03333333333333333,4.036666666666667,NA,0.11333333333333331,242,157,256.3333333333333,8.05,37.89867,-90.64288,272.23333333333335,977.6888888888888
112,2025-02-03,12:08:36,7.956666666666667,4.743,12.876666666666669,100.2,2.13,-0.01,3.8766666666666665,NA,0.12,242.13333333333333,157,256.4,8.05,37.89867,-90.64288,272.1666666666667,977.6444444444444
112,2025-02-03,12:08:39,8.095333333333333,4.7299999999999995,12.876666666666669,100.2,2.1533333333333333,-0.03,3.6366666666666663,NA,0.12,242.3,157.33333333333334,256.3666666666667,8.053333333333335,37.89867,-90.64288,272.06666666666666,977.6
112,2025-02-03,12:08:42,8.216333333333333,4.725333333333333,12.88,100.2,2.02,0.03,4.456666666666667,NA,0.12,242.1,157,256.3666666666667,8.06,37.89867,-90.64288,272.23333333333335,977.6888888888888
112,2025-02-03,12:08:45,8.322333333333333,4.726,12.873333333333331,100.16666666666669,2.1333333333333333,0.00666666666666666,4.27,NA,0.11333333333333331,241.9,157,256.46666666666664,8.06,37.89867,-90.64288,272.5,977.6
112,2025-02-03,12:08:48,8.474333333333334,4.720666666666666,12.876666666666669,100.2,2.1999999999999997,-0.02666666666666667,4.09,NA,0.11,241.76666666666668,157,256.56666666666666,8.06,37.89867,-90.64287666666668,272.6333333333333,977.6444444444444
112,2025-02-03,12:08:51,8.636666666666667,4.714,12.876666666666669,100.16666666666669,2.3466666666666667,0.01333333333333333,3.966666666666667,NA,0.11666666666666668,241.9,157,256.5,8.06,37.89867,-90.64287,272.8333333333333,977.6
112,2025-02-03,12:08:54,8.8,4.707333333333334,12.873333333333331,100.1,2.1133333333333333,-0.02,4.3133333333333335,NA,0.12,242.2,157,256.6,8.06,37.89867,-90.64287,272.96666666666664,977.6444444444444
112,2025-02-03,12:08:57,8.951666666666666,4.697333333333334,12.87,100.1,2.1033333333333335,-0.06666666666666667,3.966666666666667,NA,0.11666666666666668,242.06666666666663,157,256.6666666666667,8.06,37.89867,-90.64286,273.06666666666666,977.6888888888888
112,2025-02-03,12:09:00,9.100666666666667,4.689666666666667,12.87,100.1,2.19,-0.06,4.216666666666667,NA,0.11,241.83333333333337,157,256.73333333333335,8.06,37.89867,-90.64285666666666,273.1666666666667,977.5555555555557
