Level0_profiles,MULakeNumber,year,month,day,csv,Level0to1_done,Level0to1_done_date,profile_date,maxDepth_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,doConcentration_mgpL_bottom,doConcentration_mgpL_bottom5mean,nrow_original_Level0,nrow_readProfile,nrow_Level1,Level1FileName
003_2018_05_29_P.csv,003,2018,05,29,P,Yes,2026-01-28,2018-05-29,15.918,NA,NA,NA,981.802,0.16,0.16833333333333333,333,223,200,003_2018_05_29_P_Level1.csv
003_2018_06_18_P.csv,003,2018,06,18,P,Yes,2026-01-28,2018-06-18,14.734,NA,NA,NA,988.2069651741294,0.22,0.23333333333333334,249,249,201,003_2018_06_18_P_Level1.csv
003_2018_07_16_P.csv,003,2018,07,16,P,Yes,2026-01-28,2018-07-16,14.695,NA,NA,NA,987.0517094017093,0.02,0.028333333333333332,260,174,156,003_2018_07_16_P_Level1.csv
003_2018_08_06_P.csv,003,2018,08,06,P,Yes,2026-01-28,2018-08-06,15.74825,NA,NA,NA,988.5628274616079,0.17,0.1691666666666667,3350,280,246,003_2018_08_06_P_Level1.csv
005_2018_05_29_P.csv,005,2018,05,29,P,Yes,2026-01-28,2018-05-29,13.491,NA,NA,NA,990.6935185185185,0.21,0.21833333333333332,155,155,144,005_2018_05_29_P_Level1.csv
005_2018_06_18_P.csv,005,2018,06,18,P,Yes,2026-01-28,2018-06-18,12.945,NA,NA,NA,997.0686274509803,0.17,0.18166666666666667,229,229,204,005_2018_06_18_P_Level1.csv
005_2018_07_16_P.csv,005,2018,07,16,P,Yes,2026-01-28,2018-07-16,12.942,NA,NA,NA,994.6983498349834,0.04,0.04,235,235,202,005_2018_07_16_P_Level1.csv
005_2018_08_06_P.csv,005,2018,08,06,P,Yes,2026-01-28,2018-08-06,13.456083333333334,NA,NA,NA,997.2605405405405,0.2,0.2,2334,195,185,005_2018_08_06_P_Level1.csv
013_2018_05_16.csv,013,2018,05,16,csv,Yes,2026-01-28,2018-05-16,6.612,NA,NA,NA,990.9203703703704,0.18,0.20166666666666666,236,236,72,013_2018_05_16_Level1.csv
013_2018_06_11.csv,013,2018,06,11,csv,Yes,2026-01-28,2018-06-11,6.008,NA,NA,NA,986.2371308016878,0.07,0.07333333333333333,179,179,158,013_2018_06_11_Level1.csv
013_2018_07_09.csv,013,2018,07,09,csv,Yes,2026-01-28,2018-07-09,6.01,NA,NA,NA,999.8117048346056,0.11,0.11499999999999999,144,144,131,013_2018_07_09_Level1.csv
013_2018_07_30.csv,013,2018,07,30,csv,Yes,2026-01-28,2018-07-30,5.955166666666667,NA,NA,NA,994.5046015712683,0.23,0.2316666666666667,1301,110,99,013_2018_07_30_Level1.csv
018_2018_06_04_P.csv,018,2018,06,04,P,Yes,2026-01-28,2018-06-04,13.3025,NA,NA,NA,985.477568134172,1.455,2.0616666666666665,253,169,159,018_2018_06_04_P_Level1.csv
018_2018_06_25_P.csv,018,2018,06,25,P,Yes,2026-01-28,2018-06-25,13.85,NA,NA,NA,982.417445482866,3.78,4.08,358,239,214,018_2018_06_25_P_Level1.csv
018_2018_07_23.csv,018,2018,07,23,csv,Yes,2026-01-28,2018-07-23,10.108,NA,NA,NA,983.6663507109005,5.08,5.346666666666667,227,227,211,018_2018_07_23_Level1.csv
018_2018_08_13.csv,018,2018,08,13,csv,Yes,2026-01-28,2018-08-13,11.327333333333334,NA,NA,NA,986.2612535612536,2.23,2.379861111111111,2065,173,156,018_2018_08_13_Level1.csv
025_2018_06_06.csv,025,2018,06,06,csv,Yes,2026-01-28,2018-06-06,6.465,NA,NA,NA,994.3453416149068,0.12,0.13666666666666666,196,196,161,025_2018_06_06_Level1.csv
025_2018_06_27.csv,025,2018,06,27,csv,Yes,2026-01-28,2018-06-27,6.894,NA,NA,NA,992.8899470899471,0.29,0.30166666666666664,218,218,126,025_2018_06_27_Level1.csv
025_2018_07_25.csv,025,2018,07,25,csv,Yes,2026-01-28,2018-07-25,8.873,NA,NA,NA,998.9798095238095,0.17,0.17666666666666667,191,191,175,025_2018_07_25_Level1.csv
025_2018_08_15.csv,025,2018,08,15,csv,Yes,2026-01-28,2018-08-15,6.082833333333333,NA,NA,NA,995.4801994301995,4.039166666666667,4.089861111111111,1102,93,78,025_2018_08_15_Level1.csv
027_2018_06_06.csv,027,2018,06,06,csv,Yes,2026-01-28,2018-06-06,5.214,NA,NA,NA,994.2842975206612,0.26,0.26166666666666666,160,160,121,027_2018_06_06_Level1.csv
027_2018_06_27.csv,027,2018,06,27,csv,Yes,2026-01-28,2018-06-27,6.085,NA,NA,NA,993.4335917312662,0.28,0.30166666666666664,154,154,129,027_2018_06_27_Level1.csv
027_2018_07_25.csv,027,2018,07,25,csv,Yes,2026-01-28,2018-07-25,6.205,NA,NA,NA,998.0876957494407,0.43,0.44833333333333336,166,166,149,027_2018_07_25_Level1.csv
027_2018_08_15.csv,027,2018,08,15,csv,Yes,2026-01-28,2018-08-15,4.3620833333333335,NA,NA,NA,996.7546666666667,1.7175,2.2493055555555554,781,66,50,027_2018_08_15_Level1.csv
028_2018_06_06.csv,028,2018,06,06,csv,Yes,2026-01-28,2018-06-06,7.253,NA,NA,NA,999.8506329113924,0.08,0.08,190,190,158,028_2018_06_06_Level1.csv
028_2018_06_27.csv,028,2018,06,27,csv,Yes,2026-01-28,2018-06-27,7.293,NA,NA,NA,998.7244161358811,0.15,0.15,188,188,157,028_2018_06_27_Level1.csv
028_2018_07_25.csv,028,2018,07,25,csv,Yes,2026-01-28,2018-07-25,7.182,NA,NA,NA,1003.5378881987577,0.19,0.19833333333333333,176,176,161,028_2018_07_25_Level1.csv
028_2018_08_15.csv,028,2018,08,15,csv,Yes,2026-01-28,2018-08-15,7.48325,NA,NA,NA,999.5476476476476,0.1,0.10013888888888889,1434,120,111,028_2018_08_15_Level1.csv
029_2018_06_06.csv,029,2018,06,06,csv,Yes,2026-01-28,2018-06-06,6.057,NA,NA,NA,999.2344086021506,0.14,0.14,146,146,124,029_2018_06_06_Level1.csv
029_2018_06_27.csv,029,2018,06,27,csv,Yes,2026-01-28,2018-06-27,6.184,NA,NA,NA,998.3881720430107,0.09,0.08666666666666667,164,164,124,029_2018_06_27_Level1.csv
029_2018_07_25.csv,029,2018,07,25,csv,Yes,2026-01-28,2018-07-25,6.105,NA,NA,NA,1002.7486338797814,0.23,0.23833333333333334,164,164,122,029_2018_07_25_Level1.csv
029_2018_08_15.csv,029,2018,08,15,csv,Yes,2026-01-28,2018-08-15,6.00575,NA,NA,NA,999.8565864833906,0.13,0.13583333333333333,1299,109,97,029_2018_08_15_Level1.csv
030_2018_06_06_P.csv,030,2018,06,06,P,Yes,2026-01-28,2018-06-06,5.657,NA,NA,NA,1000.6572549019608,0.52,0.5466666666666666,190,190,170,030_2018_06_06_P_Level1.csv
030_2018_06_27_P.csv,030,2018,06,27,P,Yes,2026-01-28,2018-06-27,5.37,NA,NA,NA,1000.1036093418259,2.57,2.6016666666666666,197,197,157,030_2018_06_27_P_Level1.csv
030_2018_07_24.csv,030,2018,07,24,csv,Yes,2026-01-28,2018-07-24,5.503,NA,NA,NA,1002.3361823361823,2.25,3.2649999999999997,217,217,117,030_2018_07_24_Level1.csv
030_2018_08_14.csv,030,2018,08,14,csv,Yes,2026-01-28,2018-08-14,5.408666666666667,NA,NA,NA,1003.1138576779025,0.25,0.2623611111111111,1272,107,89,030_2018_08_14_Level1.csv
036_2018_06_05_P.csv,036,2018,06,05,P,Yes,2026-01-28,2018-06-05,7.738,NA,NA,NA,994.1162303664921,1.81,1.5641666666666667,319,213,191,036_2018_06_05_P_Level1.csv
036_2018_06_26_P.csv,036,2018,06,26,P,Yes,2026-01-28,2018-06-26,7.53,NA,NA,NA,995.2398625429553,0.29,0.30166666666666664,214,214,194,036_2018_06_26_P_Level1.csv
036_2018_07_24_P.csv,036,2018,07,24,P,Yes,2026-01-28,2018-07-24,7.724,NA,NA,NA,999.4491666666667,0.31,0.32,180,180,160,036_2018_07_24_P_Level1.csv
036_2018_08_14.csv,036,2018,08,14,csv,Yes,2026-01-28,2018-08-14,7.439,NA,NA,NA,998.2903381642512,0.42166666666666663,0.4502777777777778,1234,104,92,036_2018_08_14_Level1.csv
037_2018_06_05.csv,037,2018,06,05,csv,Yes,2026-01-28,2018-06-05,5.902,NA,NA,NA,986.6992805755395,3.15,3.1983333333333333,190,190,139,037_2018_06_05_Level1.csv
037_2018_06_26.csv,037,2018,06,26,csv,Yes,2026-01-28,2018-06-26,5.427,NA,NA,NA,988.9033816425122,2.93,3.075,180,180,138,037_2018_06_26_Level1.csv
037_2018_07_24.csv,037,2018,07,24,csv,Yes,2026-01-28,2018-07-24,5.064,NA,NA,NA,991.0860215053763,6.25,6.261666666666667,148,148,124,037_2018_07_24_Level1.csv
037_2018_08_14.csv,037,2018,08,14,csv,Yes,2026-01-28,2018-08-14,4.7610833333333336,NA,NA,NA,989.7964157706093,5.215833333333333,5.295138888888889,888,75,62,037_2018_08_14_Level1.csv
038_2018_06_05.csv,038,2018,06,05,csv,Yes,2026-01-28,2018-06-05,4.459,NA,NA,NA,985.2749206349206,0.17,0.17666666666666667,139,139,105,038_2018_06_05_Level1.csv
038_2018_06_26.csv,038,2018,06,26,csv,Yes,2026-01-28,2018-06-26,3.62,NA,NA,NA,987.0562091503267,0.13,0.13166666666666668,162,162,102,038_2018_06_26_Level1.csv
038_2018_07_24.csv,038,2018,07,24,csv,Yes,2026-01-28,2018-07-24,4.354,NA,NA,NA,988.2387301587303,0.27,0.28,138,138,105,038_2018_07_24_Level1.csv
038_2018_08_14.csv,038,2018,08,14,csv,Yes,2026-01-28,2018-08-14,4.948416666666667,NA,NA,NA,986.9036231884058,0.13,0.1379166666666667,1232,104,92,038_2018_08_14_Level1.csv
039_2018_06_04_P.csv,039,2018,06,04,P,Yes,2026-01-28,2018-06-04,19.978,NA,NA,NA,979.0452762923351,1.82,2.0025,304,203,187,039_2018_06_04_P_Level1.csv
039_2018_06_25_P.csv,039,2018,06,25,P,Yes,2026-01-28,2018-06-25,17.528,NA,NA,NA,975.721021021021,0.54,0.705,372,249,222,039_2018_06_25_P_Level1.csv
039_2018_07_23_P.csv,039,2018,07,23,P,Yes,2026-01-28,2018-07-23,19.649,NA,NA,NA,976.7715151515151,0.24,0.24,355,237,220,039_2018_07_23_P_Level1.csv
039_2018_08_13.csv,039,2018,08,13,csv,Yes,2026-01-28,2018-08-13,17.8545,NA,NA,NA,980.081498951782,0.125,0.1401388888888889,2943,246,212,039_2018_08_13_Level1.csv
048_2018_05_14.csv,048,2018,05,14,csv,Yes,2026-01-28,2018-05-14,8.867666666666667,39.75957796536797,-92.51538393939394,236.67532467532467,984.7965367965369,3.2,3.3855555555555554,331,111,77,048_2018_05_14_Level1.csv
048_2018_06_19_P.csv,048,2018,06,19,P,Yes,2026-01-28,2018-06-19,9.232,NA,NA,NA,985.8990099009901,0.05,0.043333333333333335,232,232,202,048_2018_06_19_P_Level1.csv
048_2018_07_17_P.csv,048,2018,07,17,P,Yes,2026-01-28,2018-07-17,8.942,NA,NA,NA,989.3725888324873,0.07,0.065,214,214,197,048_2018_07_17_P_Level1.csv
048_2018_08_07.csv,048,2018,08,07,csv,Yes,2026-01-28,2018-08-07,8.769416666666666,NA,NA,NA,988.3182072829132,0.25,0.2580555555555556,1654,138,119,048_2018_08_07_Level1.csv
057_2018_05_30_P.csv,057,2018,05,30,P,Yes,2026-01-28,2018-05-30,5.823,NA,NA,NA,980.279674796748,0.22,0.23333333333333334,181,181,123,057_2018_05_30_P_Level1.csv
057_2018_06_19_P.csv,057,2018,06,19,P,Yes,2026-01-28,2018-06-19,7.099,NA,NA,NA,988.3675925925926,0.12,0.12,168,168,144,057_2018_06_19_P_Level1.csv
057_2018_07_17_P.csv,057,2018,07,17,P,Yes,2026-01-28,2018-07-17,5.001,NA,NA,NA,994.6999999999999,0.33,0.36333333333333334,117,117,80,057_2018_07_17_P_Level1.csv
057_2018_08_07_P.csv,057,2018,08,07,P,Yes,2026-01-28,2018-08-07,5.675583333333333,NA,NA,NA,992.5485838779956,0.2,0.2026388888888889,1343,113,102,057_2018_08_07_P_Level1.csv
059_2018_06_18.csv,059,2018,06,18,csv,Yes,2026-01-28,2018-06-18,2.908,NA,NA,NA,986.9286549707602,0.72,0.8083333333333333,79,79,57,059_2018_06_18_Level1.csv
059_2018_07_16.csv,059,2018,07,16,csv,Yes,2026-01-28,2018-07-16,3.355,NA,NA,NA,988.6577777777777,0.36,0.375,103,103,75,059_2018_07_16_Level1.csv
059_2018_08_06.csv,059,2018,08,06,csv,Yes,2026-01-28,2018-08-06,3.3106666666666666,NA,NA,NA,988.7061728395062,0.4091666666666666,0.4588888888888889,800,67,54,059_2018_08_06_Level1.csv
059_2018_08_23.csv,059,2018,08,23,csv,Yes,2026-01-28,2018-08-23,4.167083333333333,NA,NA,NA,993.2715873015873,0.9641666666666666,1.1272222222222221,932,79,70,059_2018_08_23_Level1.csv
064_2018_05_23.csv,064,2018,05,23,csv,Yes,2026-01-28,2018-05-23,7.513,NA,NA,NA,987.9570019723866,0.12,0.12,267,179,169,064_2018_05_23_Level1.csv
064_2018_06_13.csv,064,2018,06,13,csv,Yes,2026-01-28,2018-06-13,7.491,NA,NA,NA,988.203125,0.09,0.09,152,152,128,064_2018_06_13_Level1.csv
064_2018_07_11.csv,064,2018,07,11,csv,Yes,2026-01-28,2018-07-11,5.703,NA,NA,NA,988.5674074074074,0.18,0.2,124,124,90,064_2018_07_11_Level1.csv
064_2018_08_01.csv,064,2018,08,01,csv,Yes,2026-01-28,2018-08-01,6.842416666666667,NA,NA,NA,987.9663978494624,0.24,0.24,1598,134,124,064_2018_08_01_Level1.csv
070_2018_05_23_P.csv,070,2018,05,23,P,Yes,2026-01-28,2018-05-23,4.45,NA,NA,NA,985.1816091954022,0.17,0.17333333333333334,166,166,116,070_2018_05_23_P_Level1.csv
070_2018_06_13_P.csv,070,2018,06,13,P,Yes,2026-01-28,2018-06-13,4.013,NA,NA,NA,982.4527777777778,0.18,0.18333333333333332,133,133,96,070_2018_06_13_P_Level1.csv
070_2018_07_11_P.csv,070,2018,07,11,P,Yes,2026-01-28,2018-07-11,4.502,NA,NA,NA,984.7934640522876,0.09,0.09,133,133,102,070_2018_07_11_P_Level1.csv
070_2018_08_01_P.csv,070,2018,08,01,P,Yes,2026-01-28,2018-08-01,4.03075,NA,NA,NA,983.5360269360269,0.25,0.2577777777777778,932,78,66,070_2018_08_01_P_Level1.csv
