Level0_profiles,MULakeNumber,year,month,day,csv,Level0to1_done,Level0to1_done_date,profile_date,maxDepth_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,doConcentration_mgpL_bottom,doConcentration_mgpL_bottom5mean,nrow_original_Level0,nrow_readProfile,nrow_Level1,Level1FileName
003_2026_06_01.csv,003,2026,06,01,csv,Yes,2026-08-28,2026-06-01,16.358666666666664,39.341522882882884,-91.15248173423423,240.89144144144143,986.5768768768769,NA,NA,502,168,148,003_2026_06_01_Level1.csv
003_2026_06_22.csv,003,2026,06,22,csv,Yes,2026-08-28,2026-06-22,16.661,39.341508806584365,-91.15260024691358,240.53703703703704,988.1519890260631,0.03,0.037222222222222226,254,86,81,003_2026_06_22_Level1.csv
003_2026_07_22.csv,003,2026,07,22,csv,Yes,2026-08-28,2026-07-22,16.037333333333333,39.341464984126986,-91.15254863492063,235.49809523809523,988.9422222222222,NA,8.333333333333334e-4,327,109,105,003_2026_07_22_Level1.csv
003_2026_08_03.csv,003,2026,08,03,csv,Yes,2026-08-28,2026-08-03,16.304,39.34153333333333,-91.15284761904762,239.34338624338625,984.9262786596121,0.18,0.18666666666666668,211,211,189,003_2026_08_03_Level1.csv
005.2026_08_17.csv,005,2026,08,17,csv,Yes,2026-08-28,2026-08-17,14.43,39.02113554347826,-90.91985931159421,170.6981884057971,996.5507246376811,0.27,0.2911111111111111,282,95,92,005_2026_08_17_Level1.csv
005_2026_06_01.csv,005,2026,06,01,csv,Yes,2026-08-28,2026-06-01,14.857,39.02160662650603,-90.919240562249,169.43413654618473,993.9571619812583,0.18,0.1988888888888889,295,99,83,005_2026_06_01_Level1.csv
005_2026_06_24.csv,005,2026,06,24,csv,Yes,2026-08-28,2026-06-24,13.411333333333333,39.021369155844155,-90.9191674025974,170.10497835497836,995.6531024531024,NA,NA,1144,382,308,005_2026_06_24_Level1.csv
005_2026_07_22.csv,005,2026,07,22,csv,Yes,2026-08-28,2026-07-22,14.415333333333333,39.02164554572271,-90.91912616519174,169.47669616519175,997.6527040314651,0.11,0.12277777777777778,348,117,113,005_2026_07_22_Level1.csv
013_2026_06_05.csv,013,2026,06,05,csv,Yes,2026-08-28,2026-06-05,7.206,38.60203728571429,-92.30158138095238,195.43571428571428,990.7466666666667,0.17,0.17555555555555558,277,93,70,013_2026_06_05_Level1.csv
013_2026_06_25.csv,013,2026,06,25,csv,Yes,2026-08-28,2026-06-25,7.814,38.60189459627329,-92.30126801242236,192.08260869565217,991.5345755693583,0.17,0.17833333333333334,233,233,161,013_2026_06_25_Level1.csv
013_2026_07_17.csv,013,2026,07,17,csv,Yes,2026-08-28,2026-07-17,6.515,38.60220654545455,-92.30215545454546,191.77818181818182,996.6254545454545,0.54,0.575,127,127,110,013_2026_07_17_Level1.csv
013_2026_08_20.csv,013,2026,08,20,csv,Yes,2026-08-28,2026-08-20,8.939,38.600995322580644,-92.30098322580645,190.9508064516129,992.5548387096774,0.2,0.20500000000000002,151,151,124,013_2026_08_20_Level1.csv
018_2026_06_02.csv,018,2026,06,02,csv,Yes,2026-08-28,2026-06-02,18.197,37.90000276470588,-90.62842382352942,265.9774509803922,989.8849673202615,0.26666666666666666,0.33166666666666667,524,176,170,018_2026_06_02_Level1.csv
018_2026_06_23.csv,018,2026,06,23,csv,Yes,2026-08-28,2026-06-23,19.775,37.90007743295019,-90.62816590038314,267.43563218390807,990.6968071519796,0.24,0.27055555555555555,275,93,87,018_2026_06_23_Level1.csv
018_2026_07_14.csv,018,2026,07,14,csv,Yes,2026-08-28,2026-07-14,20.041333333333334,37.90009025396825,-90.6281454920635,266.34603174603177,989.284656084656,0.24,0.25833333333333336,331,111,105,018_2026_07_14_Level1.csv
018_2026_08_04.csv,018,2026,08,04,csv,Yes,2026-08-28,2026-08-04,20.305333333333333,37.900085272108846,-90.62804244897958,262.91326530612247,985.5097505668934,0.2866666666666667,0.3044444444444444,298,100,98,018_2026_08_04_Level1.csv
024_2026_06_02.csv,024,2026,06,02,csv,Yes,2026-08-28,2026-06-02,5.515,37.575823394495416,-90.30794908256881,224.19816513761467,994.6776758409785,4.52,4.733333333333333,169,169,109,024_2026_06_02_Level1.csv
024_2026_06_23.csv,024,2026,06,23,csv,Yes,2026-08-28,2026-06-23,5.313,37.575762705882354,-90.30794376470588,224.12588235294118,993.5670588235295,0.37,0.43,96,96,85,024_2026_06_23_Level1.csv
024_2026_07_14.csv,024,2026,07,14,csv,Yes,2026-08-28,2026-07-14,5.423,37.57575,-90.30795105263158,223.55394736842106,991.0578947368421,0.45,0.4866666666666667,83,83,76,024_2026_07_14_Level1.csv
024_2026_08_18.csv,024,2026,08,18,csv,Yes,2026-08-28,2026-08-18,5.438,37.5770264,-90.30845432,219.6528,991.8314666666666,0.11,0.11833333333333333,248,248,125,024_2026_08_18_Level1.csv
030_2026_06_03.csv,030,2026,06,03,csv,Yes,2026-08-28,2026-06-03,7.118,36.928780074074076,-90.28605022222223,112.02296296296296,1010.8197530864198,0.95,1.3416666666666666,178,178,135,030_2026_06_03_Level1.csv
030_2026_06_24.csv,030,2026,06,24,csv,Yes,2026-08-28,2026-06-24,5.491,36.928302717391304,-90.28661108695653,113.13260869565218,1005.6826086956521,1.07,1.1566666666666667,111,111,92,030_2026_06_24_Level1.csv
030_2026_07_15.csv,030,2026,07,15,csv,Yes,2026-08-28,2026-07-15,7.538,36.92840836065574,-90.2865425409836,111.44672131147541,1004.3934426229508,0.67,0.6483333333333333,138,138,122,030_2026_07_15_Level1.csv
030_2026_08_18.csv,030,2026,08,18,csv,Yes,2026-08-28,2026-08-18,7.163,36.928929357142856,-90.28594335714286,111.75857142857143,1004.3238095238096,0.3,0.31833333333333336,179,179,140,030_2026_08_18_Level1.csv
036_2026_06_03.csv,036,2026,06,03,csv,Yes,2026-08-28,2026-06-03,7.851,37.1384318125,-90.7737251875,150.353125,1005.7341666666666,1.91,2.675,203,203,160,036_2026_06_03_Level1.csv
036_2026_06_24.csv,036,2026,06,24,csv,Yes,2026-08-28,2026-06-24,8.101,37.13772421428571,-90.77430528571428,154.2592857142857,999.5190476190477,1.39,1.7416666666666667,161,161,140,036_2026_06_24_Level1.csv
036_2026_07_15.csv,036,2026,07,15,csv,Yes,2026-08-28,2026-07-15,16.04,37.137448,-90.77414482608697,161.03478260869565,999.063768115942,3.28,3.485,240,240,230,036_2026_07_15_Level1.csv
036_2026_08_18.csv,036,2026,08,18,csv,Yes,2026-08-28,2026-08-18,7.639,37.13836098901099,-90.77422915750915,153.83040293040293,999.9721611721611,0.36333333333333334,0.42,284,95,91,036_2026_08_18_Level1.csv
039_2026_06_10.csv,039,2026,06,10,csv,Yes,2026-08-28,2026-06-10,24.145666666666667,37.72940329815303,-90.90840333113456,327.9028144239226,973.2348871298739,NA,NA,1228,410,379,039_2026_06_10_Level1.csv
039_2026_06_23.csv,039,2026,06,23,csv,Yes,2026-08-28,2026-06-23,20.977333333333334,37.730393946666666,-90.90949648,330.54133333333334,982.4540444444444,0.28,0.37277777777777776,398,133,125,039_2026_06_23_Level1.csv
039_2026_07_14.csv,039,2026,07,14,csv,Yes,2026-08-28,2026-07-14,22.762999999999998,37.730031720430105,-90.90951917562724,331.0969534050179,980.6994026284349,0.22333333333333333,0.2577777777777778,286,96,93,039_2026_07_14_Level1.csv
