Level0_profiles,MULakeNumber,year,month,day,csv,Level0to1_done,Level0to1_done_date,profile_date,maxDepth_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,doConcentration_mgpL_bottom,doConcentration_mgpL_bottom5mean,nrow_original_Level0,nrow_readProfile,nrow_Level1,Level1FileName
003_2021_06_07.csv,003,2021,06,07,csv,Yes,2026-01-28,2021-06-07,9.97,39.341747370892016,-91.15302178403756,242.67323943661972,988.5450704225352,0.46,0.6683333333333333,256,86,71,003_2021_06_07_Level1.csv
003_2021_06_28.csv,003,2021,06,28,csv,Yes,2026-01-28,2021-06-28,14.991,39.341521033333336,-91.15317446666667,241.77366666666666,994.3126666666666,0.19,0.20222222222222222,327,109,100,003_2021_06_28_Level1.csv
003_2021_07_20.csv,003,2021,07,20,csv,Yes,2026-01-28,2021-07-20,17.436,39.34131144230769,-91.1531401602564,241.57147435897437,995.2227564102565,NA,NA,350,118,104,003_2021_07_20_Level1.csv
003_2021_08_09.csv,003,2021,08,09,csv,Yes,2026-01-28,2021-08-09,17.731,39.341375761316876,-91.15332098765433,242.14444444444445,986.9267489711934,0.18,0.18888888888888888,278,93,81,003_2021_08_09_Level1.csv
005_2021_06_07.csv,005,2021,06,07,csv,Yes,2026-01-28,2021-06-07,13.204333333333333,39.02165305764411,-90.91962461152882,168.62305764411028,996.6278195488723,NA,NA,495,166,133,005_2021_06_07_Level1.csv
005_2021_06_28.csv,005,2021,06,28,csv,Yes,2026-01-28,2021-06-28,13.177999999999999,39.021412650602414,-90.91974032128513,172.7871485943775,1002.3895582329317,0.23,0.2438888888888889,286,96,83,005_2021_06_28_Level1.csv
005_2021_07_20.csv,005,2021,07,20,csv,Yes,2026-01-28,2021-07-20,14.324,39.02114747663551,-90.91979191588786,170.2285046728972,1002.9313084112149,0.11,0.11833333333333333,242,242,214,005_2021_07_20_Level1.csv
005_2021_08_09.csv,005,2021,08,09,csv,Yes,2026-01-28,2021-08-09,14.237,39.02125567901234,-90.91954839506172,170.64197530864197,995.1592592592593,0.44,0.45666666666666667,188,188,162,005_2021_08_09_Level1.csv
018_2021_06_07.csv,018,2021,06,07,csv,Yes,2026-01-28,2021-06-07,16.115333333333332,37.898665894736844,-90.62951564912281,263.5912280701754,985.2315789473685,4.8533333333333335,5.262222222222222,318,106,95,018_2021_06_07_Level1.csv
018_2021_06_28.csv,018,2021,06,28,csv,Yes,2026-01-28,2021-06-28,14.883333333333333,37.89882954022988,-90.62992973180077,271.65680076628354,990.3493295019157,3.3366666666666664,5.2555555555555555,287,96,87,018_2021_06_28_Level1.csv
018_2021_07_20.csv,018,2021,07,20,csv,Yes,2026-01-28,2021-07-20,14.245,37.8982726744186,-90.6295419379845,266.77906976744185,989.7883720930232,2.62,3.378888888888889,297,99,86,018_2021_07_20_Level1.csv
018_2021_08_09.csv,018,2021,08,09,csv,Yes,2026-01-28,2021-08-09,14.783,37.89826823129251,-90.62958734693878,267.40544217687074,984.8238095238095,3.23,3.465,183,183,147,018_2021_08_09_Level1.csv
030_2021_06_08.csv,030,2021,06,08,csv,Yes,2026-01-28,2021-06-08,5.619,36.93031095238095,-90.28468095238095,111.42190476190476,1005.7780952380953,2.39,2.441666666666667,168,168,105,030_2021_06_08_Level1.csv
