Level0_profiles,MULakeNumber,year,month,day,csv,Level0to1_done,Level0to1_done_date,profile_date,maxDepth_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,doConcentration_mgpL_bottom,doConcentration_mgpL_bottom5mean,nrow_original_Level0,nrow_readProfile,nrow_Level1,Level1FileName
003_2023_06_05.csv,003,2023,06,05,csv,Yes,2026-01-28,2023-06-05,16.962666666666667,39.34109264227642,-91.15300601626016,238.89918699186993,988.1772357723578,0.27666666666666667,0.28,274,92,82,003_2023_06_05_Level1.csv
003_2023_06_26.csv,003,2023,06,26,csv,Yes,2026-01-28,2023-06-26,16.633,39.34135094594595,-91.15298648648648,241.5837837837838,980.2792792792793,0.43,0.425,181,181,148,003_2023_06_26_Level1.csv
003_2023_07_24.csv,003,2023,07,24,csv,Yes,2026-01-28,2023-07-24,16.414,39.341455483870966,-91.15289017921147,240.73637992831542,988.6549581839904,0.07666666666666667,0.08388888888888889,345,116,93,003_2023_07_24_Level1.csv
003_2023_08_14.csv,003,2023,08,14,csv,Yes,2026-01-28,2023-08-14,16.021,39.34135540084388,-91.15285687763713,241.2603375527426,983.8087201125176,0.04,0.09777777777777778,322,108,79,003_2023_08_14_Level1.csv
005_2023_06_05.csv,005,2023,06,05,csv,Yes,2026-01-28,2023-06-05,15.063,39.02026355191257,-90.92078355191256,172.45464480874318,995.8462659380692,0.66,0.7183333333333334,202,202,183,005_2023_06_05_Level1.csv
005_2023_06_26.csv,005,2023,06,26,csv,Yes,2026-01-28,2023-06-26,14.489,39.0211714973262,-90.91988454545455,169.4572192513369,988.3080213903744,0.48,0.48333333333333334,239,239,187,005_2023_06_26_Level1.csv
005_2023_07_24.csv,005,2023,07,24,csv,Yes,2026-01-28,2023-07-24,14.128333333333334,39.021004383561646,-90.91988182648402,174.00182648401827,996.7567732115677,0.13,0.14166666666666666,293,99,73,005_2023_07_24_Level1.csv
005_2023_08_14.csv,005,2023,08,14,csv,Yes,2026-01-28,2023-08-14,13.918666666666667,39.02090788732394,-90.91987610328638,169.20281690140845,992.2547730829422,0.09,0.11611111111111111,299,101,71,005_2023_08_14_Level1.csv
011_2023_05_25.csv,011,2023,05,25,csv,Yes,2026-01-28,2023-05-25,16.365,38.358416929824564,-91.53931859649123,230.30789473684212,990.5883040935672,0.2,0.20555555555555555,267,89,76,011_2023_05_25_Level1.csv
011_2023_06_12.csv,011,2023,06,12,csv,Yes,2026-01-28,2023-06-12,15.232333333333333,38.358061471861475,-91.53864181818182,236.68528138528137,987.1826839826839,0.15,0.16166666666666668,251,85,77,011_2023_06_12_Level1.csv
011_2023_07_20.csv,011,2023,07,20,csv,Yes,2026-01-28,2023-07-20,15.605333333333332,38.358475874769795,-91.53862005524861,235.81988950276244,986.9006752608963,0.03,0.015555555555555555,622,208,181,011_2023_07_20_Level1.csv
011_2023_08_10.csv,011,2023,08,10,csv,Yes,2026-01-28,2023-08-10,12.713999999999999,38.3582695584989,-91.53872008830022,234.76169977924945,982.9802796173657,NA,NA,1273,425,302,011_2023_08_10_Level1.csv
014_2023_06_05.csv,014,2023,06,05,csv,Yes,2026-01-28,2023-06-05,16.019,38.316437094972066,-90.60187893854749,167.76983240223464,993.6819366852886,0.24,0.24833333333333332,200,200,179,014_2023_06_05_Level1.csv
014_2023_06_26.csv,014,2023,06,26,csv,Yes,2026-01-28,2023-06-26,16.065666666666665,38.31641076923077,-90.60102928994083,168.21932938856017,988.9576594345825,0.04,0.050555555555555555,611,204,169,014_2023_06_26_Level1.csv
014_2023_07_24.csv,014,2023,07,24,csv,Yes,2026-01-28,2023-07-24,16.15,38.31655101522843,-90.6012504568528,166.93826530612245,995.8741116751269,0.14,0.14,227,227,197,014_2023_07_24_Level1.csv
014_2023_08_14.csv,014,2023,08,14,csv,Yes,2026-01-28,2023-08-14,15.508666666666667,38.31666796536796,-90.60148073593074,167.8948051948052,993.1347763347762,0.09,0.11,303,101,77,014_2023_08_14_Level1.csv
018_2023_06_06.csv,018,2023,06,06,csv,Yes,2026-01-28,2023-06-06,17.095,37.898438509803924,-90.62945850980392,263.4380392156863,983.8739869281046,2.13,3.0416666666666665,271,91,85,018_2023_06_06_Level1.csv
018_2023_06_27.csv,018,2023,06,27,csv,Yes,2026-01-28,2023-06-27,18.624333333333333,37.89883928362573,-90.6289449122807,265.6323099415205,982.1335282651072,0.37333333333333335,0.46,728,244,228,018_2023_06_27_Level1.csv
018_2023_07_25.csv,018,2023,07,25,csv,Yes,2026-01-28,2023-07-25,16.191,37.89875166666667,-90.62987178294574,265.28837209302327,987.4552971576228,0.5133333333333333,0.6166666666666667,316,106,86,018_2023_07_25_Level1.csv
018_2023_08_15.csv,018,2023,08,15,csv,Yes,2026-01-28,2023-08-15,17.117,37.898630680272106,-90.62971744897959,269.90085034013606,986.708843537415,0.22,0.2555555555555556,342,115,98,018_2023_08_15_Level1.csv
021_2023_06_06.csv,021,2023,06,06,csv,Yes,2026-01-28,2023-06-06,32.99133333333334,37.98168187265917,-90.32241531835206,225.80749063670413,988.2317103620475,0.73,0.9883333333333333,294,99,89,021_2023_06_06_Level1.csv
