5/27/2025,11:36:24,0,111C20042,1.21,0.94,111.3,6.206,121.7,81.8,83.4,7.31,229.3,8.81,0.06,120.8,0.7,6.18,79,7.45,-47.9,20.881,6.28,38.10163,-91.45493,273.6,0,12,740.5
5/27/2025,11:36:25,0,111C20042,1.23,0.9,111.3,6.324,121.7,81.7,83.3,7.3,229.6,8.977,0.06,120.8,0.85,6.18,78,7.45,-47.7,20.881,6.355,38.10163,-91.45493,273.6,0,12,740.5
5/27/2025,11:36:26,0,111C20042,1.3,0.96,111.3,6.43,121.7,81.6,83.2,7.29,230,9.127,0.06,120.8,0.89,6.04,78,7.44,-47.4,20.878,6.485,38.10163,-91.45493,273.5,0,12,740.5
5/27/2025,11:36:27,0,111C20042,1.35,1,111.3,6.592,121.7,81.5,83.1,7.28,230.5,9.358,0.06,120.8,0.68,6.04,79,7.43,-47,20.873,6.622,38.10163,-91.45493,273.6,0,12,740.5
5/27/2025,11:36:28,0,111C20042,1.37,1.02,111.3,6.719,121.7,81.4,83,7.27,230.8,9.539,0.06,120.8,0.65,6.23,79,7.43,-46.7,20.871,6.79,38.10163,-91.45493,273.6,0,12,740.6
5/27/2025,11:36:29,0,111C20042,1.27,1.03,111.3,6.847,121.8,81.3,82.9,7.26,231.1,9.72,0.06,120.9,0.61,6.09,79,7.43,-46.5,20.868,6.938,38.10163,-91.45493,273.7,0,12,740.5
5/27/2025,11:36:30,0,111C20042,1.24,1.01,111.4,7.016,121.8,81.2,82.8,7.26,231.5,9.96,0.06,120.9,0.62,6.24,79,7.42,-46.3,20.861,7.019,38.10163,-91.45493,273.6,0,12,740.5
5/27/2025,11:36:31,0,111C20042,1.21,0.99,111.4,7.12,121.8,81.2,82.8,7.26,231.8,10.107,0.06,120.9,0.72,6.58,79,7.42,-46.3,20.859,7.189,38.10163,-91.45493,273.6,0,12,740.5
5/27/2025,11:36:32,0,111C20042,1.23,1.02,111.3,7.298,121.8,81.2,82.7,7.26,232.2,10.36,0.06,120.9,0.72,6.42,79,7.42,-46.1,20.859,7.37,38.10163,-91.45493,273.5,0,12,740.5
5/27/2025,11:36:33,0,111C20042,1.25,1.01,111.4,7.451,121.8,81.2,82.7,7.25,232.5,10.577,0.06,120.9,0.69,6.28,79,7.42,-46,20.856,7.516,38.10163,-91.45493,273.5,0,12,740.5
5/27/2025,11:36:34,0,111C20042,1.22,0.96,111.4,7.564,122,81.1,82.6,7.25,232.9,10.738,0.06,121.1,0.84,5.91,79,7.42,-46.1,20.791,7.589,38.10163,-91.45493,273.5,0,12,740.5
5/27/2025,11:36:35,0,111C20042,1.26,1.62,111.4,7.648,122.3,81,82.6,7.26,233.2,10.858,0.06,121.4,0.98,5.98,79,7.42,-46.1,20.7,7.713,38.10163,-91.45493,273.6,0,12,740.5
5/27/2025,11:36:36,0,111C20042,1.67,2.18,111.4,7.839,122.6,81.1,82.6,7.28,233.6,11.128,0.06,121.6,1.1,10.31,79,7.42,-46.1,20.609,7.89,38.10162,-91.45493,273.6,0,12,740.5
5/27/2025,11:36:37,0,111C20042,2.23,2.55,111.5,7.934,122.7,81.3,82.9,7.31,128.9,11.263,0.06,121.8,1.28,13.53,79,7.42,-46.1,20.59,7.929,38.10162,-91.45493,273.6,0,12,740.5
5/27/2025,11:36:38,0,111C20042,2.54,4.24,111.5,7.961,122.7,81.5,83.1,7.32,48.3,11.301,0.06,121.8,1.45,19.03,79,7.41,-45.4,20.598,7.967,38.10162,-91.45493,273.6,0,12,740.5
5/27/2025,11:36:39,0,111C20042,4.5,5.59,111.7,7.99,122.9,81.6,83.2,7.33,15,11.343,0.06,122,2.81,26.81,79,7.36,-42.3,20.594,8.014,38.10162,-91.45493,273.6,0,12,740.5
5/27/2025,11:36:40,0,111C20042,5.65,5.77,111.8,8.038,123.1,81.7,83.3,7.35,8.1,11.41,0.06,122.2,3.49,29.84,79,7.31,-39.8,20.563,8.063,38.10162,-91.45493,273.6,0,12,740.5
5/27/2025,11:36:41,0,111C20042,5.03,5.69,111.8,8.061,123.1,81.8,83.4,7.36,6.8,11.443,0.06,122.2,3.14,28.72,79,7.31,-39.6,20.558,8.055,38.10162,-91.45493,273.7,0,12,740.6
5/27/2025,11:36:42,0,111C20042,5.19,5.8,111.8,8.062,123.1,81.8,83.4,7.36,-7.8,11.445,0.06,122.1,3.08,28.54,79,7.31,-39.5,20.563,8.084,38.10162,-91.45493,273.9,0,12,740.5
5/27/2025,11:36:43,0,111C20042,4.8,5.11,111.8,8.06,123.2,81.8,83.4,7.36,-15.4,11.443,0.06,122.2,2.82,26.44,79,7.31,-39.4,20.567,8.062,38.10162,-91.45493,274,0,12,740.5
5/27/2025,11:36:44,0,111C20042,3.94,4.41,111.8,8.061,123.2,81.8,83.4,7.35,-21.8,11.444,0.06,122.2,2.8,22.7,79,7.3,-39.2,20.568,8.077,38.10162,-91.45493,273.9,0,12,740.5
5/27/2025,11:36:45,0,111C20042,3.82,4.53,111.9,8.062,123.2,81.8,83.4,7.35,-23.7,11.445,0.06,122.2,2.92,23.47,79,7.3,-39.1,20.57,8.057,38.10162,-91.45493,274.1,0,12,740.5
