5/21/2025,12:02:15,0,114,1.16,1.01,4.63,4.09,173.4,0.259,192.9,74.4,77.6,6.75,217.2,0.367,0.09,191.3,0.71,0.77,3.17,9.04,124,7.72,-63.1,20.119,0.277,40.00665,-91.97571,208.3,0,11.8,740.5
5/21/2025,12:02:16,0,114,1.24,1.01,4.97,4.09,173.4,0.325,192.9,74.4,77.6,6.75,217.2,0.461,0.09,191.2,0.74,0.8,3.19,9.1,124,7.72,-63.1,20.12,0.333,40.00665,-91.97571,208.3,0,11.8,740.6
5/21/2025,12:02:17,0,114,1.23,1.03,4.93,4.17,173.5,0.371,193,74.4,77.6,6.74,217.2,0.527,0.09,191.3,0.78,0.84,3.41,9.72,124,7.72,-63.1,20.119,0.406,40.00665,-91.97571,208,0,11.8,740.6
5/21/2025,12:02:18,0,114,1.18,1.04,4.71,4.21,173.5,0.431,193,74.3,77.5,6.74,217.3,0.613,0.09,191.4,0.79,0.85,3.38,9.62,124,7.72,-63,20.119,0.45,40.00665,-91.97571,208.4,0,11.8,740.6
5/21/2025,12:02:19,0,114,1.16,1.11,4.62,4.48,173.5,0.474,193,74.3,77.5,6.74,217.4,0.673,0.09,191.3,0.81,0.87,3.61,10.27,124,7.72,-62.9,20.12,0.497,40.00665,-91.97571,208.5,0,11.8,740.6
5/21/2025,12:02:20,0,114,1.22,1.1,4.87,4.44,173.6,0.541,193.1,74.3,77.5,6.74,217.4,0.768,0.09,191.4,0.85,0.91,3.94,11.22,124,7.72,-62.9,20.12,0.547,40.00665,-91.97571,208.6,0,11.8,740.5
5/21/2025,12:02:21,0,114,1.2,1.08,4.79,4.35,173.6,0.579,193.1,74.3,77.5,6.74,217.4,0.822,0.09,191.5,0.88,0.94,3.75,10.67,124,7.72,-62.9,20.12,0.61,40.00665,-91.97571,208.7,0,11.8,740.5
5/21/2025,12:02:22,0,114,1.15,1.08,4.59,4.36,173.6,0.628,193.1,74.3,77.5,6.74,217.5,0.892,0.09,191.4,0.85,0.91,3.67,10.45,124,7.72,-62.9,20.12,0.637,40.00665,-91.9757,208.7,0,11.8,740.6
5/21/2025,12:02:23,0,114,1.13,1.09,4.5,4.42,173.6,0.639,193.1,74.3,77.5,6.74,217.5,0.907,0.09,191.4,0.84,0.89,3.68,10.47,124,7.72,-62.9,20.12,0.638,40.00665,-91.9757,208.7,0,11.8,740.4
5/21/2025,12:02:24,0,114,1.16,1.15,4.62,4.63,173.5,0.671,193,74.3,77.5,6.74,217.5,0.952,0.09,191.3,0.9,0.95,3.88,11.02,124,7.72,-62.9,20.12,0.673,40.00665,-91.9757,208.9,0,11.8,740.6
5/21/2025,12:02:25,0,114,1.17,1.12,4.65,4.52,173.4,0.692,192.9,74.3,77.4,6.73,217.5,0.982,0.09,191.3,0.94,0.99,4.02,11.44,124,7.72,-63,20.119,0.71,40.00665,-91.9757,208.8,0,11.8,740.5
5/21/2025,12:02:26,0,114,1.18,1.07,4.7,4.33,173.4,0.709,192.9,74.3,77.4,6.73,217.4,1.007,0.09,191.3,0.92,0.97,3.74,10.64,124,7.72,-63,20.118,0.708,40.00665,-91.9757,208.8,0,11.8,740.5
5/21/2025,12:02:27,0,114,1.2,1.09,4.79,4.41,173.4,0.705,192.9,74.3,77.4,6.73,217.4,1.002,0.09,191.2,0.87,0.92,3.66,10.42,124,7.72,-63,20.118,0.707,40.00665,-91.9757,208.7,0,11.8,740.4
5/21/2025,12:02:28,0,114,1.2,1.13,4.77,4.57,173.4,0.743,192.9,74.2,77.4,6.73,217.4,1.054,0.09,191.2,0.89,0.95,3.97,11.29,124,7.72,-63,20.117,0.772,40.00665,-91.9757,208.7,0,11.8,740.6
5/21/2025,12:02:29,0,114,1.18,1.13,4.72,4.58,173.4,0.813,193,74.2,77.4,6.73,217.4,1.154,0.09,191.3,0.89,0.94,4.18,11.9,124,7.72,-63.1,20.112,0.842,40.00665,-91.9757,208.7,0,11.8,740.5
5/21/2025,12:02:30,0,114,1.2,1.1,4.78,4.45,173.4,0.86,192.9,74.2,77.4,6.73,217.4,1.221,0.09,191.3,0.81,0.87,3.93,11.18,124,7.72,-63.1,20.108,0.877,40.00665,-91.9757,208.7,0,11.8,740.5
5/21/2025,12:02:31,0,114,1.17,1.07,4.68,4.34,173.4,0.897,192.9,74.2,77.4,6.73,217.5,1.274,0.09,191.2,0.77,0.83,3.54,10.08,124,7.72,-63.1,20.108,0.913,40.00665,-91.9757,208.7,0,11.8,740.5
5/21/2025,12:02:32,0,114,1.18,1.1,4.72,4.42,173.5,0.953,193,74.2,77.4,6.73,217.5,1.353,0.09,191.3,0.81,0.86,3.6,10.23,124,7.72,-63.1,20.108,0.959,40.00665,-91.9757,208.8,0,11.8,740.5
5/21/2025,12:02:33,0,114,1.27,1.08,5.05,4.37,173.5,0.984,193,74.2,77.3,6.73,217.5,1.397,0.09,191.4,0.82,0.88,3.69,10.49,124,7.72,-63,20.105,1.015,40.00665,-91.9757,208.9,0,11.8,740.5
5/21/2025,12:02:34,0,114,1.22,1.05,4.86,4.26,173.4,1.031,193,74.1,77.3,6.72,217.6,1.463,0.09,191.3,0.78,0.83,3.65,10.37,124,7.72,-63,20.101,1.052,40.00665,-91.9757,208.8,0,11.8,740.6
5/21/2025,12:02:35,0,114,1.2,1.07,4.78,4.32,173.5,1.065,193,74.1,77.3,6.72,217.6,1.512,0.09,191.4,0.74,0.8,3.57,10.16,124,7.72,-63,20.099,1.062,40.00665,-91.9757,208.7,0,11.8,740.5
5/21/2025,12:02:36,0,114,1.2,1.06,4.79,4.3,173.6,1.099,193.2,74.1,77.3,6.72,217.6,1.56,0.09,191.5,0.76,0.82,3.55,10.1,124,7.72,-63,20.099,1.111,40.00665,-91.97571,208.8,0,11.8,740.4
5/21/2025,12:02:37,0,114,1.2,1.1,4.78,4.45,173.5,1.152,193.1,74.1,77.3,6.72,217.6,1.636,0.09,191.4,0.78,0.83,3.61,10.26,124,7.72,-62.9,20.1,1.184,40.00665,-91.97571,208.8,0,11.8,740.4
5/21/2025,12:02:38,0,114,1.21,1.11,4.82,4.47,173.5,1.188,193.1,74.1,77.2,6.72,217.6,1.686,0.09,191.4,0.81,0.87,3.56,10.13,124,7.72,-63,20.1,1.196,40.00665,-91.97571,208.8,0,11.8,740.5
5/21/2025,12:02:39,0,114,1.15,1.07,4.6,4.31,173.5,1.187,193,74,77.2,6.72,217.6,1.685,0.09,191.4,0.84,0.9,3.55,10.12,124,7.72,-63,20.102,1.186,40.00665,-91.97571,208.7,0,11.8,740.5
5/21/2025,12:02:40,0,114,1.22,1.08,4.86,4.38,173.5,1.203,193,74,77.2,6.71,217.6,1.709,0.09,191.4,0.84,0.9,3.68,10.46,124,7.72,-63,20.102,1.217,40.00665,-91.97571,208.6,0,11.8,740.5
5/21/2025,12:02:41,0,114,1.25,1.13,4.98,4.57,173.5,1.249,193.1,74,77.2,6.71,217.6,1.774,0.09,191.4,0.9,0.95,3.9,11.1,124,7.72,-63,20.103,1.27,40.00665,-91.97571,208.5,0,11.8,740.5
5/21/2025,12:02:42,0,114,1.21,1.1,4.82,4.46,173.5,1.28,193,74,77.2,6.71,217.7,1.818,0.09,191.4,0.95,1,3.95,11.24,124,7.72,-63,20.104,1.29,40.00665,-91.97571,208.4,0,11.8,740.5
5/21/2025,12:02:43,0,114,1.22,1.07,4.88,4.33,173.5,1.301,193,74,77.2,6.71,217.8,1.847,0.09,191.4,0.91,0.96,3.81,10.85,124,7.72,-62.9,20.104,1.308,40.00665,-91.97571,208.3,0,11.8,740.5
5/21/2025,12:02:44,0,114,1.23,1.07,4.91,4.3,173.5,1.353,193,74,77.2,6.71,217.8,1.921,0.09,191.3,0.93,0.99,3.71,10.55,124,7.72,-62.9,20.105,1.366,40.00665,-91.97571,208.2,0,11.8,740.5
5/21/2025,12:02:45,0,114,1.21,1.02,4.82,4.11,173.4,1.396,192.9,74,77.1,6.71,217.8,1.982,0.09,191.3,0.92,0.98,3.8,10.82,124,7.72,-62.9,20.108,1.418,40.00665,-91.97571,208.2,0,11.8,740.6
5/21/2025,12:02:46,0,114,1.17,1.02,4.68,4.11,173.4,1.424,193,74,77.1,6.71,217.8,2.022,0.09,191.3,0.89,0.94,3.81,10.84,124,7.72,-63,20.108,1.434,40.00665,-91.97572,208.3,0,11.8,740.5
5/21/2025,12:02:47,0,114,1.14,1,4.52,4.03,173.5,1.456,193,74,77.1,6.71,217.8,2.067,0.09,191.4,0.84,0.9,3.66,10.4,124,7.72,-63,20.108,1.484,40.00664,-91.97572,208.3,0,11.8,740.5
5/21/2025,12:02:48,0,114,1.13,0.96,4.5,3.88,173.4,1.524,192.9,74,77.1,6.71,217.8,2.164,0.09,191.3,0.77,0.83,3.62,10.31,124,7.72,-63,20.109,1.53,40.00664,-91.97572,208.4,0,11.8,740.3
5/21/2025,12:02:49,0,114,1.13,1,4.5,4.02,173.4,1.546,192.9,74,77.2,6.71,217.8,2.195,0.09,191.3,0.78,0.84,3.6,10.24,124,7.72,-63,20.11,1.563,40.00664,-91.97572,208.2,0,11.7,740.5
5/21/2025,12:02:50,0,114,1.12,1.03,4.44,4.16,173.5,1.571,193.1,74,77.1,6.71,217.8,2.231,0.09,191.4,0.81,0.86,3.55,10.11,124,7.72,-63,20.106,1.584,40.00664,-91.97572,208.2,0,11.7,740.4
5/21/2025,12:02:51,0,114,1.14,1.03,4.55,4.14,173.5,1.583,193.1,73.9,77.1,6.71,217.8,2.248,0.09,191.4,0.83,0.89,3.46,9.85,124,7.72,-63,20.095,1.589,40.00664,-91.97572,208.2,0,11.7,740.4
5/21/2025,12:02:52,0,114,1.14,1.06,4.55,4.26,173.4,1.627,193.1,73.9,77.1,6.71,217.9,2.309,0.09,191.4,0.81,0.87,3.56,10.14,124,7.72,-63,20.089,1.65,40.00664,-91.97572,208.3,0,11.7,740.6
5/21/2025,12:02:53,0,114,1.12,1.03,4.47,4.15,173.5,1.696,193.1,73.9,77.1,6.71,217.9,2.408,0.09,191.4,0.77,0.82,3.47,9.89,124,7.72,-62.9,20.089,1.724,40.00664,-91.97572,208.3,0,11.7,740.6
5/21/2025,12:02:54,0,114,1.16,1.01,4.62,4.07,173.4,1.742,193,73.9,77,6.7,217.9,2.474,0.09,191.4,0.76,0.82,3.45,9.82,124,7.72,-62.9,20.086,1.745,40.00664,-91.97572,208.4,0,11.7,740.6
5/21/2025,12:02:55,0,114,1.19,1.03,4.74,4.17,173.4,1.754,193.1,73.8,77,6.7,217.9,2.49,0.09,191.4,0.85,0.91,3.78,10.74,124,7.72,-62.9,20.077,1.769,40.00664,-91.97572,208.4,0,11.7,740.6
5/21/2025,12:02:56,0,114,1.16,1.05,4.63,4.22,173.4,1.785,193.1,73.8,77,6.7,218,2.534,0.09,191.4,0.92,0.97,3.94,11.19,124,7.72,-62.9,20.076,1.791,40.00664,-91.97572,208.7,0,11.7,740.6
5/21/2025,12:02:57,0,114,1.15,1.09,4.6,4.39,173.3,1.812,193,73.8,77,6.7,218,2.573,0.09,191.3,0.91,0.96,3.83,10.9,124,7.72,-62.8,20.071,1.822,40.00664,-91.97572,208.7,0,11.7,740.6
5/21/2025,12:02:58,0,114,1.17,1.13,4.67,4.55,173.3,1.835,193,73.8,77,6.7,218,2.605,0.09,191.3,0.93,0.99,3.74,10.65,124,7.72,-62.8,20.063,1.838,40.00664,-91.97572,208.5,0,11.7,740.5
5/21/2025,12:02:59,0,114,1.16,1.09,4.63,4.42,173.3,1.848,193,73.8,76.9,6.7,218.1,2.623,0.09,191.3,0.93,0.98,3.77,10.71,124,7.72,-62.7,20.063,1.863,40.00664,-91.97572,208.3,0,11.8,740.4
5/21/2025,12:03:00,0,114,1.18,1.08,4.71,4.38,173.3,1.887,193,73.8,76.9,6.69,218.1,2.68,0.09,191.3,0.88,0.93,3.97,11.29,124,7.72,-62.7,20.063,1.91,40.00664,-91.97572,208.4,0,11.8,740.5
5/21/2025,12:03:01,0,114,1.23,1.11,4.89,4.49,173.3,1.949,193,73.7,76.9,6.69,218.2,2.767,0.09,191.3,0.89,0.95,3.96,11.26,124,7.72,-62.7,20.062,1.969,40.00664,-91.97572,208.3,0,11.8,740.5
5/21/2025,12:03:02,0,114,1.21,1.06,4.84,4.28,173.2,1.993,193,73.7,76.9,6.69,218.2,2.829,0.09,191.3,0.89,0.94,3.78,10.74,124,7.72,-62.7,20.064,2.007,40.00664,-91.97572,208.5,0,11.8,740.5
5/21/2025,12:03:03,0,114,1.23,1.1,4.91,4.43,173.2,2,192.9,73.7,76.8,6.69,218.2,2.84,0.09,191.2,0.82,0.88,3.69,10.51,124,7.72,-62.7,20.068,2.01,40.00664,-91.97572,208.5,0,11.8,740.6
5/21/2025,12:03:04,0,114,1.28,1.09,5.13,4.38,173.2,2.024,192.9,73.7,76.8,6.69,218.2,2.874,0.09,191.2,0.8,0.86,3.5,9.95,124,7.72,-62.7,20.067,2.047,40.00664,-91.97572,208.5,0,11.8,740.6
5/21/2025,12:03:05,0,114,1.23,1.03,4.91,4.17,173.3,2.083,193,73.7,76.8,6.69,218.2,2.957,0.09,191.3,0.82,0.88,3.34,9.5,124,7.72,-62.7,20.064,2.117,40.00664,-91.97572,208.4,0,11.8,740.6
5/21/2025,12:03:06,0,114,1.23,1.06,4.93,4.27,173.3,2.132,193,73.6,76.8,6.68,218.2,3.027,0.09,191.3,0.79,0.84,3.4,9.68,124,7.71,-62.6,20.062,2.133,40.00664,-91.97572,208.4,0,11.8,740.4
5/21/2025,12:03:07,0,114,1.24,1.19,4.93,4.82,173.2,2.142,193,73.6,76.8,6.68,218.3,3.042,0.09,191.3,0.72,0.78,3.69,10.5,124,7.71,-62.6,20.061,2.15,40.00664,-91.97572,208.5,0,11.8,740.6
5/21/2025,12:03:08,0,114,1.2,1.25,4.78,5.03,173.3,2.172,193,73.6,76.7,6.68,218.3,3.084,0.09,191.4,0.73,0.79,3.61,10.27,124,7.71,-62.6,20.063,2.196,40.00664,-91.97572,208.5,0,11.8,740.5
5/21/2025,12:03:09,0,114,1.25,1.14,5,4.59,173.4,2.229,193.1,73.6,76.7,6.68,218.4,3.164,0.09,191.4,0.71,0.77,3.42,9.75,124,7.71,-62.6,20.06,2.234,40.00664,-91.97572,208.5,0,11.8,740.5
5/21/2025,12:03:10,0,114,1.19,1.15,4.74,4.64,173.4,2.251,193.2,73.6,76.7,6.68,218.4,3.196,0.09,191.5,0.75,0.81,3.65,10.38,124,7.71,-62.5,20.058,2.248,40.00664,-91.97572,208.5,0,11.8,740.6
5/21/2025,12:03:11,0,114,1.16,1.14,4.61,4.61,173.4,2.267,193.2,73.6,76.7,6.68,218.4,3.219,0.09,191.5,0.8,0.86,3.92,11.15,124,7.71,-62.5,20.059,2.302,40.00664,-91.97572,208.5,0,11.8,740.6
5/21/2025,12:03:12,0,114,1.22,1.09,4.89,4.42,173.3,2.342,193.1,73.6,76.7,6.68,218.4,3.325,0.09,191.4,0.82,0.88,3.81,10.83,124,7.71,-62.6,20.058,2.363,40.00664,-91.97572,208.6,0,11.8,740.6
5/21/2025,12:03:13,0,114,1.19,1.08,4.74,4.36,173.3,2.358,193,73.6,76.7,6.68,218.4,3.348,0.09,191.4,0.83,0.89,3.81,10.83,124,7.71,-62.6,20.057,2.34,40.00664,-91.97572,208.6,0,11.8,740.5
5/21/2025,12:03:14,0,114,1.21,1.08,4.84,4.36,173.3,2.356,193,73.5,76.7,6.67,218.4,3.346,0.09,191.3,0.84,0.9,3.97,11.28,124,7.71,-62.6,20.057,2.374,40.00664,-91.97572,208.7,0,11.8,740.6
5/21/2025,12:03:15,0,114,1.26,1.08,5.03,4.35,173.3,2.394,193,73.5,76.6,6.67,218.4,3.398,0.09,191.3,0.86,0.91,3.92,11.15,124,7.71,-62.6,20.056,2.423,40.00664,-91.97572,208.7,0,11.8,740.4
5/21/2025,12:03:16,0,114,1.18,1.11,4.72,4.5,173.3,2.466,193,73.5,76.6,6.67,218.4,3.502,0.09,191.3,0.88,0.93,3.75,10.66,124,7.71,-62.5,20.055,2.498,40.00664,-91.97572,208.6,0,11.8,740.4
5/21/2025,12:03:17,0,114,1.2,1.11,4.81,4.49,173.2,2.536,193,73.5,76.6,6.67,218.4,3.601,0.09,191.3,0.91,0.97,3.69,10.51,124,7.71,-62.5,20.055,2.547,40.00664,-91.97572,208.9,0,11.8,740.4
5/21/2025,12:03:18,0,114,1.2,1.03,4.78,4.16,173.2,2.555,192.9,73.5,76.6,6.67,218.4,3.627,0.09,191.2,0.85,0.9,3.8,10.82,124,7.71,-62.5,20.056,2.565,40.00663,-91.97572,209.4,0,11.8,740.5
5/21/2025,12:03:19,0,114,1.17,1.03,4.65,4.18,173.2,2.565,192.9,73.5,76.6,6.67,218.4,3.642,0.09,191.2,0.74,0.8,3.65,10.38,124,7.71,-62.5,20.058,2.587,40.00664,-91.97572,209.2,0,11.8,740.6
5/21/2025,12:03:20,0,114,1.16,1.08,4.63,4.35,173.2,2.602,193,73.5,76.6,6.67,218.5,3.695,0.09,191.3,0.74,0.8,3.51,9.99,124,7.71,-62.5,20.059,2.618,40.00663,-91.97572,209.4,0,11.8,740.5
5/21/2025,12:03:21,0,114,1.16,1.07,4.63,4.3,173.2,2.664,192.9,73.5,76.6,6.67,218.5,3.783,0.09,191.3,0.75,0.81,3.33,9.47,124,7.71,-62.5,20.06,2.676,40.00663,-91.97572,209.5,0,11.8,740.6
5/21/2025,12:03:22,0,114,1.24,1.06,4.93,4.27,173.2,2.716,192.9,73.5,76.6,6.67,218.5,3.856,0.09,191.3,0.76,0.82,3.36,9.56,124,7.71,-62.5,20.06,2.744,40.00663,-91.97572,209.6,0,11.8,740.5
5/21/2025,12:03:23,0,114,1.28,1.18,5.11,4.78,173.3,2.749,193,73.5,76.6,6.67,218.6,3.904,0.09,191.4,0.76,0.82,3.63,10.33,124,7.71,-62.5,20.06,2.769,40.00663,-91.97572,209.6,0,11.8,740.5
5/21/2025,12:03:24,0,114,1.29,1.21,5.15,4.9,173.3,2.77,193,73.5,76.6,6.67,218.6,3.934,0.09,191.4,0.72,0.78,3.62,10.3,124,7.71,-62.4,20.058,2.783,40.00663,-91.97572,209.9,0,11.8,740.6
5/21/2025,12:03:25,0,114,1.26,1.11,5.05,4.48,173.3,2.828,193,73.4,76.6,6.67,218.6,4.015,0.09,191.3,0.74,0.8,3.63,10.32,124,7.71,-62.4,20.054,2.841,40.00663,-91.97572,209.9,0,11.8,740.5
5/21/2025,12:03:26,0,114,1.23,1.08,4.89,4.37,173.3,2.869,193.1,73.4,76.6,6.67,218.6,4.074,0.09,191.4,0.79,0.85,3.61,10.28,124,7.71,-62.5,20.054,2.889,40.00663,-91.97571,210,0,11.8,740.5
5/21/2025,12:03:27,0,114,1.15,1.1,4.59,4.43,173.3,2.896,193.1,73.4,76.6,6.67,218.6,4.112,0.09,191.4,0.84,0.89,3.62,10.29,124,7.71,-62.5,20.057,2.921,40.00663,-91.97572,209.9,0,11.8,740.5
5/21/2025,12:03:28,0,114,1.18,1.08,4.7,4.35,173.3,2.937,193,73.4,76.6,6.66,218.6,4.169,0.09,191.4,0.85,0.9,3.77,10.71,124,7.71,-62.5,20.061,2.957,40.00663,-91.97572,209.7,0,11.8,740.5
5/21/2025,12:03:29,0,114,1.29,1.09,5.17,4.4,173.3,2.966,193,73.4,76.5,6.66,218.6,4.211,0.09,191.3,0.84,0.89,3.94,11.2,124,7.71,-62.5,20.057,2.956,40.00663,-91.97572,209.7,0,11.8,740.5
5/21/2025,12:03:30,0,114,1.32,1.16,5.28,4.68,173.2,2.968,193,73.4,76.6,6.67,218.6,4.214,0.09,191.3,0.83,0.89,4.08,11.61,124,7.71,-62.5,20.054,2.983,40.00663,-91.97572,209.8,0,11.8,740.5
5/21/2025,12:03:31,0,114,1.33,1.14,5.31,4.61,173.2,2.991,193,73.4,76.6,6.67,218.6,4.246,0.09,191.3,0.89,0.95,4.08,11.6,124,7.71,-62.5,20.052,3.016,40.00663,-91.97572,210,0,11.8,740.5
5/21/2025,12:03:32,0,114,1.26,1.07,5.04,4.34,173.2,3.038,193,73.4,76.6,6.67,218.7,4.313,0.09,191.3,0.93,0.98,3.99,11.35,124,7.71,-62.5,20.053,3.054,40.00663,-91.97572,210,0,11.8,740.4
5/21/2025,12:03:33,0,114,1.24,1.04,4.96,4.19,173.2,3.08,192.9,73.4,76.5,6.66,218.7,4.374,0.09,191.2,0.86,0.91,3.92,11.14,124,7.71,-62.5,20.057,3.079,40.00663,-91.97572,209.9,0,11.8,740.5
5/21/2025,12:03:34,0,114,1.23,1,4.92,4.05,173.2,3.09,192.9,73.4,76.5,6.66,218.7,4.388,0.09,191.2,0.79,0.85,3.82,10.86,124,7.71,-62.5,20.058,3.112,40.00663,-91.97572,209.9,0,11.8,740.5
5/21/2025,12:03:35,0,114,1.17,1.08,4.65,4.35,173.2,3.124,192.9,73.4,76.5,6.66,218.7,4.436,0.09,191.2,0.76,0.82,3.76,10.7,124,7.71,-62.5,20.058,3.152,40.00663,-91.97572,210,0,11.8,740.5
5/21/2025,12:03:36,0,114,1.17,1.09,4.67,4.39,173.1,3.171,192.9,73.4,76.5,6.66,218.8,4.503,0.09,191.2,0.76,0.82,3.68,10.47,124,7.71,-62.4,20.056,3.19,40.00663,-91.97572,209.9,0,11.8,740.4
5/21/2025,12:03:37,0,114,1.13,1.04,4.51,4.18,173.1,3.214,192.9,73.4,76.5,6.66,218.8,4.563,0.09,191.2,0.72,0.78,3.46,9.86,124,7.71,-62.4,20.052,3.209,40.00663,-91.97572,210,0,11.8,740.5
5/21/2025,12:03:38,0,114,1.14,1.08,4.54,4.36,173.2,3.22,193,73.3,76.5,6.66,218.9,4.572,0.09,191.3,0.72,0.78,3.33,9.47,124,7.71,-62.3,20.049,3.24,40.00663,-91.97572,210.1,0,11.8,740.5
5/21/2025,12:03:39,0,114,1.18,1.11,4.69,4.47,173.2,3.239,193,73.3,76.4,6.66,218.9,4.598,0.09,191.3,0.74,0.8,3.22,9.18,124,7.71,-62.3,20.047,3.255,40.00663,-91.97572,210.1,0,11.8,740.4
5/21/2025,12:03:40,0,114,1.12,1.13,4.48,4.55,173.3,3.276,193.1,73.3,76.4,6.66,218.9,4.651,0.09,191.4,0.71,0.77,3.43,9.75,124,7.71,-62.3,20.041,3.301,40.00663,-91.97572,210.2,0,11.8,740.5
5/21/2025,12:03:41,0,114,1.16,1.09,4.61,4.39,173.3,3.35,193.2,73.3,76.4,6.66,218.9,4.757,0.09,191.5,0.72,0.78,3.54,10.06,124,7.71,-62.4,20.04,3.362,40.00663,-91.97571,210.3,0,11.8,740.5
5/21/2025,12:03:42,0,114,1.16,1.02,4.61,4.1,173.3,3.384,193.2,73.3,76.4,6.66,218.9,4.805,0.09,191.5,0.75,0.81,3.4,9.69,124,7.71,-62.4,20.044,3.414,40.00663,-91.97572,210,0,11.8,740.5
5/21/2025,12:03:43,0,114,1.2,1.01,4.79,4.08,173.4,3.436,193.2,73.3,76.5,6.66,218.9,4.879,0.09,191.5,0.82,0.88,3.41,9.7,124,7.71,-62.4,20.045,3.463,40.00663,-91.97572,209.8,0,11.8,740.5
5/21/2025,12:03:44,0,114,1.31,1.07,5.25,4.33,173.4,3.465,193.1,73.3,76.4,6.66,218.9,4.92,0.09,191.5,0.89,0.94,3.52,10.02,124,7.71,-62.3,20.048,3.458,40.00664,-91.97571,209.6,0,11.8,740.5
5/21/2025,12:03:45,0,114,1.25,1.05,4.99,4.24,173.3,3.48,193.1,73.3,76.4,6.66,219,4.941,0.09,191.5,0.87,0.93,3.59,10.23,124,7.71,-62.3,20.048,3.478,40.00664,-91.97571,209.5,0,11.8,740.5
