MULakeNumber,date_yyyy-mm-dd,time_hhmmss,depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,phycoerythrinTAL_RFU,turbidity_FNU,salinity_psu,specificConductivity_uSpcm,tds_mgpL,orp_mV,pH,latitude,longitude,altitude_m,barometerAirHandheld_mbars
438,2024-06-14,11:02:21,0.034,29.017,8.47,110.2,0.4,0.15,7.7,NA,0.11,237.9,155,142,8.19,38.9013,-92.34206,223.2,990.1333333333332
438,2024-06-14,11:02:23,0.058,29.016,8.47,110.3,0.39,0.19,7.63,NA,0.11,237.9,155,142.4,8.19,38.9013,-92.34206,223.4,990
438,2024-06-14,11:02:24,0.107,29.016,8.47,110.2,0.36,0.2,7.44,NA,0.11,238,155,142.6,8.19,38.90129,-92.34206,223.5,990.1333333333332
438,2024-06-14,11:02:25,0.14,29.021,8.47,110.2,0.36,0.19,7.18,NA,0.11,237.9,155,142.7,8.19,38.90129,-92.34206,223.6,990.1333333333332
438,2024-06-14,11:02:28,0.221,29.032,8.47,110.2,0.38,0.14,4.61,NA,0.11,237.9,155,143.3,8.19,38.9013,-92.34206,223.7,990
438,2024-06-14,11:02:29,0.283,29.029,8.46,110.1,0.38,0.16,4.3,NA,0.11,238,155,143.5,8.2,38.9013,-92.34207,223.7,990
438,2024-06-14,11:02:30,0.337,29.023,8.47,110.2,0.38,0.15,4.32,NA,0.11,238,155,143.7,8.2,38.9013,-92.34207,223.7,990
438,2024-06-14,11:02:31,0.371,29.014,8.46,110.1,0.41,0.12,4.37,NA,0.11,238.1,155,144,8.19,38.9013,-92.34207,223.7,990.2666666666668
438,2024-06-14,11:02:32,0.509,28.979,8.45,110,0.42,0.17,4.52,NA,0.11,238.2,155,144.3,8.19,38.9013,-92.34207,223.7,990.1333333333332
438,2024-06-14,11:02:33,0.534,28.959,8.45,109.9,0.46,0.19,4.83,NA,0.11,238.1,155,144.5,8.19,38.9013,-92.34207,223.6,989.8666666666668
438,2024-06-14,11:02:37,0.579,28.914,8.47,110.1,0.48,0.13,5.53,NA,0.11,238,155,145.3,8.2,38.9013,-92.34207,223.4,989.8666666666668
438,2024-06-14,11:02:38,0.614,28.827,8.48,110,0.48,0.1,5.21,NA,0.11,238.1,155,145.4,8.2,38.9013,-92.34207,223.4,989.8666666666668
438,2024-06-14,11:02:39,0.636,28.791,8.5,110.2,0.5,0.15,5.05,NA,0.11,238.2,155,145.6,8.21,38.9013,-92.34207,223.3,990
438,2024-06-14,11:02:40,0.671,28.783,8.51,110.2,0.53,0.16,5.25,NA,0.11,238.3,155,145.8,8.21,38.9013,-92.34207,223.4,990.1333333333332
438,2024-06-14,11:02:41,0.713,28.776,8.51,110.3,0.53,0.1,5.5,NA,0.11,238.4,155,146,8.21,38.9013,-92.34207,223.5,990.2666666666668
438,2024-06-14,11:02:42,0.734,28.772,8.51,110.3,0.54,0.1,4.99,NA,0.11,238.5,155,146.2,8.21,38.90129,-92.34207,223.6,990
438,2024-06-14,11:02:43,0.772,28.707,8.51,110.2,0.6,0.17,4.45,NA,0.11,238.4,155,146.4,8.21,38.90129,-92.34207,223.7,990.1333333333332
438,2024-06-14,11:02:44,0.82,28.646,8.51,110.1,0.65,0.17,4.58,NA,0.11,238.4,155,146.7,8.22,38.90129,-92.34207,223.7,990
438,2024-06-14,11:02:45,0.868,28.583,8.52,110,0.63,0.17,4.57,NA,0.11,238.4,155,146.9,8.22,38.90129,-92.34207,223.7,990
438,2024-06-14,11:02:47,0.898,28.501,8.54,110.1,0.66,0.12,4.83,NA,0.11,238.4,155,147.3,8.23,38.9013,-92.34207,223.6,989.8666666666668
438,2024-06-14,11:02:48,0.991,28.403,8.55,110.1,0.7,0.14,4.49,NA,0.11,238.1,155,147.6,8.24,38.90129,-92.34207,223.6,990.1333333333332
438,2024-06-14,11:02:49,1.054,28.321,8.57,110.2,0.69,0.2,4.29,NA,0.11,237.8,155,147.8,8.24,38.90129,-92.34207,223.7,989.8666666666668
