MULakeNumber,date_yyyy-mm-dd,time_hhmmss,depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,phycoerythrinTAL_RFU,turbidity_FNU,salinity_psu,specificConductivity_uSpcm,tds_mgpL,orp_mV,pH,latitude,longitude,altitude_m,barometerAirHandheld_mbars
438,2024-07-05,11:28:45,0.011,27.969,8.29,106,0.92,0.23,1.17,NA,0.09,198.5,129,250.2,7.27,38.9015,-92.34248,225.3,987.7333333333332
438,2024-07-05,11:28:46,0.058,27.965,8.33,106.4,0.88,0.24,1.25,NA,0.09,198.4,129,250.2,7.29,38.9015,-92.34248,225.2,987.7333333333332
438,2024-07-05,11:28:48,0.091,27.939,8.37,106.9,0.91,0.32,1.03,NA,0.09,198.4,129,250.1,7.32,38.9015,-92.34248,225.3,987.6
438,2024-07-05,11:28:49,0.127,27.886,8.41,107.3,0.91,0.18,1.16,NA,0.09,198.4,129,250.1,7.34,38.9015,-92.34248,225.5,987.6
438,2024-07-05,11:28:50,0.192,27.831,8.42,107.3,0.93,0.21,1.21,NA,0.09,198.4,129,250.1,7.36,38.9015,-92.34248,225.5,987.6
438,2024-07-05,11:28:51,0.231,27.724,8.44,107.4,0.95,0.26,1.1,NA,0.09,198.8,129,250.1,7.38,38.9015,-92.34248,225.4,987.7333333333332
438,2024-07-05,11:28:52,0.309,27.638,8.45,107.4,0.96,0.25,1.16,NA,0.09,199.2,129,250.2,7.39,38.9015,-92.34248,225.4,987.6
438,2024-07-05,11:28:53,0.343,27.574,8.43,107,1.07,0.26,1.47,NA,0.09,199.4,130,250.2,7.4,38.9015,-92.34248,225.4,987.6
438,2024-07-05,11:28:54,0.404,27.463,8.42,106.8,1.24,0.3,1.54,NA,0.09,199.8,130,250.4,7.41,38.9015,-92.34248,225,987.6
438,2024-07-05,11:28:55,0.474,27.301,8.38,106,1.41,0.35,1.8,NA,0.09,200.4,130,250.6,7.41,38.9015,-92.34248,224.8,987.6
438,2024-07-05,11:28:56,0.528,27.203,8.32,104.9,1.5,0.4,2.28,NA,0.09,200.5,130,250.5,7.42,38.90151,-92.34248,224.5,987.7333333333332
438,2024-07-05,11:28:57,0.584,27.158,8.26,104,1.66,0.34,2.71,NA,0.09,200.4,130,250.3,7.42,38.90151,-92.34248,224.3,987.6
438,2024-07-05,11:28:58,0.637,27.098,8.23,103.6,1.95,0.31,2.76,NA,0.09,200,130,250.2,7.43,38.90151,-92.34248,224.2,987.7333333333332
438,2024-07-05,11:28:59,0.703,27.056,8.24,103.6,1.96,0.33,2.52,NA,0.09,199.4,130,250.2,7.43,38.90151,-92.34248,224.1,987.6
438,2024-07-05,11:29:00,0.757,26.961,8.23,103.4,1.9,0.3,2.74,NA,0.09,198.9,129,250.3,7.44,38.90151,-92.34248,224.1,987.6
438,2024-07-05,11:29:02,0.823,26.91,8.18,102.6,2.17,0.3,2.95,NA,0.09,198.3,129,250.3,7.45,38.90151,-92.34248,224,987.7333333333332
438,2024-07-05,11:29:03,0.905,26.889,8.14,102,2.02,0.31,3.28,NA,0.09,198,129,250.4,7.45,38.90151,-92.34248,224.1,987.7333333333332
438,2024-07-05,11:29:04,0.944,26.834,8.12,101.6,2.21,0.3,3.21,NA,0.09,197.8,129,250.5,7.45,38.90151,-92.34248,224.1,987.6
438,2024-07-05,11:29:06,0.988,26.775,8.1,101.2,2.3,0.3,2.91,NA,0.09,198,129,250.6,7.45,38.90152,-92.34248,224.1,987.7333333333332
438,2024-07-05,11:29:07,1.092,26.74,8.08,101,2.45,0.35,2.63,NA,0.09,198.1,129,250.6,7.45,38.90152,-92.34248,224.1,987.7333333333332
438,2024-07-05,11:29:08,1.155,26.677,8.06,100.7,2.31,0.34,2.56,NA,0.09,198.3,129,250.6,7.46,38.90151,-92.34248,224.1,987.7333333333332
438,2024-07-05,11:29:09,1.217,26.663,8.03,100.2,2.05,0.42,2.8,NA,0.09,198.4,129,250.6,7.46,38.90151,-92.34248,224,987.7333333333332
438,2024-07-05,11:29:10,1.307,26.606,8,99.8,2.07,0.5,3.88,NA,0.09,198.4,129,250.6,7.46,38.90151,-92.34248,224,987.6
438,2024-07-05,11:29:11,1.386,26.456,7.94,98.9,2.12,0.45,4.21,NA,0.09,198.3,129,250.7,7.46,38.90151,-92.34248,223.9,987.6
438,2024-07-05,11:29:13,1.488,26.332,7.91,98.2,2.25,0.58,4.02,NA,0.09,197.1,128,250.7,7.46,38.90152,-92.34249,223.5,987.7333333333332
438,2024-07-05,11:29:14,1.585,26.027,7.88,97.4,2.44,0.86,4.87,NA,0.09,194.2,126,250.6,7.47,38.90152,-92.34249,223.4,987.7333333333332
438,2024-07-05,11:29:15,1.67,25.886,7.79,96,2.45,0.91,4.74,NA,0.09,192.3,125,250.7,7.47,38.90152,-92.34249,223.3,987.7333333333332
438,2024-07-05,11:29:16,1.761,25.744,7.68,94.4,2.42,0.87,4.33,NA,0.09,192.3,125,250.8,7.46,38.90151,-92.34248,223.4,987.6
