MULakeNumber,date_yyyy-mm-dd,time_hhmmss,depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,phycoerythrinTAL_RFU,turbidity_FNU,salinity_psu,specificConductivity_uSpcm,tds_mgpL,orp_mV,pH,latitude,longitude,altitude_m,barometerAirHandheld_mbars
088,2025-12-16,10:27:53,0.011,2.175,12.42,90.2,0.35,0.49,1.89,NA,0.08,174.8,114,163,8.04,39.66323,-92.99506,227.5,985.8666666666668
088,2025-12-16,10:27:57,0.094,2.175,12.24,89,0.39,0.49,2.01,NA,0.08,175,114,164.6,7.94,39.66323,-92.99507,227.5,985.7333333333332
088,2025-12-16,10:27:58,0.156,2.148,12.21,88.7,0.42,0.52,2.13,NA,0.08,174.8,114,165.1,7.91,39.66323,-92.99507,227.7,985.8666666666668
088,2025-12-16,10:27:59,0.186,2.146,12.19,88.6,0.38,0.5,2.14,NA,0.08,174.6,113,165.5,7.89,39.66323,-92.99507,227.7,985.7333333333332
088,2025-12-16,10:28:00,0.217,2.143,12.18,88.4,0.39,0.49,2.18,NA,0.08,174.5,113,165.9,7.88,39.66323,-92.99507,227.6,985.6
088,2025-12-16,10:28:01,0.275,2.145,12.15,88.3,0.42,0.48,2.17,NA,0.08,174.1,113,166.3,7.87,39.66324,-92.99507,227.6,985.6
088,2025-12-16,10:28:02,0.334,2.151,12.12,88.1,0.42,0.47,2.2,NA,0.08,173.9,113,166.7,7.85,39.66324,-92.99508,227.6,985.6
088,2025-12-16,10:28:03,0.358,2.145,12.11,88,0.44,0.52,2.22,NA,0.08,173.9,113,167,7.84,39.66324,-92.99508,227.4,985.8666666666668
088,2025-12-16,10:28:04,0.402,2.144,12.09,87.8,0.42,0.49,2.14,NA,0.08,173.8,113,167.4,7.82,39.66324,-92.99508,227.3,985.7333333333332
088,2025-12-16,10:28:05,0.448,2.146,12.07,87.7,0.41,0.47,2.19,NA,0.08,173.9,113,167.8,7.81,39.66324,-92.99508,227.4,985.7333333333332
088,2025-12-16,10:28:06,0.487,2.152,12.05,87.6,0.43,0.47,2.17,NA,0.08,173.8,113,168.1,7.8,39.66324,-92.99509,227.4,985.7333333333332
088,2025-12-16,10:28:07,0.535,2.156,12.03,87.4,0.47,0.49,2.03,NA,0.08,173.8,113,168.5,7.78,39.66324,-92.99509,227.4,985.8666666666668
088,2025-12-16,10:28:08,0.574,2.16,12.02,87.3,0.44,0.48,2.02,NA,0.08,173.8,113,168.7,7.78,39.66324,-92.99509,227.5,985.7333333333332
