MULakeNumber,date_yyyy-mm-dd,time_hhmmss,depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,phycoerythrinTAL_RFU,turbidity_FNU,salinity_psu,specificConductivity_uSpcm,tds_mgpL,orp_mV,pH,latitude,longitude,altitude_m,barometerAirHandheld_mbars
088,2025-02-13,11:59:37,0.032,2.179,12.51,91,0.57,-0.02,1.4,NA,0.08,180.7,117,231.2,7.9,39.66246,-92.99596,229.1,1004.9333333333334
088,2025-02-13,11:59:41,0.07,2.177,12.5,90.9,0.55,-0.04,1.47,NA,0.08,180.6,117,231.3,7.9,39.66245,-92.99596,228.6,1004.8
088,2025-02-13,11:59:42,0.13,2.173,12.5,90.9,0.55,0.01,1.45,NA,0.08,180.7,117,231.3,7.9,39.66245,-92.99596,228.6,1004.9333333333334
088,2025-02-13,11:59:43,0.18,2.169,12.5,90.9,0.59,0,1.45,NA,0.08,180.6,117,231.4,7.89,39.66245,-92.99596,228.6,1005.0666666666666
088,2025-02-13,11:59:44,0.234,2.164,12.5,90.8,0.56,-0.05,1.55,NA,0.09,180.8,118,231.4,7.89,39.66245,-92.99596,228.6,1004.9333333333334
088,2025-02-13,11:59:45,0.37,2.153,12.5,90.8,0.55,-0.05,1.66,NA,0.09,181,118,231.5,7.89,39.66245,-92.99596,228.7,1004.9333333333334
088,2025-02-13,11:59:46,0.444,2.149,12.51,90.9,0.58,-0.06,1.6,NA,0.09,181,118,231.5,7.89,39.66245,-92.99596,228.6,1005.0666666666666
088,2025-02-13,11:59:47,0.492,2.153,12.5,90.8,0.58,-0.04,1.4,NA,0.09,181,118,231.6,7.89,39.66245,-92.99596,228.7,1005.0666666666666
088,2025-02-13,11:59:48,0.601,2.146,12.5,90.8,0.58,-0.02,1.46,NA,0.09,180.9,118,231.6,7.89,39.66245,-92.99596,228.7,1005.0666666666666
088,2025-02-13,11:59:49,0.706,2.136,12.5,90.8,0.58,-0.02,1.58,NA,0.09,180.8,118,231.6,7.89,39.66245,-92.99596,228.6,1005.0666666666666
088,2025-02-13,11:59:50,0.787,2.137,12.5,90.8,0.6,-0.04,1.58,NA,0.09,180.8,118,231.6,7.89,39.66245,-92.99596,228.6,1005.0666666666666
088,2025-02-13,11:59:51,0.836,2.139,12.51,90.8,0.61,-0.06,1.59,NA,0.08,180.7,117,231.6,7.89,39.66245,-92.99596,228.6,1005.0666666666666
088,2025-02-13,11:59:52,0.95,2.145,12.5,90.8,0.64,-0.03,1.56,NA,0.08,180.6,117,231.7,7.89,39.66245,-92.99596,228.5,1005.0666666666666
088,2025-02-13,11:59:53,1.048,2.144,12.5,90.8,0.69,-0.04,1.58,NA,0.08,180.5,117,231.7,7.89,39.66245,-92.99596,228.5,1005.0666666666666
088,2025-02-13,11:59:54,1.12,2.138,12.5,90.7,0.7,-0.03,1.81,NA,0.08,180.6,117,231.7,7.89,39.66245,-92.99596,228.5,1005.0666666666666
088,2025-02-13,11:59:55,1.169,2.137,12.5,90.7,0.71,0.02,1.89,NA,0.08,180.6,117,231.7,7.89,39.66245,-92.99596,228.5,1005.0666666666666
088,2025-02-13,11:59:56,1.255,2.135,12.5,90.7,0.76,0.02,1.77,NA,0.08,180.6,117,231.8,7.88,39.66245,-92.99596,228.4,1005.0666666666666
088,2025-02-13,11:59:57,1.333,2.127,12.5,90.7,0.82,0,1.82,NA,0.09,180.9,118,231.8,7.88,39.66245,-92.99596,228.4,1005.0666666666666
088,2025-02-13,11:59:58,1.382,2.108,12.5,90.7,0.87,0.06,1.95,NA,0.09,180.9,118,231.8,7.88,39.66245,-92.99596,228.5,1005.0666666666666
088,2025-02-13,11:59:59,1.422,2.102,12.5,90.7,0.94,0.06,2.13,NA,0.09,180.9,118,231.9,7.88,39.66245,-92.99596,228.6,1005.0666666666666
