MULakeNumber,date_yyyy-mm-dd,time_hhmmss,depth_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,phycoerythrinTAL_RFU,turbidity_FNU,salinity_psu,specificConductivity_uSpcm,tds_mgpL,orp_mV,pH,latitude,longitude,altitude_m,barometerAirHandheld_mbars
088,2026-03-19,11:09:27,0.078,9.851,11.15,98.4,2.27,0.79,8.09,NA,0.09,180.2,117,221.2,8.11,39.66314,-92.99522,230.5,988.2666666666668
088,2026-03-19,11:09:32,0.151,9.7,11.26,99.2,2.47,0.9,8.56,NA,0.08,177.7,116,223,8.08,39.66314,-92.99521,231.2,988.2666666666668
088,2026-03-19,11:09:33,0.196,9.666,11.29,99.3,2.51,0.95,8.48,NA,0.08,176.9,115,223.4,8.07,39.66314,-92.99521,231.4,988.2666666666668
088,2026-03-19,11:09:34,0.229,9.688,11.31,99.5,2.47,0.98,8.58,NA,0.08,176.4,115,223.5,8.07,39.66314,-92.99522,231.3,988.2666666666668
088,2026-03-19,11:09:35,0.25,9.699,11.33,99.7,2.48,0.96,8.72,NA,0.08,176.4,115,223.8,8.06,39.66314,-92.99522,230.9,988.2666666666668
088,2026-03-19,11:09:36,0.292,9.678,11.34,99.8,2.51,0.91,8.71,NA,0.08,176.2,115,224.2,8.05,39.66314,-92.99522,230.7,988.1333333333332
088,2026-03-19,11:09:37,0.361,9.658,11.36,99.9,2.47,0.9,8.63,NA,0.08,176,114,224.6,8.05,39.66314,-92.99522,230.5,988.2666666666668
088,2026-03-19,11:09:38,0.384,9.664,11.38,100.1,2.55,0.91,8.72,NA,0.08,175.9,114,224.8,8.04,39.66314,-92.99522,230.4,988.2666666666668
088,2026-03-19,11:09:39,0.449,9.648,11.38,100.1,2.59,0.94,8.91,NA,0.08,175.6,114,225.1,8.04,39.66314,-92.99522,230.6,988.1333333333332
088,2026-03-19,11:09:40,0.475,9.616,11.38,100,2.59,0.95,9.05,NA,0.08,175.5,114,225.4,8.03,39.66314,-92.99522,230.5,988.2666666666668
088,2026-03-19,11:09:41,0.503,9.566,11.39,100,2.64,0.96,9.2,NA,0.08,175.7,114,225.9,8.02,39.66314,-92.99522,230.6,988.2666666666668
088,2026-03-19,11:09:42,0.53,9.402,11.35,99.4,2.63,0.92,8.87,NA,0.08,176.1,114,226,8.02,39.66314,-92.99522,230.5,988.2666666666668
088,2026-03-19,11:09:43,0.614,9.102,11.39,99.2,2.59,0.87,8.42,NA,0.08,176.4,115,226.3,8.02,39.66314,-92.99522,230.6,988.2666666666668
088,2026-03-19,11:09:44,0.647,8.974,11.46,99.3,2.52,0.81,8.29,NA,0.08,176.5,115,226.7,8.02,39.66314,-92.99522,230.6,988.2666666666668
088,2026-03-19,11:09:45,0.683,8.911,11.5,99.4,2.48,0.72,7.95,NA,0.08,176.3,115,227.1,8.01,39.66314,-92.99522,230.5,988.1333333333332
088,2026-03-19,11:09:46,0.75,8.825,11.48,99.1,2.29,0.62,7.22,NA,0.08,176,114,227.5,8,39.66314,-92.99522,230.4,988.2666666666668
088,2026-03-19,11:09:47,0.802,8.674,11.47,98.7,2.08,0.57,6.31,NA,0.08,176.2,115,227.9,7.99,39.66314,-92.99522,230.4,988.1333333333332
088,2026-03-19,11:09:48,0.848,8.588,11.47,98.4,2.01,0.54,5.7,NA,0.08,176.2,115,228.3,7.98,39.66314,-92.99522,230.3,988.1333333333332
088,2026-03-19,11:09:49,0.893,8.548,11.45,98.1,2.02,0.52,6.27,NA,0.08,176.6,115,228.7,7.97,39.66314,-92.99523,230.2,988.2666666666668
088,2026-03-19,11:09:50,0.944,8.397,11.43,97.7,1.96,0.53,6.62,NA,0.08,177.2,115,229,7.96,39.66314,-92.99523,230.3,988.1333333333332
088,2026-03-19,11:09:51,1.01,8.233,11.44,97.3,1.88,0.46,6.18,NA,0.08,177,115,229.4,7.95,39.66314,-92.99522,230.2,988.2666666666668
088,2026-03-19,11:09:52,1.038,8.24,11.46,97.3,1.9,0.41,5.69,NA,0.08,176.7,115,229.7,7.94,39.66314,-92.99522,230.3,988.1333333333332
088,2026-03-19,11:09:53,1.104,8.216,11.45,97.3,1.91,0.38,5.37,NA,0.08,176.5,115,229.9,7.93,39.66314,-92.99522,230.4,988.2666666666668
088,2026-03-19,11:09:54,1.181,8.157,11.37,96.5,1.8,0.4,5.23,NA,0.08,176.4,115,230.3,7.91,39.66314,-92.99523,230.2,988.2666666666668
088,2026-03-19,11:09:55,1.213,8.024,11.33,96,1.71,0.42,4.92,NA,0.08,176.8,115,230.6,7.9,39.66314,-92.99522,230.3,988.1333333333332
088,2026-03-19,11:09:56,1.244,7.993,11.32,95.6,1.72,0.38,4.95,NA,0.08,176.7,115,231,7.89,39.66314,-92.99522,230.4,988.1333333333332
088,2026-03-19,11:09:57,1.271,8.001,11.29,95.4,1.7,0.39,4.95,NA,0.08,176.6,115,231.2,7.88,39.66314,-92.99522,230.3,988.2666666666668
088,2026-03-19,11:09:58,1.339,7.91,11.24,94.8,1.62,0.4,4.59,NA,0.08,176.5,115,231.2,7.88,39.66313,-92.99522,230.4,988.1333333333332
088,2026-03-19,11:09:59,1.376,7.804,11.21,94.3,1.59,0.38,4.35,NA,0.08,176.6,115,231.5,7.87,39.66313,-92.99522,230.5,988.2666666666668
088,2026-03-19,11:10:00,1.433,7.726,11.16,93.7,1.54,0.38,4.31,NA,0.08,176.8,115,231.7,7.86,39.66313,-92.99522,230.6,988.2666666666668
088,2026-03-19,11:10:01,1.466,7.662,11.12,93.3,1.5,0.38,4.26,NA,0.08,176.9,115,232,7.85,39.66313,-92.99522,230.7,988.1333333333332
088,2026-03-19,11:10:02,1.52,7.643,11.08,92.8,1.47,0.41,4.45,NA,0.08,176.5,115,232.3,7.84,39.66313,-92.99522,230.4,988.2666666666668
088,2026-03-19,11:10:03,1.552,7.632,11.05,92.5,1.46,0.36,4.59,NA,0.08,176.1,114,232.6,7.83,39.66313,-92.99522,230.5,988.1333333333332
088,2026-03-19,11:10:04,1.635,7.609,10.98,91.9,1.51,0.36,4.28,NA,0.08,176.1,114,232.7,7.82,39.66313,-92.99522,230.4,988.1333333333332
088,2026-03-19,11:10:05,1.658,7.59,10.94,91.5,1.54,0.41,4.35,NA,0.08,176.2,115,233,7.82,39.66313,-92.99522,230.4,988.2666666666668
088,2026-03-19,11:10:06,1.7,7.592,10.89,91,1.56,0.42,4.84,NA,0.08,176.4,115,233.3,7.81,39.66313,-92.99522,230.4,988.2666666666668
088,2026-03-19,11:10:07,1.748,7.592,10.85,90.8,1.61,0.42,4.65,NA,0.08,176.4,115,233.5,7.8,39.66313,-92.99522,230.2,988.2666666666668
088,2026-03-19,11:10:08,1.793,7.566,10.82,90.5,1.56,0.44,4.26,NA,0.08,176.4,115,233.7,7.8,39.66313,-92.99523,230.2,988.1333333333332
088,2026-03-19,11:10:10,1.845,7.511,10.77,89.9,1.47,0.41,4.07,NA,0.08,176.3,115,234.1,7.78,39.66312,-92.99523,230,988.2666666666668
088,2026-03-19,11:10:11,1.903,7.507,10.74,89.6,1.42,0.43,4.19,NA,0.08,176.2,115,234.3,7.78,39.66312,-92.99523,229.7,988.1333333333332
088,2026-03-19,11:10:12,1.929,7.51,10.69,89.2,1.46,0.44,4.25,NA,0.08,176.3,115,234.4,7.77,39.66312,-92.99523,229.9,988.2666666666668
088,2026-03-19,11:10:14,1.986,7.536,10.61,88.6,1.46,0.41,4.19,NA,0.08,176.1,114,234.8,7.76,39.66311,-92.99523,229.6,988.2666666666668
088,2026-03-19,11:10:15,2.016,7.535,10.58,88.4,1.47,0.45,4.18,NA,0.08,175.9,114,235,7.75,39.66311,-92.99523,229.5,988.2666666666668
088,2026-03-19,11:10:16,2.052,7.514,10.55,88.1,1.49,0.47,4.1,NA,0.08,175.9,114,235.2,7.74,39.66311,-92.99523,229.6,988.1333333333332
088,2026-03-19,11:10:17,2.078,7.499,10.54,87.9,1.48,0.46,3.82,NA,0.08,175.9,114,235.5,7.73,39.66311,-92.99523,229.4,988.2666666666668
