MULakeNumber,date,dateTime,minDepth_m,maxDepth_m,numberOfMeasurements_temperature,thermoclineDepth_m_thresh0.3,top_metalimnion_m,bottom_metalimnion_m,epilimnion_temp_degC,hypolimnion_temp_degC,above_thermocline_temp_degC,below_thermocline_temp_degC,delta_hypo_epi_waterDensity_kgperm3,metalimnionDensityGradient_kgperm3perm,epiToHypoDensityGradient_kgperm3perm,buoyancyfrequency_1_s2,mixingDepth_m,numberOfMeasurements_do,minDO_mgpL,maxDO_mgpL,minDO_percent,maxDO_percent,DO_mgpL_profileMean,DO_percent_profileMean,epilimnion_DO_mgpL,hypolimnion_DO_mgpL,epilimnion_DO_percent,hypolimnion_DO_percent,depthMaxDOpercentage_m,Oxycline_m,Hypoxycline_m,Anoxycline_m,depthChlMax_m,depthBGAMax_m,depthPEMax_m,ratioMaxBGtochl_RFUperRFU,epilimnion_chlorophyll_RFU,epilimnion_phycocyaninBGA_RFU,epilimnion_phycoerythrinTAL_RFU,ratioEpiBGtochl_RFUperRFU,hypolimnion_orp_mV,bottom0.5m_orp_mV,site_latitude,site_longitude,site_altitude_m,surface_doConcentration_mgpL,surface_temp_degC,surface_pH
003,2026-06-01,2026-06-01T16:54:22Z,0.045,16.159666666666666,144,2.2955,7.168697712226743,7.683545194438671,18.740690058479533,6.316396825396826,24.76882456140351,9.244141333333333,1.4727008420402399,0.16219364497574654,0.1766409298515343,0.018899107331792172,7.168697712226743,128,0,8.493333333333334,0,104,1.9871354166666666,22.5125,4.008011695906433,0.37,46.81345029239766,3.041176470588235,0.045,2.3890000000000002,3.6576666666666666,4.099333333333333,2.3480000000000003,16.159666666666666,2.243,0.1542168674698795,0.6957894736842105,0.030584795321637426,1.5112865497076022,0.0439569675575727,211.58055555555555,195.525,39.34152273148148,-91.15248157407407,240.95393518518517,8.244166666666667,27.01775,8.291041071043093
003,2026-06-22,2026-06-22T16:34:58Z,0.02633333333333333,12.316333333333333,68,4.6525,2.9251936095699635,7.748703002492604,23.776476190476192,6.95621052631579,23.119707070707072,9.7381142857142855,2.5501874709040067,0.4902023790921342,0.2975741973404991,0.02201883502235002,2.9251936095699635,68,0.08666666666666667,7.776666666666666,0.7,92.23333333333332,3.0722549019607843,35.76372549019608,7.273333333333333,0.16543859649122808,86.11587301587302,1.368421052631579,1.064,2.8935,4.4783333333333335,4.98,4.710999999999999,2.212,1.546,0.1542483660130719,1.7323809523809524,0.3034920634920635,6.596190476190476,0.17518783214220268,169.11228070175437,171.9,39.34150950980392,-91.1525993627451,240.6485294117647,7.738888888888889,24.026777777777774,8.03
003,2026-07-22,2026-07-22T13:52:21Z,0.17033333333333334,11.453,83,2.4451666666666663,6.131985108452299,7.535126680300788,24.21603144654088,7.464492063492063,29.116456140350877,15.365067708333333,2.6336922380761507,0.21755835553985256,0.40971736712097695,0.023291292643662916,6.131985108452299,83,0.06,8.173333333333334,0.5,106.96666666666668,3.2847389558232933,41.38835341365462,5.045660377358491,0.12301587301587302,63.95849056603774,1.034920634920635,0.5966666666666667,2.5069999999999997,4.248666666666667,4.909,5.021333333333334,NA,2.776,NA,1.6057232704402515,NA,4.946352201257862,NA,220.4047619047619,222.37777777777777,39.34146807228915,-91.15254301204818,235.32329317269077,8.1466666666666665,29.4225,8.355028781677847
003,2026-08-03,2026-08-03T16:34:00Z,0.006,12.67,151,4.904999999999999,4.945911744476932,6.980863693864799,26.228855263157893,7.634311111111111,26.228855263157893,10.034839999999999,3.1445953997672405,0.718650772985609,0.4276920333490981,0.034198667162022314,4.945911744476932,151,0.31,7.75,2.5,100.1,3.8110596026490065,46.420529801324506,6.841842105263158,0.4497777777777778,85.39078947368421,3.7977777777777777,0.675,4.1135,5.093,6.055,5.346,4.946,5.483,0.16727941176470587,1.388421052631579,0.3006578947368421,1.6172368421052632,0.21654662623199394,155.49333333333334,124.96666666666667,39.341530463576156,-91.15285039735099,239.21721854304636,7.687142857142858,29.007571428571428,8.09
005,2026-06-01,2026-06-01T10:24:09Z,0.191,14.332666666666666,77,2.9225000000000003,4.593717064974277,5.285559297399823,21.73303846153846,6.725202898550725,24.536309523809525,9.448597883597884,2.0812478919779096,0.6013405251949973,0.27704704439339906,0.024341029662195344,4.593717064974277,77,0.21666666666666667,11.346666666666668,1.7333333333333334,120.3,4.813419913419914,51.154978354978354,10.027051282051282,1.394782608695652,113.65641025641025,11.930434782608696,3.569,4.8101666666666665,7.155333333333333,8.272666666666668,4.850333333333333,4.9303333333333335,4.850333333333333,0.6707717569786535,1.5344871794871795,0.3485897435897436,2.8314102564102566,0.22717018965661293,156.8572463768116,-44.8,39.021607532467534,-90.91923956709957,169.55930735930735,8.776666666666666,26.014666666666667,8.13
005,2026-06-24,2026-06-24T14:03:57Z,0.053,10.955666666666666,247,3.2359999999999998,5.101850279973701,5.308819868559364,21.263219373219375,6.945565333333334,24.809575342465752,9.184072796934865,1.9674466813744402,0.4125908117630231,0.3525057408277909,0.032519986984614904,5.101850279973701,204,0,15.346666666666668,0,162.9,5.374624183006536,60.77647058823529,9.182279202279203,0.20113821138211382,104.32820512820513,1.725609756097561,3.741,4.148166666666667,4.977,5.282666666666667,3.458,4.138,4.2396666666666665,2.114139693356048,0.9601994301994302,1.1127350427350426,10.203846153846154,1.1588582618757972,-1.4152,-69.74722222222222,39.02136576248313,-90.91916484480431,170.14696356275303,8.677,26.519333333333332,8.146037915897718
005,2026-07-22,2026-07-22T11:45:24Z,0.07533333333333334,11.469,89,4.1715,5.848116408696523,6.38159786056854,23.887510204081632,6.824185185185185,27.877009803921567,9.271812121212122,2.583251519052965,0.2990512516863519,0.43045290749440096,0.025732599446846343,5.848116408696523,89,0.26333333333333336,13.083333333333334,2.1333333333333333,143.43333333333334,5.423970037453183,63.1,9.118367346938776,0.7155555555555555,108.36734693877551,5.958333333333333,3.819333333333333,4.816166666666667,6.463,7.491666666666666,4.044333333333333,NA,5.274666666666667,NA,0.35489795918367345,NA,11.076462585034013,NA,19.721296296296295,-36.625,39.02164224719101,-90.91912071161049,169.12434456928838,7.861666666666666,30.5345,8.26
005,2026-08-17,2026-08-17T16:12:16Z,0.218,14.163333333333334,88,2.7331666666666665,2.9540151442046767,7.4164589481278895,30.115069444444444,6.348655172413793,30.367603174603175,13.558532338308458,4.3130363053053316,0.781693825351369,0.4631255140144571,0.021287626742033206,2.9540151442046767,88,0.29333333333333333,11.676666666666666,2.333333333333333,128.33333333333334,5.369659090909091,64.19810606060607,8.569722222222222,0.6232183908045977,113.68611111111112,5.093103448275862,4.773333333333333,5.264666666666667,6.7909999999999995,8.082666666666666,5.455,5.455,NA,4.800498753117206,0.29986111111111113,0.058333333333333334,NA,0.19453450671607225,-61.744827586206895,-100.14444444444445,39.02113579545455,-90.91986037878787,170.64962121212122,8.55,30.96177777777778,8.38
013,2026-06-05,2026-06-05T10:05:51Z,0.093,6.244,57,2.7321666666666666,2.8315751699609164,3.116677519272619,25.606222222222222,18.751978494623657,25.80855,19.098009009009008,1.5648031656031662,1.5586782377605028,0.479331792300094,0.09345095156062912,2.8315751699609164,57,0.22666666666666668,10.526666666666666,2.3666666666666667,129.46666666666667,4.602397660818713,55.50760233918129,10.448412698412698,0.6320430107526882,128.03968253968253,6.861290322580645,1.2566666666666668,2.8153333333333332,3.2993333333333332,3.7766666666666664,2.3009999999999997,0.376,2.062,2.2605210420841684,1.3484126984126983,3.1206349206349207,9.178571428571429,2.31430253090053,114.56666666666666,111.31904761904762,38.602035263157894,-92.30158181286549,195.5672514619883,10.52,25.834333333333333,8.78
013,2026-06-25,2026-06-25T09:33:55Z,0.042,6.323,130,2.459,5.617418198130802,5.7238705181503775,24.227139130434782,18.033333333333335,26.611897959183672,21.64672839506173,1.348344514857331,0.26160887500834035,0.41942748705327537,0.029799795968496245,5.617418198130802,130,0.25,11.78,2.7,147,5.139153846153846,63.56230769230769,5.772521739130434,0.275,71.46173913043478,2.908333333333333,1.66,2.27,3.341,3.802,2.104,2.189,2.239,0.32724902216427637,3.0918260869565217,1.137913043478261,7.1345217391304345,0.36803914951063116,-135.125,-136.32,38.60189484615385,-92.30126953846154,191.9923076923077,10.9,26.773142857142858,8.57810652135836
